SprintIndex,SeasonID,RaceID,EventIndex,Team,DriverID,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearBetterID,PaceDiffTeammate,Compound,TyreLife
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,6.0,101,86.003,86.003,-0.35,0.593,-0.646,-,-0.350,0.593,-0.646,-,-0.943,H,6
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,7.0,102,86.39,86.045,-0.638,0.007,-0.641,-,-0.293,0.352,-0.469,-,-0.645,H,7
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,8.0,103,86.087,86.087,-0.267,0.155,-0.344,-,-0.267,0.155,-0.344,-,-0.422,H,8
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,9.0,104,86.048,86.048,-0.188,-0.170,-0.103,-,-0.188,-0.170,-0.103,-,-0.018,H,9
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,10.0,105,86.598,86.598,-0.603,-0.180,-0.513,-,-0.603,-0.180,-0.513,-,-0.423,H,10
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,11.0,106,86.599,86.599,-0.482,-0.052,-0.456,-,-0.482,-0.052,-0.456,-,-0.43,H,11
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,12.0,107,87.425,86.876,-1.208,-0.677,-0.869,-,-0.659,-0.128,-0.595,-,-0.531,H,12
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,13.0,108,87.152,87.152,-1.163,0.177,-1.252,-,-1.163,-0.440,-0.943,-,-1.34,H,13
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,14.0,109,86.243,86.243,-0.442,0.432,-0.658,-,-0.442,0.432,-0.658,-,-0.874,H,14
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,15.0,110,86.672,86.379,-1.031,-0.067,-0.998,-,-0.738,0.226,-0.851,-,-0.964,H,15
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,16.0,111,86.515,86.515,-0.952,0.967,-1.435,-,-0.952,0.967,-1.435,-,-1.919,H,16
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,17.0,112,-,-,-,-,-,-,-,-,-,-,,H,17
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,18.0,113,-,-,-,-,-,-,-,-,-,-,,S,6
0,2025,2025230,27,Alpine,17,GAS,Pierre Gasly,10,#0093CC,19.0,114,83.188,83.188,-,-,-,-,-,-,-,-,,S,7
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,1.0,96,-,-,-,-,-,-,-,-,-,-,,M,1
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,2.0,97,-,-,-,-,-,-,-,-,-,-,,M,2
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,3.0,98,86.829,86.829,-0.908,0.089,-0.863,-,-0.908,0.089,-0.863,-,-0.819,M,3
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,4.0,99,86.498,86.498,-0.808,0.029,-0.794,-,-0.808,0.029,-0.794,-,-0.779,M,4
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,5.0,100,86.769,86.769,-1.18,0.349,-1.006,-,-1.180,0.349,-1.006,-,-0.831,M,5
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,6.0,101,86.596,86.596,-0.943,0.593,-0.646,-,-0.943,0.593,-0.646,-,-0.35,M,6
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,7.0,102,86.397,86.397,-0.645,0.007,-0.641,-,-0.645,0.352,-0.469,-,-0.638,M,7
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,8.0,103,86.242,86.242,-0.422,0.155,-0.344,-,-0.422,0.155,-0.344,-,-0.267,M,8
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,9.0,104,85.878,85.878,-0.018,-0.170,-0.103,-,-0.018,-0.170,-0.103,-,-0.188,M,9
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,10.0,105,86.418,86.418,-0.423,-0.180,-0.513,-,-0.423,-0.180,-0.513,-,-0.603,M,10
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,11.0,106,86.547,86.547,-0.43,-0.052,-0.456,-,-0.430,-0.052,-0.456,-,-0.482,M,11
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,12.0,107,86.748,86.748,-0.531,-0.677,-0.869,-,-0.531,-0.128,-0.595,-,-1.208,M,12
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,13.0,108,87.329,86.712,-1.34,0.177,-1.252,-,-0.723,-0.440,-0.943,-,-1.163,M,13
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,14.0,109,86.675,86.675,-0.874,0.432,-0.658,-,-0.874,0.432,-0.658,-,-0.442,M,14
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,15.0,110,86.605,86.605,-0.964,-0.067,-0.998,-,-0.964,0.226,-0.851,-,-1.031,M,15
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,16.0,111,87.482,87.482,-1.919,0.967,-1.435,-,-1.919,0.967,-1.435,-,-0.952,M,16
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,17.0,112,-,-,-,-,-,-,-,-,-,-,,M,17
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,18.0,113,-,-,-,-,-,-,-,-,-,-,,S,7
0,2025,2025230,27,Alpine,31,COL,Franco Colapinto,43,#0093CC,19.0,114,83.765,83.765,-,-,-,-,-,-,-,-,,S,8
