SeasonID,RaceID,SprintIndex,DriverID,Team,Number,Color,FullName,Abbreviation,Laptime,LaptimeClear,PaceDiff,PaceDiffClear,PaceMarker,ClassifiedPositionLabel,PaceAvg,PaceClearAvg,PaceAvgLabel,PaceClearAvgLabel,PacePelotoneAvg,PaceClearPelotoneAvg,PacePelotoneAvgLabel,PaceClearPelotoneAvgLabel,PaceDiffRankOrder,PaceDiffClearRankOrder,PaceDiffByWorst,PaceDiffClearByWorst,PaceDiffByBest,PaceDiffClearByBest,PaceDiffBetterLapsCount,PaceDiffBetterLapsCountSum,PaceDiffBetterLapsCountPerc
2024,2024011,1,13,Alpine,31,#0093CC,Esteban Ocon,OCO,97.78506,97.6492,-0.9818,-0.846,96.93585185185184,17,97.78506,97.6492,01:37.785,01:37.649,96.91885454545456,96.84045454545456,01:36.918,01:36.840,20,20,0.0,0.0,2.196996078431373,2.1656066666666662,9.0,45.0,20.0
2024,2024011,1,17,Alpine,10,#0093CC,Pierre Gasly,GAS,97.26802083333332,97.24014583333332,-0.4012291666666667,-0.373,96.93585185185184,18,97.26802083333332,97.24014583333332,01:37.268,01:37.240,96.91885454545456,96.84045454545456,01:36.918,01:36.840,12,12,0.5805708333333335,0.4725858333333332,1.6164252450980394,1.6930208333333332,36.0,45.0,80.0
2024,2024021,1,17,Alpine,10,#0093CC,Pierre Gasly,GAS,-,-,-,-,-,DNF,-,-,-,-,94.19652272727272,94.11652272727274,01:34.196,01:34.116,20,20,-,-,-,-,-,-,-
2024,2024021,1,13,Alpine,31,#0093CC,Esteban Ocon,OCO,95.16623255813954,95.05016279069768,-1.0222790697674418,-0.906,94.2257906976744,13,95.16623255813954,95.05016279069768,01:35.166,01:35.050,94.19652272727272,94.11652272727274,01:34.196,01:34.116,17,17,0.3093488372093023,0.144720930232558,2.2855745243128966,2.201005285412262,-,-,-
2024,2024031,1,17,Alpine,10,#0093CC,Pierre Gasly,GAS,83.11575510204082,82.97832653061225,-0.7298571428571429,-0.592,82.43303703703704,13,83.11575510204082,82.97832653061225,01:23.115,01:22.978,82.43303703703704,82.3452222222222,01:22.433,01:22.345,18,18,0.0,0.0,1.6132971428571428,1.4977085714285714,17.0,45.0,37.8
2024,2024031,1,13,Alpine,31,#0093CC,Esteban Ocon,OCO,82.85921276595744,82.71159574468085,-0.4947659574468085,-0.347,82.43303703703704,16,82.85921276595744,82.71159574468085,01:22.859,01:22.711,82.43303703703704,82.3452222222222,01:22.433,01:22.345,13,12,0.2350911854103343,0.2452583586626139,1.3782059574468084,1.2524502127659576,28.0,45.0,62.2
2024,2024041,1,13,Alpine,31,#0093CC,Esteban Ocon,OCO,98.74337777777778,98.52191111111112,-1.4111111111111112,-1.190,97.46197959183672,15,98.74337777777778,98.52191111111112,01:38.743,01:38.521,97.41938,97.32154,01:37.419,01:37.321,16,16,0.2567111111111109,0.2759333333333333,2.677437198067633,2.508514009661836,27.0,42.0,64.3
2024,2024041,1,17,Alpine,10,#0093CC,Pierre Gasly,GAS,98.9678222222222,98.76562222222223,-1.667822222222222,-1.466,97.46197959183672,16,98.9678222222222,98.76562222222223,01:38.967,01:38.765,97.41938,97.32154,01:37.419,01:37.321,18,18,0.0,0.0,2.9341483091787435,2.7844473429951693,15.0,42.0,35.7
2024,2024051,1,17,Alpine,10,#0093CC,Pierre Gasly,GAS,101.47347368421052,101.39518421052632,-0.0632894736842105,0.015,101.45011627906976,13,101.47347368421052,101.39518421052632,01:41.473,01:41.395,101.45011627906976,101.38660465116278,01:41.450,01:41.386,9,9,1.2148947368421052,1.180825,1.6147528883183568,1.5535121951219513,28.0,36.0,77.8
2024,2024051,1,13,Alpine,31,#0093CC,Esteban Ocon,OCO,101.914275,101.88625,-0.56685,-0.539,101.45011627906976,11,101.914275,101.88625,01:41.914,01:41.886,101.45011627906976,101.38660465116278,01:41.450,01:41.386,16,17,0.7113342105263157,0.6269750000000002,2.1183134146341462,2.107362195121951,8.0,36.0,22.2
