SprintIndex,SeasonID,RaceID,LapNumber,LapNumberFlow,Team,24_Laptime,27_Laptime,31_Laptime,24_PaceDiff,27_PaceDiff,31_PaceDiff,24_PaceDiffClear,27_PaceDiffClear,31_PaceDiffClear,PaceMarker,PaceDiffTeammateDelta,PaceDiffTeammateBetter,PaceDiffClearTeammateDelta,PaceDiffClearTeammateBetter,PaceDiffTeammateMean,PaceDiffTeammateMeanInt,PaceDiffClearTeammateMean,PaceDiffClearTeammateMeanInt
1,2024,2024011,1.0,1,Williams,,,,,,,,,,,-,-,-,,-,,-,
1,2024,2024011,2.0,2,Williams,,,,,,,,,,,-,-,-,,-,,-,
1,2024,2024011,3.0,3,Williams,98.507,98.707,,0.391,0.591,,0.391,0.591,,98.116,-,24.0,-,24,-,,-,
1,2024,2024011,4.0,4,Williams,98.422,98.39,,0.388,0.356,,0.388,0.356,,98.034,-,27.0,-,27,-,,-,
1,2024,2024011,5.0,5,Williams,98.509,98.757,,0.332,0.58,,0.332,0.309,,98.412,-,24.0,-,27,-,,-,
1,2024,2024011,6.0,6,Williams,98.575,98.582,,0.31,0.317,,0.31,0.317,,98.277,-,24.0,-,24,-,,-,
1,2024,2024011,7.0,7,Williams,98.971,99.464,,0.589,1.082,,0.236,1.082,,98.538,-,24.0,-,24,-,,-,
1,2024,2024011,8.0,8,Williams,98.66,99.58,,0.136,1.056,,0.136,1.056,,98.546,-,24.0,-,24,-,,-,
1,2024,2024011,9.0,9,Williams,98.652,99.366,,0.221,0.935,,0.221,0.935,,98.498,-,24.0,-,24,-,,-,
1,2024,2024011,10.0,10,Williams,98.952,,,0.703,,,0.494,,,98.315,-,-,-,,-,,-,
1,2024,2024011,11.0,11,Williams,98.835,,,0.802,,,0.802,,,98.063,-,-,-,,-,,-,
1,2024,2024011,12.0,12,Williams,98.934,98.493,,0.944,0.503,,0.944,0.503,,97.99,-,27.0,-,27,-,,-,
1,2024,2024011,13.0,13,Williams,98.823,100.989,,0.984,3.15,,0.984,3.15,,97.839,-,24.0,-,24,-,,-,
1,2024,2024011,14.0,14,Williams,98.977,101.47,,1.369,3.862,,1.369,3.862,,97.641,-,24.0,-,24,-,,-,
1,2024,2024011,15.0,15,Williams,,97.594,,,0.373,,,0.373,,97.333,-,-,-,,-,,-,
1,2024,2024011,16.0,16,Williams,,101.37,,,4.12,,,1.426,,97.4,-,-,-,,-,,-,
1,2024,2024011,17.0,17,Williams,97.392,99.758,,0.086,2.452,,0.086,2.452,,97.537,-,24.0,-,24,-,,-,
1,2024,2024011,18.0,18,Williams,97.59,98.077,,0.273,0.76,,0.273,0.76,,97.41,-,24.0,-,24,-,,-,
1,2024,2024011,19.0,19,Williams,97.763,97.742,,0.591,0.57,,0.591,0.57,,97.209,-,27.0,-,27,-,,-,
1,2024,2024011,20.0,20,Williams,97.701,97.82,,0.542,0.661,,0.542,0.661,,97.215,-,24.0,-,24,-,,-,
1,2024,2024011,21.0,21,Williams,97.918,98.009,,0.677,0.768,,0.677,0.768,,97.305,-,24.0,-,24,-,,-,
1,2024,2024011,22.0,22,Williams,98.031,97.728,,0.785,0.482,,0.785,0.482,,97.246,-,27.0,-,27,-,,-,
1,2024,2024011,23.0,23,Williams,97.869,97.621,,0.617,0.369,,0.617,0.369,,97.258,-,27.0,-,27,-,,-,
1,2024,2024011,24.0,24,Williams,98.204,99.437,,0.888,2.121,,0.888,1.041,,97.37,-,24.0,-,24,-,,-,
1,2024,2024011,25.0,25,Williams,98.226,99.093,,0.811,1.678,,0.811,1.678,,97.415,-,24.0,-,24,-,,-,
1,2024,2024011,26.0,26,Williams,98.1,97.859,,0.76,0.519,,0.76,0.519,,97.368,-,27.0,-,27,-,,-,
1,2024,2024011,27.0,27,Williams,98.296,98.288,,0.933,0.925,,0.933,0.925,,97.402,-,27.0,-,27,-,,-,
1,2024,2024011,28.0,28,Williams,98.048,,,0.741,,,0.741,,,97.35,-,-,-,,-,,-,
1,2024,2024011,29.0,29,Williams,97.879,,,0.62,,,0.62,,,97.278,-,-,-,,-,,-,
1,2024,2024011,30.0,30,Williams,97.968,95.715,,1.047,-1.206,,1.047,-1.206,,96.941,-,27.0,-,27,-,,-,
