SprintIndex,SeasonID,RaceID,LapNumber,LapNumberFlow,Team,24_Laptime,27_Laptime,31_Laptime,24_PaceDiff,27_PaceDiff,31_PaceDiff,24_PaceDiffClear,27_PaceDiffClear,31_PaceDiffClear,PaceMarker,PaceDiffTeammateDelta,PaceDiffTeammateBetter,PaceDiffClearTeammateDelta,PaceDiffClearTeammateBetter,PaceDiffTeammateMean,PaceDiffTeammateMeanInt,PaceDiffClearTeammateMean,PaceDiffClearTeammateMeanInt
0,2024,2024050,1.0,1,Williams,,,,,,,,,,,-,-,-,,-,,-,
0,2024,2024050,2.0,2,Williams,,,,,,,,,,,-,-,-,,-,,-,
0,2024,2024050,3.0,3,Williams,104.048,103.871,,1.908,1.731,,1.908,1.731,,102.14,-,27.0,-,27,-,,-,
0,2024,2024050,4.0,4,Williams,102.718,102.777,,0.961,1.02,,0.961,1.02,,101.758,-,24.0,-,24,-,,-,
0,2024,2024050,5.0,5,Williams,102.528,102.68,,0.726,0.878,,0.726,0.878,,101.86,-,24.0,-,24,-,,-,
0,2024,2024050,6.0,6,Williams,102.507,102.796,,0.597,0.886,,0.597,0.886,,101.95,-,24.0,-,24,-,,-,
0,2024,2024050,7.0,7,Williams,102.608,102.516,,0.459,0.367,,0.459,0.367,,102.219,-,27.0,-,27,-,,-,
0,2024,2024050,8.0,8,Williams,102.389,103.016,,0.081,0.708,,0.081,0.708,,102.358,-,24.0,-,24,-,,-,
0,2024,2024050,9.0,9,Williams,102.768,103.083,,0.359,0.674,,0.359,0.674,,102.51,-,24.0,-,24,-,,-,
0,2024,2024050,10.0,10,Williams,103.094,102.793,,0.617,0.316,,0.348,0.316,,102.503,-,27.0,-,27,-,,-,
0,2024,2024050,11.0,11,Williams,102.882,102.924,,0.34,0.382,,0.34,0.382,,102.581,-,24.0,-,24,-,,-,
0,2024,2024050,12.0,12,Williams,103.013,103.182,,0.376,0.545,,0.376,0.545,,102.652,-,24.0,-,24,-,,-,
0,2024,2024050,13.0,13,Williams,103.414,103.089,,0.585,0.26,,0.306,0.26,,102.854,-,27.0,-,27,-,,-,
0,2024,2024050,14.0,14,Williams,103.257,103.231,,0.312,0.286,,0.312,0.286,,102.989,-,27.0,-,27,-,,-,
0,2024,2024050,15.0,15,Williams,102.819,103.665,,-0.192,0.654,,-0.192,0.358,,103.053,-,24.0,-,24,-,,-,
0,2024,2024050,16.0,16,Williams,103.107,103.508,,0.22,0.621,,-0.053,0.621,,103.232,-,24.0,-,24,-,,-,
0,2024,2024050,17.0,17,Williams,102.849,103.919,,0.067,1.136,,0.067,0.69,,102.816,-,24.0,-,24,-,,-,
0,2024,2024050,18.0,18,Williams,102.994,103.436,,0.069,0.511,,0.069,0.511,,103.115,-,24.0,-,24,-,,-,
0,2024,2024050,19.0,19,Williams,103.907,103.101,,0.573,-0.233,,0.573,-0.233,,103.334,-,27.0,-,27,-,,-,
0,2024,2024060,1.0,20,Williams,,,,,,,,,,,-,-,-,,-,,-,
0,2024,2024060,2.0,21,Williams,,,,,,,,,,,-,-,-,,-,,-,
0,2024,2024060,3.0,22,Williams,,,,,,,,,,,-,-,-,,-,,-,
0,2024,2024060,4.0,23,Williams,,,,,,,,,,,-,-,-,,-,,-,
0,2024,2024060,5.0,24,Williams,93.068,92.401,,0.862,0.195,,0.862,0.195,,92.206,-,27.0,-,27,-,,-,
0,2024,2024060,6.0,25,Williams,92.223,92.192,,0.169,0.138,,0.169,0.138,,92.089,-,27.0,-,27,-,,-,
0,2024,2024060,7.0,26,Williams,92.571,92.208,,0.498,0.135,,0.498,0.135,,92.073,-,27.0,-,27,-,,-,
0,2024,2024060,8.0,27,Williams,92.984,92.567,,0.788,0.371,,0.453,0.371,,92.235,-,27.0,-,27,-,,-,
0,2024,2024060,9.0,28,Williams,92.728,92.679,,0.397,0.348,,0.397,0.348,,92.533,-,27.0,-,27,-,,-,
0,2024,2024060,10.0,29,Williams,92.675,92.651,,0.347,0.323,,0.347,0.323,,92.418,-,27.0,-,27,-,,-,
0,2024,2024060,11.0,30,Williams,92.509,92.847,,0.062,0.4,,0.062,0.4,,92.529,-,24.0,-,24,-,,-,
0,2024,2024060,12.0,31,Williams,92.459,92.995,,-0.038,0.498,,-0.038,0.498,,92.684,-,24.0,-,24,-,,-,
0,2024,2024060,13.0,32,Williams,92.504,93.186,,-0.037,0.645,,-0.037,0.645,,92.541,-,24.0,-,24,-,,-,
0,2024,2024060,14.0,33,Williams,93.387,94.004,,0.551,1.168,,0.551,1.168,,92.968,-,24.0,-,24,-,,-,
0,2024,2024060,15.0,34,Williams,94.557,94.41,,1.842,1.695,,0.588,1.695,,93.031,-,27.0,-,24,-,,-,
0,2024,2024060,16.0,35,Williams,93.219,92.555,,1.002,0.338,,1.002,0.338,,92.217,-,27.0,-,27,-,,-,
0,2024,2024060,17.0,36,Williams,92.64,92.796,,0.467,0.623,,0.467,0.623,,92.173,-,24.0,-,24,-,,-,
0,2024,2024060,18.0,37,Williams,92.929,93.287,,0.786,1.144,,0.545,0.532,,92.193,-,24.0,-,27,-,,-,
0,2024,2024060,19.0,38,Williams,92.736,92.555,,0.597,0.416,,0.597,0.416,,92.139,-,27.0,-,27,-,,-,
0,2024,2024110,1.0,39,Williams,,,,,,,,,,,-,-,-,,-,,-,
0,2024,2024110,2.0,40,Williams,,,,,,,,,,,-,-,-,,-,,-,
0,2024,2024110,3.0,41,Williams,70.876,71.051,,0.578,0.753,,0.578,0.753,,70.298,-,24.0,-,24,-,,-,
