SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,TeamID,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter,EventID
2022,0,1,2022011,1,14,1.377,1.406,1.366,1.388,0.049,0.015,5.0,5.0,2,1.512138888888889,7
2022,0,1,2022011,1,2,-0.025,0.036,-0.061,0.001,0.186,0.18,17.0,17.0,17,0.0536315789473684,7
2022,0,1,2022011,1,3,-0.112,-0.052,-0.169,-0.101,-0.451,-0.434,13.0,13.0,13,0.0347142857142857,7
2022,0,1,2022011,1,5,1.467,1.497,1.498,1.529,0.314,0.28,6.0,6.0,6,1.6021999999999998,7
2022,0,1,2022011,1,4,-1.216,-1.071,-1.186,-1.035,0.541,0.387,10.0,10.0,10,-0.9234651162790698,7
2022,0,1,2022011,1,7,-0.286,-0.211,-0.337,-0.258,1.127,1.079,22.0,22.0,22,0.2149090909090909,7
2022,0,1,2022011,1,18,-1.414,-1.292,-1.437,-1.306,0.325,0.318,24.0,24.0,24,-1.235651162790698,7
2022,0,1,2022011,1,1,-0.071,0.009,-0.064,0.019,0.023,-0.025,23.0,3.0,3,-0.0445681818181818,7
2022,0,1,2022011,1,9,-1.294,-1.185,-1.261,-1.164,0.299,0.198,7.0,7.0,7,-1.126279069767442,7
2022,0,1,2022011,1,10,0.822,0.883,0.782,0.846,0.203,0.252,14.0,14.0,1,0.9788604651162788,7
2022,1,2,2022021,1,14,1.443,1.508,1.449,1.514,0.073,0.132,2.0,2.0,2,1.4731052631578947,32
2022,1,2,2022021,1,2,-,-,-,-,-,-,,,-,,32
2022,1,2,2022021,1,3,-0.294,-0.236,-0.294,-0.246,0.3,0.324,19.0,19.0,19,-0.1441481481481481,32
2022,1,2,2022021,1,5,1.424,1.491,1.424,1.491,0.147,0.215,6.0,6.0,6,1.4975789473684216,32
2022,1,2,2022021,1,4,-1.626,-1.229,-1.684,-1.258,-1.056,-0.284,25.0,25.0,25,-1.1188947368421054,32
2022,1,2,2022021,1,7,-,-,-,-,-,-,,,-,,32
2022,1,2,2022021,1,18,-1.464,-1.389,-1.599,-1.459,-0.155,-0.066,18.0,18.0,24,-1.4123939393939395,32
2022,1,2,2022021,1,1,-0.503,-0.405,-0.398,-0.294,-0.432,-0.484,3.0,3.0,3,-0.2104230769230768,32
2022,1,2,2022021,1,9,-0.462,-0.426,-0.553,-0.528,0.318,0.269,7.0,7.0,7,-0.39376,32
2022,1,2,2022021,1,10,0.16,0.21,0.154,0.204,-0.727,-0.715,14.0,14.0,14,0.5204615384615384,32
2022,2,3,2022031,1,14,1.089,1.14,1.069,1.106,0.291,0.273,2.0,2.0,2,1.3329583333333332,2
2022,2,3,2022031,1,2,-0.679,-0.551,-0.698,-0.584,0.375,0.291,17.0,17.0,17,-0.5297380952380952,2
2022,2,3,2022031,1,3,-0.316,-0.148,-0.324,-0.161,-0.39,-0.094,13.0,13.0,13,-0.1174047619047619,2
2022,2,3,2022031,1,5,-,-,-,-,-,-,,,-,,2
2022,2,3,2022031,1,4,-0.917,-0.765,-0.981,-0.739,0.243,-0.242,15.0,15.0,10,-0.8537045454545455,2
2022,2,3,2022031,1,7,-0.641,-0.471,-0.654,-0.479,0.011,-0.078,22.0,16.0,22,-0.6230232558139535,2
2022,2,3,2022031,1,18,-0.689,-0.629,-0.684,-0.621,0.503,0.463,24.0,24.0,24,-0.4344285714285715,2
2022,2,3,2022031,1,1,-0.476,-0.417,-0.468,-0.409,-0.364,-0.394,3.0,3.0,3,-0.3058837209302326,2
2022,2,3,2022031,1,9,0.075,0.128,0.083,0.137,0.013,-0.009,4.0,4.0,4,0.0762439024390244,2
2022,2,3,2022031,1,10,0.729,0.799,0.73,0.801,-0.028,0.003,1.0,1.0,14,0.741090909090909,2
2022,4,4,2022041,1,14,1.242,1.318,1.272,1.351,0.288,0.294,2.0,2.0,2,1.3663518518518518,16
2022,4,4,2022041,1,9,-0.305,-0.2,-0.385,-0.273,1.233,1.183,4.0,4.0,4,0.2821607142857143,16
2022,4,4,2022041,1,10,-0.169,-0.13,-0.168,-0.13,0.743,0.696,14.0,14.0,14,0.1957142857142857,16
2022,4,4,2022041,1,1,-0.123,-0.002,-0.122,-0.0,1.003,0.878,3.0,3.0,3,0.3686071428571429,16
2022,4,4,2022041,1,5,-,-,-,-,-,-,,,-,,16
2022,4,4,2022041,1,2,-0.347,-0.287,-0.326,-0.263,0.681,0.681,9.0,9.0,9,-0.0121964285714285,16
2022,4,4,2022041,1,4,-0.403,-0.322,-0.387,-0.304,0.223,0.193,15.0,15.0,15,-0.2887499999999999,16
2022,4,4,2022041,1,7,-0.405,-0.158,-0.4,-0.151,0.281,-0.026,16.0,16.0,22,-0.276125,16
2022,4,4,2022041,1,18,-0.692,-0.59,-0.705,-0.601,0.023,-0.079,18.0,18.0,24,-0.6666909090909092,16
2022,4,4,2022041,1,3,-,-,-,-,-,-,,,-,,16
2022,5,5,2022051,1,14,1.094,1.192,1.115,1.216,0.77,0.716,2.0,2.0,2,1.4677391304347829,25
2022,5,5,2022051,1,2,-0.618,-0.47,-0.695,-0.531,0.438,0.281,17.0,17.0,17,-0.4427428571428571,25
2022,5,5,2022051,1,3,-0.406,-0.366,-0.398,-0.358,0.219,0.213,19.0,19.0,19,-0.2884,25
2022,5,5,2022051,1,5,1.114,1.159,1.109,1.156,0.327,0.345,6.0,6.0,6,1.2883695652173912,25
2022,5,5,2022051,1,4,-0.636,-0.516,-0.608,-0.482,0.084,0.0,15.0,15.0,10,-0.6235744680851065,25
2022,5,5,2022051,1,7,-0.448,-0.342,-0.405,-0.29,-0.102,-0.103,22.0,22.0,16,-0.3518292682926829,25
2022,5,5,2022051,1,18,-1.028,-0.862,-1.004,-0.847,0.974,1.017,24.0,24.0,24,-0.4960222222222221,25
2022,5,5,2022051,1,1,0.154,0.233,0.1,0.1,-0.625,-0.625,3.0,3.0,3,0.1787555555555555,25
2022,5,5,2022051,1,9,-0.522,-0.401,-0.454,-0.38,-0.283,-0.24,4.0,4.0,4,-0.3085714285714286,25
2022,5,5,2022051,1,10,0.187,0.308,0.188,0.312,0.18,0.179,1.0,1.0,1,0.2779999999999999,25
2022,6,6,2022061,1,14,1.15,1.298,1.172,1.337,0.025,0.12,2.0,2.0,2,1.1685344827586208,34
2022,6,6,2022061,1,10,0.796,0.885,0.766,0.853,-0.099,-0.103,1.0,1.0,1,0.8719833333333334,34
2022,6,6,2022061,1,5,0.83,1.088,0.746,1.176,-1.432,-0.602,6.0,6.0,6,1.4390454545454543,34
