SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,DriverID,DriverIDT,TeamID,Number,Laptime,LaptimeClear,PaceDiff,PaceDiffClear,PaceMarker,PLabel,PaceAvg,PaceClearAvg,PaceAvgLabel,PaceClearAvgLabel,PacePelotoneAvg,PaceClearPelotoneAvg,PacePelotoneAvgLabel,PaceClearPelotoneAvgLabel,PaceDiffRankOrder,PaceDiffClearRankOrder,PaceDiffByWorst,PaceDiffClearByWorst,PaceDiffByBest,PaceDiffClearByBest,PaceDiffBetterLapsCount,PaceDiffBetterLapsCountSum,PaceDiffBetterLapsCountPerc,EventID
2022,3,4,2022040,0,2,2-14,14,1,79.504,79.444,1.448,1.507,81.033,1,79.504,79.444,01:19.504,01:19.444,81.033,80.951,01:21.033,01:20.951,1,1,2.534,2.517,0.0,0.0,8.0,16.0,50.0,17
2022,3,4,2022040,0,6,6-5,5,16,79.754,79.684,1.197,1.268,81.033,2,79.754,79.684,01:19.754,01:19.684,81.033,80.951,01:21.033,01:20.951,3,3,2.2830000000000004,2.278,0.2509999999999999,0.2389999999999998,12.0,16.0,75.0,17
2022,3,4,2022040,0,5,5-14,14,11,79.591,79.512,1.36,1.439,81.033,3,79.591,79.512,01:19.591,01:19.512,81.033,80.951,01:21.033,01:20.951,2,2,2.446,2.449,0.0879999999999998,0.0679999999999998,8.0,16.0,50.0,17
2022,3,4,2022040,0,8,8-5,5,55,80.237,80.016,0.715,0.935,81.033,4,80.237,80.016,01:20.237,01:20.016,81.033,80.951,01:21.033,01:20.951,4,4,1.8010000000000002,1.945,0.733,0.5719999999999998,4.0,16.0,25.0,17
2022,3,4,2022040,0,4,4-9,9,4,80.926,80.821,0.026,0.131,81.033,5,80.926,80.821,01:20.926,01:20.821,81.033,80.951,01:21.033,01:20.951,6,6,1.112,1.141,1.422,1.376,9.0,16.0,56.2,17
2022,3,4,2022040,0,7,7-9,9,3,80.959,80.924,-0.007,0.027,81.033,6,80.959,80.924,01:20.959,01:20.924,81.033,80.951,01:21.033,01:20.951,7,7,1.0790000000000002,1.037,1.4549999999999998,1.48,7.0,16.0,43.8,17
2022,3,4,2022040,0,3,3-1,1,77,80.808,80.764,0.143,0.187,81.033,7,80.808,80.764,01:20.808,01:20.764,81.033,80.951,01:21.033,01:20.951,5,5,1.229,1.197,1.305,1.3199999999999998,-,-,-,17
2022,3,4,2022040,0,22,22-7,7,20,81.253,81.09,-0.301,-0.139,81.033,8,81.253,81.09,01:21.253,01:21.090,81.033,80.951,01:21.033,01:20.951,10,10,0.7850000000000001,0.871,1.749,1.646,7.0,16.0,43.8,17
2022,3,4,2022040,0,19,19-3,3,14,81.193,81.075,-0.242,-0.124,81.033,9,81.193,81.075,01:21.193,01:21.075,81.033,80.951,01:21.033,01:20.951,9,8,0.8440000000000001,0.886,1.69,1.6309999999999998,14.0,16.0,87.5,17
2022,3,4,2022040,0,16,16-7,7,47,81.125,81.076,-0.174,-0.125,81.033,10,81.125,81.076,01:21.125,01:21.076,81.033,80.951,01:21.033,01:20.951,8,9,0.912,0.885,1.622,1.632,9.0,16.0,56.2,17
