SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,TeamID,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter,EventID
2025,1,2,2025020,0,5,1.087,1.13,1.087,1.13,0.414,0.499,1.0,1.0,1,1.294235294117647,14
2025,1,2,2025020,0,9,0.706,0.753,0.706,0.753,0.693,0.598,28.0,28.0,28,1.0523529411764707,14
2025,1,2,2025020,0,14,0.123,0.196,0.123,0.196,1.321,1.328,2.0,2.0,2,0.783235294117647,14
2025,1,2,2025020,0,10,0.589,0.615,0.589,0.615,0.557,0.567,14.0,14.0,14,0.8679999999999999,14
2025,1,2,2025020,0,12,-0.08,-0.027,-0.08,-0.027,0.82,0.785,9.0,9.0,9,0.3305294117647058,14
2025,1,2,2025020,0,4,-0.104,-0.053,-0.104,-0.053,0.694,0.732,10.0,10.0,10,0.243,14
2025,1,2,2025020,0,18,-0.102,-0.053,-0.116,-0.064,-0.894,-0.844,8.0,8.0,8,0.3310666666666666,14
2025,1,2,2025020,0,3,-0.932,-0.82,-0.932,-0.82,1.086,1.056,17.0,17.0,17,-0.3892941176470588,14
2025,1,2,2025020,0,7,-0.746,-0.662,-0.746,-0.662,-0.127,-0.119,30.0,30.0,13,-0.6818823529411765,14
2025,1,2,2025020,0,8,-1.141,-1.082,-1.141,-1.082,-0.119,-0.07,25.0,25.0,25,-1.0814117647058823,14
2025,6,6,2025060,0,9,1.236,1.294,1.55,1.612,0.133,0.258,4.0,4.0,28,1.483125,26
2025,6,6,2025060,0,5,-,-,-,-,-,-,,,-,,26
2025,6,6,2025060,0,10,0.591,0.688,0.704,0.808,-0.07,-0.028,14.0,35.0,35,0.7392857142857144,26
2025,6,6,2025060,0,4,-0.25,-0.222,-0.19,-0.158,-0.647,-0.712,19.0,19.0,19,-0.052375,26
2025,6,6,2025060,0,14,0.313,0.313,0.085,0.085,-1.96,-1.96,2.0,2.0,2,1.1765714285714286,26
2025,6,6,2025060,0,3,-0.878,-0.69,-0.878,-0.69,-0.049,-0.006,32.0,17.0,32,-0.8541428571428572,26
2025,6,6,2025060,0,8,-0.982,-0.938,-0.982,-0.938,0.092,0.18,25.0,25.0,25,-0.9357142857142856,26
2025,6,6,2025060,0,12,-0.39,-0.351,-0.325,-0.283,-0.374,-0.29,29.0,29.0,29,-0.1382857142857143,26
2025,6,6,2025060,0,18,-0.165,-0.165,-0.211,-0.211,0.758,0.758,24.0,24.0,24,0.1981428571428571,26
2025,6,6,2025060,0,7,-0.722,-0.722,-0.615,-0.615,-0.57,-0.57,30.0,30.0,30,-0.3299999999999999,26
2025,14,13,2025130,0,14,0.408,0.442,0.408,0.442,1.253,1.23,2.0,2.0,2,1.034230769230769,9
2025,14,13,2025130,0,9,1.057,1.081,1.057,1.081,-0.077,-0.066,4.0,4.0,4,1.095153846153846,9
2025,14,13,2025130,0,5,-0.004,0.045,-0.004,0.045,0.75,0.847,6.0,6.0,6,0.3713076923076923,9
2025,14,13,2025130,0,7,0.115,0.155,0.115,0.155,0.242,0.188,13.0,13.0,13,0.2358461538461538,9
2025,14,13,2025130,0,18,-0.148,-0.099,-0.148,-0.099,0.735,0.694,8.0,8.0,8,0.2188461538461538,9
2025,14,13,2025130,0,12,-0.09,-0.036,-0.09,-0.036,0.18,0.255,33.0,33.0,33,0.0003846153846153,9
2025,14,13,2025130,0,8,-0.398,-0.332,-0.398,-0.332,0.439,0.489,34.0,34.0,34,-0.1784615384615384,9
2025,14,13,2025130,0,10,-0.383,-0.36,-0.383,-0.36,0.213,0.203,14.0,14.0,14,-0.2769230769230769,9
2025,14,13,2025130,0,4,-0.343,-0.292,-0.343,-0.292,0.138,0.162,10.0,10.0,10,-0.2742307692307691,9
2025,14,13,2025130,0,3,-0.738,-0.714,-0.751,-0.721,-0.514,-0.511,17.0,17.0,17,-0.4945555555555556,9
2025,21,19,2025190,0,14,0.588,0.691,0.588,0.691,1.159,1.188,2.0,2.0,2,1.1673333333333331,40
2025,21,19,2025190,0,3,-0.915,-0.848,-0.915,-0.848,0.285,0.419,17.0,17.0,17,-0.7727777777777778,40
2025,21,19,2025190,0,10,0.433,0.433,0.433,0.433,-1.036,-1.036,14.0,14.0,14,0.9507777777777776,40
2025,21,19,2025190,0,4,-,-,-,-,-,-,,,-,,40
2025,21,19,2025190,0,5,0.631,0.877,0.631,0.877,-0.248,-0.129,1.0,1.0,1,0.7552222222222222,40
2025,21,19,2025190,0,18,0.354,0.441,0.354,0.441,-0.699,-0.611,8.0,8.0,8,0.7032222222222223,40
2025,21,19,2025190,0,8,-0.843,-0.649,-0.843,-0.649,0.007,0.153,25.0,25.0,25,-0.8393333333333334,40
2025,21,19,2025190,0,12,-0.48,-0.428,-0.48,-0.428,0.35,0.455,29.0,29.0,29,-0.3046666666666666,40
2025,21,19,2025190,0,7,-0.354,-0.296,-0.354,-0.296,-0.494,-0.53,30.0,30.0,30,-0.1072222222222222,40
2025,21,19,2025190,0,9,-,-,-,-,-,-,,,-,,40
2025,24,21,2025210,0,14,0.009,0.033,0.009,0.033,1.679,1.687,2.0,2.0,2,0.8483157894736844,37
2025,24,21,2025210,0,3,0.04,0.097,-0.114,-0.114,0.546,0.546,17.0,17.0,17,0.1078421052631578,37
2025,24,21,2025210,0,10,1.023,1.042,1.023,1.042,0.147,0.15,35.0,35.0,35,1.0962631578947368,37
2025,24,21,2025210,0,4,-0.029,0.025,-0.029,0.025,0.218,0.249,19.0,19.0,19,0.0802631578947368,37
2025,24,21,2025210,0,5,0.171,0.176,0.171,0.176,0.097,0.088,6.0,6.0,6,0.2197894736842104,37
2025,24,21,2025210,0,18,-0.594,-0.52,-0.56,-0.484,0.21,0.14,24.0,24.0,24,-0.4549444444444444,37
2025,24,21,2025210,0,8,-0.542,-0.269,-0.422,-0.141,0.133,0.615,25.0,25.0,34,-0.4882777777777777,37
2025,24,21,2025210,0,12,-0.733,-0.691,-0.733,-0.691,-0.501,-0.449,33.0,33.0,33,-0.4819473684210526,37
2025,24,21,2025210,0,7,-0.535,-0.535,-0.535,-0.535,-0.049,-0.049,30.0,30.0,30,-0.5102105263157896,37
2025,24,21,2025210,0,9,1.107,1.144,0.966,0.966,0.388,0.388,4.0,4.0,4,1.1597368421052632,37
2025,27,23,2025230,0,9,0.918,0.945,0.918,0.945,0.223,0.208,28.0,28.0,28,1.029470588235294,30
2025,27,23,2025230,0,10,0.623,0.639,0.623,0.639,0.381,0.413,14.0,14.0,14,0.8131176470588235,30
2025,27,23,2025230,0,14,0.566,0.589,0.566,0.589,0.228,0.202,2.0,2.0,2,0.6800588235294117,30
2025,27,23,2025230,0,4,-0.534,0.081,-0.522,0.101,1.035,-0.164,19.0,19.0,19,-0.0881764705882352,30
2025,27,23,2025230,0,18,-0.152,-0.127,-0.152,-0.127,0.012,0.019,8.0,8.0,8,-0.1457647058823529,30
2025,27,23,2025230,0,12,-0.32,-0.285,-0.32,-0.285,0.332,0.307,33.0,33.0,33,-0.1546470588235294,30
2025,27,23,2025230,0,8,-0.469,-0.427,-0.469,-0.427,0.231,0.183,34.0,34.0,34,-0.3533529411764706,30
2025,27,23,2025230,0,7,-0.488,-0.43,-0.488,-0.43,0.146,0.16,30.0,30.0,30,-0.4146470588235295,30
2025,27,23,2025230,0,5,-0.666,-0.532,-0.666,-0.532,0.506,0.546,6.0,6.0,6,-0.4127058823529412,30
2025,27,23,2025230,0,3,-0.756,-0.691,-0.756,-0.691,0.118,0.159,17.0,17.0,17,-0.6966428571428571,30
