SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,Team,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter
2025,0,1,2025011,2,Red Bull Racing,0.192,0.225,0.132,0.169,2.357,2.431,2.0,2.0,2.0,1.3636969696969696
2025,0,1,2025011,2,Alpine,-,-,-,-,-,-,,,-,
2025,0,1,2025011,2,Mercedes,0.442,0.54,0.442,0.54,-0.72,-0.568,14.0,14.0,14.0,0.8014482758620689
2025,0,1,2025011,2,Aston Martin,-0.353,-0.32,-0.38,-0.344,0.481,0.409,19.0,19.0,19.0,-0.1398333333333333
2025,0,1,2025011,2,Ferrari,0.013,0.173,0.013,0.173,0.39,0.654,6.0,6.0,6.0,0.2078787878787879
2025,0,1,2025011,2,Racing Bulls,-,-,-,-,-,-,,,-,
2025,0,1,2025011,2,Williams,-,-,-,-,-,-,,,-,
2025,0,1,2025011,2,Kick Sauber,-0.856,-0.815,-0.926,-0.881,0.034,0.124,25.0,25.0,25.0,-0.7837241379310345
2025,0,1,2025011,2,Haas F1 Team,-1.621,-1.532,-1.526,-1.433,-0.393,-0.45,30.0,30.0,30.0,-1.33
2025,0,1,2025011,2,McLaren,1.732,1.765,1.732,1.765,0.321,0.256,equal,28.0,4.0,1.892666666666667
2025,1,2,2025020,2,Ferrari,1.087,1.13,1.087,1.13,0.414,0.499,1.0,1.0,1.0,1.294235294117647
2025,1,2,2025020,2,McLaren,0.706,0.753,0.706,0.753,0.693,0.598,28.0,28.0,28.0,1.0523529411764707
2025,1,2,2025020,2,Red Bull Racing,0.123,0.196,0.123,0.196,1.321,1.328,2.0,2.0,2.0,0.783235294117647
2025,1,2,2025020,2,Mercedes,0.589,0.615,0.589,0.615,0.557,0.567,14.0,14.0,14.0,0.8679999999999999
2025,1,2,2025020,2,Racing Bulls,-0.08,-0.027,-0.08,-0.027,0.82,0.785,9.0,9.0,9.0,0.3305294117647058
2025,1,2,2025020,2,Aston Martin,-0.104,-0.053,-0.104,-0.053,0.694,0.732,10.0,10.0,10.0,0.243
2025,1,2,2025020,2,Williams,-0.102,-0.053,-0.116,-0.064,-0.894,-0.844,8.0,8.0,8.0,0.3310666666666666
2025,1,2,2025020,2,Alpine,-0.932,-0.82,-0.932,-0.82,1.086,1.056,17.0,17.0,17.0,-0.3892941176470588
2025,1,2,2025020,2,Haas F1 Team,-0.746,-0.662,-0.746,-0.662,-0.127,-0.119,30.0,30.0,13.0,-0.6818823529411765
2025,1,2,2025020,2,Kick Sauber,-1.141,-1.082,-1.141,-1.082,-0.119,-0.07,25.0,25.0,25.0,-1.0814117647058823
2025,2,2,2025021,2,McLaren,0.645,0.674,0.642,0.671,0.175,0.183,28.0,28.0,28.0,0.741173076923077
2025,2,2,2025021,2,Mercedes,0.173,0.202,0.179,0.209,0.673,0.702,14.0,14.0,14.0,0.5080769230769231
2025,2,2,2025021,2,Red Bull Racing,0.175,0.212,0.171,0.208,0.589,0.574,2.0,2.0,2.0,0.4705192307692307
2025,2,2,2025021,2,Haas F1 Team,-0.145,-0.08,-0.136,-0.073,0.118,0.041,13.0,13.0,13.0,-0.0860576923076923
2025,2,2,2025021,2,Williams,-0.293,-0.232,-0.292,-0.24,0.407,0.346,24.0,24.0,24.0,-0.0965961538461538
2025,2,2,2025021,2,Aston Martin,-,-,-,-,-,-,,,-,
2025,2,2,2025021,2,Racing Bulls,-0.139,-0.066,-0.144,-0.064,-0.179,-0.174,9.0,9.0,9.0,-0.0652127659574468
2025,2,2,2025021,2,Alpine,-0.466,-0.387,-0.48,-0.4,-0.153,-0.134,17.0,17.0,17.0,-0.3786730769230769
2025,2,2,2025021,2,Kick Sauber,-0.81,-0.736,-0.812,-0.735,0.847,0.807,34.0,34.0,34.0,-0.4355294117647059
2025,2,2,2025021,2,Ferrari,0.534,0.596,0.54,0.606,-0.395,-0.387,1.0,1.0,1.0,0.7457600000000001
2025,3,3,2025031,2,Red Bull Racing,0.23,0.255,0.242,0.268,0.868,0.876,2.0,2.0,2.0,0.6916938775510205
2025,3,3,2025031,2,McLaren,0.684,0.714,0.685,0.715,0.012,-0.011,equal,28.0,4.0,0.6947551020408164
2025,3,3,2025031,2,Ferrari,0.344,0.398,0.33,0.386,0.131,0.11,6.0,6.0,6.0,0.4154489795918367
2025,3,3,2025031,2,Mercedes,0.452,0.501,0.449,0.501,-0.116,-0.076,35.0,35.0,35.0,0.4999591836734693
2025,3,3,2025031,2,Racing Bulls,-0.261,-0.208,-0.257,-0.201,0.808,0.799,33.0,33.0,33.0,0.1433469387755102
2025,3,3,2025031,2,Williams,-0.191,-0.098,-0.172,-0.076,0.636,0.558,24.0,24.0,24.0,0.1253265306122448
2025,3,3,2025031,2,Haas F1 Team,-0.421,-0.361,-0.406,-0.353,0.477,0.415,30.0,30.0,30.0,-0.1980204081632653
2025,3,3,2025031,2,Alpine,-0.414,-0.352,-0.421,-0.359,0.479,0.447,17.0,17.0,17.0,-0.188469387755102
2025,3,3,2025031,2,Aston Martin,-0.394,-0.304,-0.392,-0.302,0.455,0.377,19.0,19.0,19.0,-0.1616530612244897
2025,3,3,2025031,2,Kick Sauber,-0.639,-0.553,-0.663,-0.573,-0.112,-0.042,34.0,34.0,34.0,-0.5951020408163266
2025,4,4,2025041,2,McLaren,0.915,0.993,0.928,0.996,0.398,0.342,28.0,28.0,28.0,1.1123333333333332
2025,4,4,2025041,2,Ferrari,0.497,0.586,0.497,0.586,0.285,0.222,6.0,6.0,6.0,0.6392916666666667
2025,4,4,2025041,2,Mercedes,0.309,0.358,0.301,0.353,0.699,0.667,14.0,14.0,14.0,0.6383829787234043
2025,4,4,2025041,2,Alpine,-0.113,-0.024,-0.128,-0.037,0.577,0.549,17.0,17.0,17.0,0.1445681818181818
2025,4,4,2025041,2,Red Bull Racing,-0.042,0.067,-0.047,0.066,0.451,0.5,2.0,2.0,2.0,0.2131304347826087
2025,4,4,2025041,2,Williams,-0.423,-0.292,-0.45,-0.311,-0.55,-0.425,24.0,24.0,24.0,-0.283375
2025,4,4,2025041,2,Racing Bulls,-0.517,-0.389,-0.468,-0.366,-0.085,0.042,29.0,29.0,29.0,-0.5144791666666667
2025,4,4,2025041,2,Aston Martin,-0.759,-0.665,-0.751,-0.659,0.26,0.213,19.0,19.0,19.0,-0.6344583333333333
2025,4,4,2025041,2,Haas F1 Team,-0.178,-0.115,-0.184,-0.125,0.297,0.328,13.0,13.0,13.0,-0.0069130434782608
2025,4,4,2025041,2,Kick Sauber,-0.723,-0.644,-0.691,-0.622,0.474,0.444,25.0,25.0,25.0,-0.456659090909091
2025,5,5,2025051,2,McLaren,1.094,1.172,1.088,1.163,0.101,0.138,28.0,28.0,28.0,1.1291818181818185
2025,5,5,2025051,2,Red Bull Racing,-,-,-,-,-,-,,,-,
2025,5,5,2025051,2,Ferrari,0.707,0.776,0.702,0.766,0.634,0.634,6.0,6.0,6.0,1.014840909090909
2025,5,5,2025051,2,Mercedes,0.511,0.555,0.5,0.546,0.084,0.13,14.0,14.0,14.0,0.5388863636363636
2025,5,5,2025051,2,Williams,-0.118,-0.073,-0.108,-0.062,0.013,0.039,24.0,8.0,8.0,-0.0934545454545454
2025,5,5,2025051,2,Racing Bulls,-0.202,-0.136,-0.186,-0.132,0.063,0.088,33.0,33.0,33.0,-0.1843409090909091
2025,5,5,2025051,2,Aston Martin,-0.591,-0.488,-0.606,-0.501,0.459,0.364,19.0,19.0,19.0,-0.3681363636363635
2025,5,5,2025051,2,Haas F1 Team,-0.835,-0.773,-0.835,-0.778,0.861,0.798,30.0,30.0,30.0,-0.4045
2025,5,5,2025051,2,Kick Sauber,-1.219,-1.116,-1.222,-1.116,0.715,0.68,25.0,25.0,25.0,-0.8643255813953489
2025,5,5,2025051,2,Alpine,-,-,-,-,-,-,,,-,
2025,6,6,2025060,2,McLaren,1.236,1.294,1.55,1.612,0.133,0.258,4.0,4.0,28.0,1.483125
2025,6,6,2025060,2,Ferrari,-,-,-,-,-,-,,,-,
2025,6,6,2025060,2,Mercedes,0.591,0.688,0.704,0.808,-0.07,-0.028,14.0,35.0,35.0,0.7392857142857144
2025,6,6,2025060,2,Aston Martin,-0.25,-0.222,-0.19,-0.158,-0.647,-0.712,19.0,19.0,19.0,-0.052375
2025,6,6,2025060,2,Red Bull Racing,0.313,0.313,0.085,0.085,-1.96,-1.96,2.0,2.0,2.0,1.1765714285714286
2025,6,6,2025060,2,Alpine,-0.878,-0.69,-0.878,-0.69,-0.049,-0.006,32.0,17.0,32.0,-0.8541428571428572
2025,6,6,2025060,2,Kick Sauber,-0.982,-0.938,-0.982,-0.938,0.092,0.18,25.0,25.0,25.0,-0.9357142857142856
2025,6,6,2025060,2,Racing Bulls,-0.39,-0.351,-0.325,-0.283,-0.374,-0.29,29.0,29.0,29.0,-0.1382857142857143
2025,6,6,2025060,2,Williams,-0.165,-0.165,-0.211,-0.211,0.758,0.758,24.0,24.0,24.0,0.1981428571428571
2025,6,6,2025060,2,Haas F1 Team,-0.722,-0.722,-0.615,-0.615,-0.57,-0.57,30.0,30.0,30.0,-0.3299999999999999
