SprintIndex,SeasonID,RaceID,EventIndex,EventAbbreviation,LapNumberFlow,LapNumber,EventAbbMiddleMarker,EventTicksMarker,isSprint
1,2025,2025011,0,AUS,1,1.0,0,1,0
1,2025,2025011,0,AUS,2,2.0,0,0,0
1,2025,2025011,0,AUS,3,3.0,0,0,0
1,2025,2025011,0,AUS,4,4.0,0,0,0
1,2025,2025011,0,AUS,5,5.0,0,0,0
1,2025,2025011,0,AUS,6,6.0,0,0,0
1,2025,2025011,0,AUS,7,7.0,0,0,0
1,2025,2025011,0,AUS,8,8.0,0,0,0
1,2025,2025011,0,AUS,9,9.0,0,0,0
1,2025,2025011,0,AUS,10,10.0,0,0,0
1,2025,2025011,0,AUS,11,11.0,0,0,0
1,2025,2025011,0,AUS,12,12.0,0,0,0
1,2025,2025011,0,AUS,13,13.0,0,0,0
1,2025,2025011,0,AUS,14,14.0,0,0,0
1,2025,2025011,0,AUS,15,15.0,0,0,0
1,2025,2025011,0,AUS,16,16.0,0,0,0
1,2025,2025011,0,AUS,17,17.0,0,0,0
1,2025,2025011,0,AUS,18,18.0,0,0,0
1,2025,2025011,0,AUS,19,19.0,0,0,0
1,2025,2025011,0,AUS,20,20.0,0,0,0
1,2025,2025011,0,AUS,21,21.0,0,0,0
1,2025,2025011,0,AUS,22,22.0,0,0,0
1,2025,2025011,0,AUS,23,23.0,0,0,0
1,2025,2025011,0,AUS,24,24.0,0,0,0
1,2025,2025011,0,AUS,25,25.0,0,0,0
1,2025,2025011,0,AUS,26,26.0,0,0,0
1,2025,2025011,0,AUS,27,27.0,0,0,0
1,2025,2025011,0,AUS,28,28.0,0,0,0
1,2025,2025011,0,AUS,29,29.0,1,0,0
1,2025,2025011,0,AUS,30,30.0,0,0,0
1,2025,2025011,0,AUS,31,31.0,0,0,0
1,2025,2025011,0,AUS,32,32.0,0,0,0
1,2025,2025011,0,AUS,33,33.0,0,0,0
1,2025,2025011,0,AUS,34,34.0,0,0,0
1,2025,2025011,0,AUS,35,35.0,0,0,0
1,2025,2025011,0,AUS,36,36.0,0,0,0
1,2025,2025011,0,AUS,37,37.0,0,0,0
1,2025,2025011,0,AUS,38,38.0,0,0,0
1,2025,2025011,0,AUS,39,39.0,0,0,0
