SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,DriverID,TeamID,Number,Laptime,LaptimeClear,PaceDiff,PaceDiffClear,PaceMarker,PLabel,PaceAvg,PaceClearAvg,PaceAvgLabel,PaceClearAvgLabel,PacePelotoneAvg,PaceClearPelotoneAvg,PacePelotoneAvgLabel,PaceClearPelotoneAvgLabel,PaceDiffRankOrder,PaceDiffClearRankOrder,PaceDiffByWorst,PaceDiffClearByWorst,PaceDiffByBest,PaceDiffClearByBest,PaceDiffBetterLapsCount,PaceDiffBetterLapsCountSum,PaceDiffBetterLapsCountPerc,EventID
2025,0,1,2025011,2,2,14,1,90.161,90.1,1.364,1.425,91.688,2,-,-,-,-,91.688,91.61,01:31.688,01:31.610,3,3,3.249,3.2510000000000003,0.5289999999999999,0.4679999999999999,25.0,27.0,92.6,2
2025,0,1,2025011,2,17,3,10,91.944,91.861,-0.306,-0.223,91.688,11,90.161,90.1,01:30.161,01:30.100,91.688,91.61,01:31.688,01:31.610,10,10,1.579,1.603,2.199,2.116,-,-,-,2
2025,0,1,2025011,2,35,10,12,91.54,91.376,0.082,0.256,91.688,4,-,-,-,-,91.688,91.61,01:31.688,01:31.610,6,6,1.967,2.082,1.811,1.637,5.0,29.0,17.2,2
2025,0,1,2025011,2,19,4,14,92.259,92.259,-0.14,-0.140,92.0,DNF,-,-,-,-,91.688,91.61,01:31.688,01:31.610,8,8,1.745,1.686,2.033,2.033,19.0,24.0,79.2,2
2025,0,1,2025011,2,6,5,16,91.514,91.222,0.208,0.500,91.688,8,89.665,89.665,01:29.665,01:29.665,91.688,91.61,01:31.688,01:31.610,5,5,2.093,2.326,1.685,1.393,29.0,33.0,87.9,2
2025,0,1,2025011,2,10,4,18,92.183,92.127,-0.529,-0.470,91.688,6,92.707,92.707,01:32.707,01:32.707,91.688,91.61,01:31.688,01:31.610,12,11,1.356,1.356,2.422,2.363,5.0,24.0,20.8,2
2025,0,1,2025011,2,9,12,22,92.203,92.203,-0.481,-0.481,91.688,12,-,-,-,-,91.688,91.61,01:31.688,01:31.610,11,12,1.404,1.3450000000000002,2.374,2.374,-,-,-,2
2025,0,1,2025011,2,24,18,23,91.69,91.678,-0.021,-0.008,91.688,5,-,-,-,-,91.688,91.61,01:31.688,01:31.610,7,7,1.864,1.818,1.914,1.901,-,-,-,2
2025,0,1,2025011,2,25,8,27,92.374,92.304,-0.784,-0.709,91.688,7,-,-,-,-,91.688,91.61,01:31.688,01:31.610,13,13,1.101,1.117,2.677,2.602,14.0,24.0,58.3,2
2025,0,1,2025011,2,29,14,30,93.091,93.091,-1.189,-1.189,91.847,DNF,-,-,-,-,91.688,91.61,01:31.688,01:31.610,15,15,0.696,0.637,3.082,3.082,2.0,27.0,7.4,2
2025,0,1,2025011,2,13,7,31,93.522,93.463,-1.885,-1.826,91.688,13,91.944,91.861,01:31.944,01:31.861,91.688,91.61,01:31.688,01:31.610,17,17,0.0,0.0,3.778,3.719,13.0,29.0,44.8,2
2025,0,1,2025011,2,4,9,4,89.665,89.665,1.893,1.893,91.688,1,-,-,-,-,91.688,91.61,01:31.688,01:31.610,1,1,3.778,3.719,0.0,0.0,15.0,30.0,50.0,2
2025,0,1,2025011,2,1,5,44,91.904,91.876,-0.182,-0.154,91.688,10,91.54,91.376,01:31.540,01:31.376,91.688,91.61,01:31.688,01:31.610,9,9,1.703,1.6720000000000002,2.075,2.047,4.0,33.0,12.1,2
2025,0,1,2025011,2,34,8,5,92.707,92.707,-0.943,-0.943,91.847,DNF,-,-,-,-,91.688,91.61,01:31.688,01:31.610,14,14,0.942,0.8830000000000001,2.836,2.836,10.0,24.0,41.7,2
2025,0,1,2025011,2,8,18,55,-,-,-,-,-,DNF,92.259,92.259,01:32.259,01:32.259,91.688,91.61,01:31.688,01:31.610,18,18,-,-,-,-,-,-,-,2
2025,0,1,2025011,2,33,12,6,-,-,-,-,-,DNF,-,-,-,-,91.688,91.61,01:31.688,01:31.610,20,20,-,-,-,-,-,-,-,2
2025,0,1,2025011,2,14,10,63,90.907,90.885,0.801,0.824,91.688,3,91.514,91.222,01:31.514,01:31.222,91.688,91.61,01:31.688,01:31.610,4,4,2.686,2.65,1.092,1.069,24.0,29.0,82.8,2
2025,0,1,2025011,2,32,3,7,-,-,-,-,-,DNF,-,-,-,-,91.688,91.61,01:31.688,01:31.610,19,19,-,-,-,-,-,-,-,2
2025,0,1,2025011,2,28,9,81,89.95,89.886,1.571,1.637,91.688,9,92.183,92.127,01:32.183,01:32.127,91.688,91.61,01:31.688,01:31.610,2,2,3.456,3.463,0.322,0.256,15.0,30.0,50.0,2
2025,0,1,2025011,2,30,7,87,93.135,93.016,-1.33,-1.208,91.688,14,-,-,-,-,91.688,91.61,01:31.688,01:31.610,16,16,0.5549999999999999,0.6180000000000001,3.223,3.101,16.0,29.0,55.2,2
2025,1,2,2025020,2,1,5,44,96.937,96.852,1.294,1.379,98.291,1,-,-,-,-,98.291,98.231,01:38.291,01:38.231,1,1,2.769,2.7270000000000003,0.0,0.0,12.0,17.0,70.6,14
2025,1,2,2025020,2,28,9,81,97.179,97.179,1.052,1.052,98.291,2,97.448,97.372,01:37.448,01:37.372,98.291,98.231,01:38.291,01:38.231,2,2,2.527,2.4000000000000004,0.242,0.3269999999999999,15.0,17.0,88.2,14
2025,1,2,2025020,2,2,14,1,97.448,97.372,0.783,0.859,98.291,3,-,-,-,-,98.291,98.231,01:38.291,01:38.231,5,5,2.258,2.207,0.511,0.52,15.0,17.0,88.2,14
2025,1,2,2025020,2,14,10,63,97.363,97.333,0.868,0.898,98.291,4,-,-,-,-,98.291,98.231,01:38.291,01:38.231,4,3,2.343,2.246,0.426,0.481,16.0,17.0,94.1,14
2025,1,2,2025020,2,6,5,16,97.351,97.351,0.88,0.880,98.291,5,97.872,97.777,01:37.872,01:37.777,98.291,98.231,01:38.291,01:38.231,3,4,2.355,2.228,0.414,0.499,5.0,17.0,29.4,14
2025,1,2,2025020,2,9,12,22,97.901,97.866,0.331,0.365,98.291,6,99.432,99.348,01:39.432,01:39.348,98.291,98.231,01:38.291,01:38.231,7,7,1.806,1.713,0.963,1.014,16.0,17.0,94.1,14
