SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,TeamID,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter,EventID
2025,0,1,2025011,1,14,0.192,0.225,0.132,0.169,2.357,2.431,2.0,2.0,2,1.3636969696969696,2
2025,0,1,2025011,1,3,-,-,-,-,-,-,,,-,,2
2025,0,1,2025011,1,10,0.442,0.54,0.442,0.54,-0.72,-0.568,14.0,14.0,14,0.8014482758620689,2
2025,0,1,2025011,1,4,-0.353,-0.32,-0.38,-0.344,0.481,0.409,19.0,19.0,19,-0.1398333333333333,2
2025,0,1,2025011,1,5,0.013,0.173,0.013,0.173,0.39,0.654,6.0,6.0,6,0.2078787878787879,2
2025,0,1,2025011,1,12,-,-,-,-,-,-,,,-,,2
2025,0,1,2025011,1,18,-,-,-,-,-,-,,,-,,2
2025,0,1,2025011,1,8,-0.856,-0.815,-0.926,-0.881,0.034,0.124,25.0,25.0,25,-0.7837241379310345,2
2025,0,1,2025011,1,7,-1.621,-1.532,-1.526,-1.433,-0.393,-0.45,30.0,30.0,30,-1.33,2
2025,0,1,2025011,1,9,1.732,1.765,1.732,1.765,0.321,0.256,equal,28.0,4,1.892666666666667,2
2025,2,2,2025021,1,9,0.645,0.674,0.642,0.671,0.175,0.183,28.0,28.0,28,0.741173076923077,13
2025,2,2,2025021,1,10,0.173,0.202,0.179,0.209,0.673,0.702,14.0,14.0,14,0.5080769230769231,13
2025,2,2,2025021,1,14,0.175,0.212,0.171,0.208,0.589,0.574,2.0,2.0,2,0.4705192307692307,13
2025,2,2,2025021,1,7,-0.145,-0.08,-0.136,-0.073,0.118,0.041,13.0,13.0,13,-0.0860576923076923,13
2025,2,2,2025021,1,18,-0.293,-0.232,-0.292,-0.24,0.407,0.346,24.0,24.0,24,-0.0965961538461538,13
2025,2,2,2025021,1,4,-,-,-,-,-,-,,,-,,13
2025,2,2,2025021,1,12,-0.139,-0.066,-0.144,-0.064,-0.179,-0.174,9.0,9.0,9,-0.0652127659574468,13
2025,2,2,2025021,1,3,-0.466,-0.387,-0.48,-0.4,-0.153,-0.134,17.0,17.0,17,-0.3786730769230769,13
2025,2,2,2025021,1,8,-0.81,-0.736,-0.812,-0.735,0.847,0.807,34.0,34.0,34,-0.4355294117647059,13
2025,2,2,2025021,1,5,0.534,0.596,0.54,0.606,-0.395,-0.387,1.0,1.0,1,0.7457600000000001,13
2025,3,3,2025031,1,14,0.23,0.255,0.242,0.268,0.868,0.876,2.0,2.0,2,0.6916938775510205,22
2025,3,3,2025031,1,9,0.684,0.714,0.685,0.715,0.012,-0.011,equal,28.0,4,0.6947551020408164,22
2025,3,3,2025031,1,5,0.344,0.398,0.33,0.386,0.131,0.11,6.0,6.0,6,0.4154489795918367,22
2025,3,3,2025031,1,10,0.452,0.501,0.449,0.501,-0.116,-0.076,35.0,35.0,35,0.4999591836734693,22
2025,3,3,2025031,1,12,-0.261,-0.208,-0.257,-0.201,0.808,0.799,33.0,33.0,33,0.1433469387755102,22
2025,3,3,2025031,1,18,-0.191,-0.098,-0.172,-0.076,0.636,0.558,24.0,24.0,24,0.1253265306122448,22
2025,3,3,2025031,1,7,-0.421,-0.361,-0.406,-0.353,0.477,0.415,30.0,30.0,30,-0.1980204081632653,22
