SprintIndex,SeasonID,RaceID,EventIndex,EventAbbreviation,LapNumberFlow,LapNumber,EventAbbMiddleMarker,EventTicksMarker,isSprint
2,2025,2025011,0,AUS,1,1.0,0,1,0
2,2025,2025011,0,AUS,2,2.0,0,0,0
2,2025,2025011,0,AUS,3,3.0,0,0,0
2,2025,2025011,0,AUS,4,4.0,0,0,0
2,2025,2025011,0,AUS,5,5.0,0,0,0
2,2025,2025011,0,AUS,6,6.0,0,0,0
2,2025,2025011,0,AUS,7,7.0,0,0,0
2,2025,2025011,0,AUS,8,8.0,0,0,0
2,2025,2025011,0,AUS,9,9.0,0,0,0
2,2025,2025011,0,AUS,10,10.0,0,0,0
2,2025,2025011,0,AUS,11,11.0,0,0,0
2,2025,2025011,0,AUS,12,12.0,0,0,0
2,2025,2025011,0,AUS,13,13.0,0,0,0
2,2025,2025011,0,AUS,14,14.0,0,0,0
2,2025,2025011,0,AUS,15,15.0,0,0,0
2,2025,2025011,0,AUS,16,16.0,0,0,0
2,2025,2025011,0,AUS,17,17.0,0,0,0
2,2025,2025011,0,AUS,18,18.0,0,0,0
2,2025,2025011,0,AUS,19,19.0,0,0,0
2,2025,2025011,0,AUS,20,20.0,0,0,0
2,2025,2025011,0,AUS,21,21.0,0,0,0
2,2025,2025011,0,AUS,22,22.0,0,0,0
2,2025,2025011,0,AUS,23,23.0,0,0,0
2,2025,2025011,0,AUS,24,24.0,0,0,0
2,2025,2025011,0,AUS,25,25.0,0,0,0
2,2025,2025011,0,AUS,26,26.0,0,0,0
2,2025,2025011,0,AUS,27,27.0,0,0,0
2,2025,2025011,0,AUS,28,28.0,0,0,0
2,2025,2025011,0,AUS,29,29.0,1,0,0
2,2025,2025011,0,AUS,30,30.0,0,0,0
2,2025,2025011,0,AUS,31,31.0,0,0,0
2,2025,2025011,0,AUS,32,32.0,0,0,0
2,2025,2025011,0,AUS,33,33.0,0,0,0
2,2025,2025011,0,AUS,34,34.0,0,0,0
2,2025,2025011,0,AUS,35,35.0,0,0,0
2,2025,2025011,0,AUS,36,36.0,0,0,0
2,2025,2025011,0,AUS,37,37.0,0,0,0
2,2025,2025011,0,AUS,38,38.0,0,0,0
2,2025,2025011,0,AUS,39,39.0,0,0,0
2,2025,2025011,0,AUS,40,40.0,0,0,0
2,2025,2025011,0,AUS,41,41.0,0,0,0
2,2025,2025011,0,AUS,42,42.0,0,0,0
2,2025,2025011,0,AUS,43,43.0,0,0,0
2,2025,2025011,0,AUS,44,44.0,0,0,0
2,2025,2025011,0,AUS,45,45.0,0,0,0
2,2025,2025011,0,AUS,46,46.0,0,0,0
2,2025,2025011,0,AUS,47,47.0,0,0,0
2,2025,2025011,0,AUS,48,48.0,0,0,0
2,2025,2025011,0,AUS,49,49.0,0,0,0
2,2025,2025011,0,AUS,50,50.0,0,0,0
2,2025,2025011,0,AUS,51,51.0,0,0,0
2,2025,2025011,0,AUS,52,52.0,0,0,0
2,2025,2025011,0,AUS,53,53.0,0,0,0
2,2025,2025011,0,AUS,54,54.0,0,0,0
2,2025,2025011,0,AUS,55,55.0,0,0,0
2,2025,2025011,0,AUS,56,56.0,0,0,0
2,2025,2025011,0,AUS,57,57.0,0,0,0
2,2025,2025020,1,CHN*,58,1.0,0,1,1
2,2025,2025020,1,CHN*,59,2.0,0,0,1
2,2025,2025020,1,CHN*,60,3.0,0,0,1
2,2025,2025020,1,CHN*,61,4.0,0,0,1
2,2025,2025020,1,CHN*,62,5.0,0,0,1
2,2025,2025020,1,CHN*,63,6.0,0,0,1
2,2025,2025020,1,CHN*,64,7.0,0,0,1
2,2025,2025020,1,CHN*,65,8.0,0,0,1
2,2025,2025020,1,CHN*,66,9.0,0,0,1
2,2025,2025020,1,CHN*,67,10.0,1,0,1
2,2025,2025020,1,CHN*,68,11.0,0,0,1
2,2025,2025020,1,CHN*,69,12.0,0,0,1
2,2025,2025020,1,CHN*,70,13.0,0,0,1
2,2025,2025020,1,CHN*,71,14.0,0,0,1
2,2025,2025020,1,CHN*,72,15.0,0,0,1
2,2025,2025020,1,CHN*,73,16.0,0,0,1
2,2025,2025020,1,CHN*,74,17.0,0,0,1
2,2025,2025020,1,CHN*,75,18.0,0,0,1
2,2025,2025020,1,CHN*,76,19.0,0,0,1
2,2025,2025021,2,CHN,77,1.0,0,2,0
2,2025,2025021,2,CHN,78,2.0,0,0,0
2,2025,2025021,2,CHN,79,3.0,0,0,0
2,2025,2025021,2,CHN,80,4.0,0,0,0
2,2025,2025021,2,CHN,81,5.0,0,0,0
2,2025,2025021,2,CHN,82,6.0,0,0,0
2,2025,2025021,2,CHN,83,7.0,0,0,0
2,2025,2025021,2,CHN,84,8.0,0,0,0
2,2025,2025021,2,CHN,85,9.0,0,0,0
2,2025,2025021,2,CHN,86,10.0,0,0,0
2,2025,2025021,2,CHN,87,11.0,0,0,0
2,2025,2025021,2,CHN,88,12.0,0,0,0
2,2025,2025021,2,CHN,89,13.0,0,0,0
2,2025,2025021,2,CHN,90,14.0,0,0,0
2,2025,2025021,2,CHN,91,15.0,0,0,0
2,2025,2025021,2,CHN,92,16.0,0,0,0
2,2025,2025021,2,CHN,93,17.0,0,0,0
2,2025,2025021,2,CHN,94,18.0,0,0,0
2,2025,2025021,2,CHN,95,19.0,0,0,0
2,2025,2025021,2,CHN,96,20.0,0,0,0
2,2025,2025021,2,CHN,97,21.0,0,0,0
2,2025,2025021,2,CHN,98,22.0,0,0,0
2,2025,2025021,2,CHN,99,23.0,0,0,0
2,2025,2025021,2,CHN,100,24.0,0,0,0
2,2025,2025021,2,CHN,101,25.0,0,0,0
2,2025,2025021,2,CHN,102,26.0,0,0,0
2,2025,2025021,2,CHN,103,27.0,0,0,0
2,2025,2025021,2,CHN,104,28.0,1,0,0
2,2025,2025021,2,CHN,105,29.0,0,0,0
2,2025,2025021,2,CHN,106,30.0,0,0,0
2,2025,2025021,2,CHN,107,31.0,0,0,0
2,2025,2025021,2,CHN,108,32.0,0,0,0
2,2025,2025021,2,CHN,109,33.0,0,0,0
2,2025,2025021,2,CHN,110,34.0,0,0,0
2,2025,2025021,2,CHN,111,35.0,0,0,0
2,2025,2025021,2,CHN,112,36.0,0,0,0
2,2025,2025021,2,CHN,113,37.0,0,0,0
2,2025,2025021,2,CHN,114,38.0,0,0,0
2,2025,2025021,2,CHN,115,39.0,0,0,0
2,2025,2025021,2,CHN,116,40.0,0,0,0
2,2025,2025021,2,CHN,117,41.0,0,0,0
2,2025,2025021,2,CHN,118,42.0,0,0,0
2,2025,2025021,2,CHN,119,43.0,0,0,0
2,2025,2025021,2,CHN,120,44.0,0,0,0
2,2025,2025021,2,CHN,121,45.0,0,0,0
2,2025,2025021,2,CHN,122,46.0,0,0,0
2,2025,2025021,2,CHN,123,47.0,0,0,0
2,2025,2025021,2,CHN,124,48.0,0,0,0
2,2025,2025021,2,CHN,125,49.0,0,0,0
2,2025,2025021,2,CHN,126,50.0,0,0,0
2,2025,2025021,2,CHN,127,51.0,0,0,0
2,2025,2025021,2,CHN,128,52.0,0,0,0
2,2025,2025021,2,CHN,129,53.0,0,0,0
2,2025,2025021,2,CHN,130,54.0,0,0,0
2,2025,2025021,2,CHN,131,55.0,0,0,0
2,2025,2025021,2,CHN,132,56.0,0,0,0
2,2025,2025031,3,JPN,133,1.0,0,1,0
2,2025,2025031,3,JPN,134,2.0,0,0,0
2,2025,2025031,3,JPN,135,3.0,0,0,0
2,2025,2025031,3,JPN,136,4.0,0,0,0
2,2025,2025031,3,JPN,137,5.0,0,0,0
2,2025,2025031,3,JPN,138,6.0,0,0,0
2,2025,2025031,3,JPN,139,7.0,0,0,0
2,2025,2025031,3,JPN,140,8.0,0,0,0
2,2025,2025031,3,JPN,141,9.0,0,0,0
2,2025,2025031,3,JPN,142,10.0,0,0,0
2,2025,2025031,3,JPN,143,11.0,0,0,0
2,2025,2025031,3,JPN,144,12.0,0,0,0
2,2025,2025031,3,JPN,145,13.0,0,0,0
2,2025,2025031,3,JPN,146,14.0,0,0,0
2,2025,2025031,3,JPN,147,15.0,0,0,0
2,2025,2025031,3,JPN,148,16.0,0,0,0
2,2025,2025031,3,JPN,149,17.0,0,0,0
2,2025,2025031,3,JPN,150,18.0,0,0,0
2,2025,2025031,3,JPN,151,19.0,0,0,0
2,2025,2025031,3,JPN,152,20.0,0,0,0
2,2025,2025031,3,JPN,153,21.0,0,0,0
2,2025,2025031,3,JPN,154,22.0,0,0,0
2,2025,2025031,3,JPN,155,23.0,0,0,0
2,2025,2025031,3,JPN,156,24.0,0,0,0
2,2025,2025031,3,JPN,157,25.0,0,0,0
2,2025,2025031,3,JPN,158,26.0,0,0,0
2,2025,2025031,3,JPN,159,27.0,1,0,0
2,2025,2025031,3,JPN,160,28.0,0,0,0
2,2025,2025031,3,JPN,161,29.0,0,0,0
2,2025,2025031,3,JPN,162,30.0,0,0,0
2,2025,2025031,3,JPN,163,31.0,0,0,0
2,2025,2025031,3,JPN,164,32.0,0,0,0
2,2025,2025031,3,JPN,165,33.0,0,0,0
2,2025,2025031,3,JPN,166,34.0,0,0,0
2,2025,2025031,3,JPN,167,35.0,0,0,0
2,2025,2025031,3,JPN,168,36.0,0,0,0
2,2025,2025031,3,JPN,169,37.0,0,0,0
2,2025,2025031,3,JPN,170,38.0,0,0,0
2,2025,2025031,3,JPN,171,39.0,0,0,0
2,2025,2025031,3,JPN,172,40.0,0,0,0
2,2025,2025031,3,JPN,173,41.0,0,0,0
2,2025,2025031,3,JPN,174,42.0,0,0,0
2,2025,2025031,3,JPN,175,43.0,0,0,0
2,2025,2025031,3,JPN,176,44.0,0,0,0
2,2025,2025031,3,JPN,177,45.0,0,0,0
2,2025,2025031,3,JPN,178,46.0,0,0,0
2,2025,2025031,3,JPN,179,47.0,0,0,0
2,2025,2025031,3,JPN,180,48.0,0,0,0
2,2025,2025031,3,JPN,181,49.0,0,0,0
2,2025,2025031,3,JPN,182,50.0,0,0,0
2,2025,2025031,3,JPN,183,51.0,0,0,0
2,2025,2025031,3,JPN,184,52.0,0,0,0
2,2025,2025031,3,JPN,185,53.0,0,0,0
2,2025,2025041,4,BAH,186,1.0,0,1,0
2,2025,2025041,4,BAH,187,2.0,0,0,0
2,2025,2025041,4,BAH,188,3.0,0,0,0
2,2025,2025041,4,BAH,189,4.0,0,0,0
2,2025,2025041,4,BAH,190,5.0,0,0,0
2,2025,2025041,4,BAH,191,6.0,0,0,0
2,2025,2025041,4,BAH,192,7.0,0,0,0
2,2025,2025041,4,BAH,193,8.0,0,0,0
2,2025,2025041,4,BAH,194,9.0,0,0,0
2,2025,2025041,4,BAH,195,10.0,0,0,0
2,2025,2025041,4,BAH,196,11.0,0,0,0
2,2025,2025041,4,BAH,197,12.0,0,0,0
2,2025,2025041,4,BAH,198,13.0,0,0,0
2,2025,2025041,4,BAH,199,14.0,0,0,0
2,2025,2025041,4,BAH,200,15.0,0,0,0
2,2025,2025041,4,BAH,201,16.0,0,0,0
2,2025,2025041,4,BAH,202,17.0,0,0,0
2,2025,2025041,4,BAH,203,18.0,0,0,0
2,2025,2025041,4,BAH,204,19.0,0,0,0
2,2025,2025041,4,BAH,205,20.0,0,0,0
2,2025,2025041,4,BAH,206,21.0,0,0,0
2,2025,2025041,4,BAH,207,22.0,0,0,0
2,2025,2025041,4,BAH,208,23.0,0,0,0
2,2025,2025041,4,BAH,209,24.0,0,0,0
2,2025,2025041,4,BAH,210,25.0,0,0,0
2,2025,2025041,4,BAH,211,26.0,0,0,0
2,2025,2025041,4,BAH,212,27.0,0,0,0
2,2025,2025041,4,BAH,213,28.0,0,0,0
2,2025,2025041,4,BAH,214,29.0,1,0,0
2,2025,2025041,4,BAH,215,30.0,0,0,0
2,2025,2025041,4,BAH,216,31.0,0,0,0
2,2025,2025041,4,BAH,217,32.0,0,0,0
2,2025,2025041,4,BAH,218,33.0,0,0,0
2,2025,2025041,4,BAH,219,34.0,0,0,0
2,2025,2025041,4,BAH,220,35.0,0,0,0
2,2025,2025041,4,BAH,221,36.0,0,0,0
2,2025,2025041,4,BAH,222,37.0,0,0,0
2,2025,2025041,4,BAH,223,38.0,0,0,0
2,2025,2025041,4,BAH,224,39.0,0,0,0
2,2025,2025041,4,BAH,225,40.0,0,0,0
2,2025,2025041,4,BAH,226,41.0,0,0,0
2,2025,2025041,4,BAH,227,42.0,0,0,0
2,2025,2025041,4,BAH,228,43.0,0,0,0
2,2025,2025041,4,BAH,229,44.0,0,0,0
2,2025,2025041,4,BAH,230,45.0,0,0,0
2,2025,2025041,4,BAH,231,46.0,0,0,0
2,2025,2025041,4,BAH,232,47.0,0,0,0
2,2025,2025041,4,BAH,233,48.0,0,0,0
2,2025,2025041,4,BAH,234,49.0,0,0,0
2,2025,2025041,4,BAH,235,50.0,0,0,0
2,2025,2025041,4,BAH,236,51.0,0,0,0
2,2025,2025041,4,BAH,237,52.0,0,0,0
2,2025,2025041,4,BAH,238,53.0,0,0,0
2,2025,2025041,4,BAH,239,54.0,0,0,0
2,2025,2025041,4,BAH,240,55.0,0,0,0
2,2025,2025041,4,BAH,241,56.0,0,0,0
2,2025,2025041,4,BAH,242,57.0,0,0,0
2,2025,2025051,5,SAU,243,1.0,0,1,0
2,2025,2025051,5,SAU,244,2.0,0,0,0
2,2025,2025051,5,SAU,245,3.0,0,0,0
2,2025,2025051,5,SAU,246,4.0,0,0,0
2,2025,2025051,5,SAU,247,5.0,0,0,0
2,2025,2025051,5,SAU,248,6.0,0,0,0
2,2025,2025051,5,SAU,249,7.0,0,0,0
2,2025,2025051,5,SAU,250,8.0,0,0,0
2,2025,2025051,5,SAU,251,9.0,0,0,0
2,2025,2025051,5,SAU,252,10.0,0,0,0
2,2025,2025051,5,SAU,253,11.0,0,0,0
2,2025,2025051,5,SAU,254,12.0,0,0,0
2,2025,2025051,5,SAU,255,13.0,0,0,0
2,2025,2025051,5,SAU,256,14.0,0,0,0
2,2025,2025051,5,SAU,257,15.0,0,0,0
2,2025,2025051,5,SAU,258,16.0,0,0,0
2,2025,2025051,5,SAU,259,17.0,0,0,0
2,2025,2025051,5,SAU,260,18.0,0,0,0
2,2025,2025051,5,SAU,261,19.0,0,0,0
2,2025,2025051,5,SAU,262,20.0,0,0,0
2,2025,2025051,5,SAU,263,21.0,0,0,0
2,2025,2025051,5,SAU,264,22.0,0,0,0
2,2025,2025051,5,SAU,265,23.0,0,0,0
2,2025,2025051,5,SAU,266,24.0,0,0,0
2,2025,2025051,5,SAU,267,25.0,1,0,0
2,2025,2025051,5,SAU,268,26.0,0,0,0
2,2025,2025051,5,SAU,269,27.0,0,0,0
2,2025,2025051,5,SAU,270,28.0,0,0,0
2,2025,2025051,5,SAU,271,29.0,0,0,0
2,2025,2025051,5,SAU,272,30.0,0,0,0
2,2025,2025051,5,SAU,273,31.0,0,0,0
2,2025,2025051,5,SAU,274,32.0,0,0,0
2,2025,2025051,5,SAU,275,33.0,0,0,0
2,2025,2025051,5,SAU,276,34.0,0,0,0
2,2025,2025051,5,SAU,277,35.0,0,0,0
2,2025,2025051,5,SAU,278,36.0,0,0,0
2,2025,2025051,5,SAU,279,37.0,0,0,0
2,2025,2025051,5,SAU,280,38.0,0,0,0
2,2025,2025051,5,SAU,281,39.0,0,0,0
2,2025,2025051,5,SAU,282,40.0,0,0,0
2,2025,2025051,5,SAU,283,41.0,0,0,0
2,2025,2025051,5,SAU,284,42.0,0,0,0
2,2025,2025051,5,SAU,285,43.0,0,0,0
2,2025,2025051,5,SAU,286,44.0,0,0,0
2,2025,2025051,5,SAU,287,45.0,0,0,0
2,2025,2025051,5,SAU,288,46.0,0,0,0
2,2025,2025051,5,SAU,289,47.0,0,0,0
2,2025,2025051,5,SAU,290,48.0,0,0,0
2,2025,2025051,5,SAU,291,49.0,0,0,0
2,2025,2025051,5,SAU,292,50.0,0,0,0
2,2025,2025060,6,MIA*,293,1.0,0,1,1
2,2025,2025060,6,MIA*,294,2.0,0,0,1
2,2025,2025060,6,MIA*,295,3.0,0,0,1
2,2025,2025060,6,MIA*,296,4.0,0,0,1
2,2025,2025060,6,MIA*,297,5.0,0,0,1
2,2025,2025060,6,MIA*,298,6.0,0,0,1
2,2025,2025060,6,MIA*,299,7.0,0,0,1
2,2025,2025060,6,MIA*,300,8.0,0,0,1
2,2025,2025060,6,MIA*,301,9.0,1,0,1
2,2025,2025060,6,MIA*,302,10.0,0,0,1
2,2025,2025060,6,MIA*,303,11.0,0,0,1
2,2025,2025060,6,MIA*,304,12.0,0,0,1
2,2025,2025060,6,MIA*,305,13.0,0,0,1
2,2025,2025060,6,MIA*,306,14.0,0,0,1
2,2025,2025060,6,MIA*,307,15.0,0,0,1
2,2025,2025060,6,MIA*,308,16.0,0,0,1
2,2025,2025060,6,MIA*,309,17.0,0,0,1
2,2025,2025060,6,MIA*,310,18.0,0,0,1
2,2025,2025061,7,MIA,311,1.0,0,2,0
2,2025,2025061,7,MIA,312,2.0,0,0,0
2,2025,2025061,7,MIA,313,3.0,0,0,0
2,2025,2025061,7,MIA,314,4.0,0,0,0
2,2025,2025061,7,MIA,315,5.0,0,0,0
2,2025,2025061,7,MIA,316,6.0,0,0,0
2,2025,2025061,7,MIA,317,7.0,0,0,0
2,2025,2025061,7,MIA,318,8.0,0,0,0
2,2025,2025061,7,MIA,319,9.0,0,0,0
2,2025,2025061,7,MIA,320,10.0,0,0,0
2,2025,2025061,7,MIA,321,11.0,0,0,0
2,2025,2025061,7,MIA,322,12.0,0,0,0
2,2025,2025061,7,MIA,323,13.0,0,0,0
2,2025,2025061,7,MIA,324,14.0,0,0,0
2,2025,2025061,7,MIA,325,15.0,0,0,0
2,2025,2025061,7,MIA,326,16.0,0,0,0
2,2025,2025061,7,MIA,327,17.0,0,0,0
2,2025,2025061,7,MIA,328,18.0,0,0,0
2,2025,2025061,7,MIA,329,19.0,0,0,0
2,2025,2025061,7,MIA,330,20.0,0,0,0
2,2025,2025061,7,MIA,331,21.0,0,0,0
2,2025,2025061,7,MIA,332,22.0,0,0,0
2,2025,2025061,7,MIA,333,23.0,0,0,0
2,2025,2025061,7,MIA,334,24.0,0,0,0
2,2025,2025061,7,MIA,335,25.0,0,0,0
2,2025,2025061,7,MIA,336,26.0,0,0,0
2,2025,2025061,7,MIA,337,27.0,0,0,0
2,2025,2025061,7,MIA,338,28.0,0,0,0
2,2025,2025061,7,MIA,339,29.0,1,0,0
2,2025,2025061,7,MIA,340,30.0,0,0,0
2,2025,2025061,7,MIA,341,31.0,0,0,0
2,2025,2025061,7,MIA,342,32.0,0,0,0
2,2025,2025061,7,MIA,343,33.0,0,0,0
2,2025,2025061,7,MIA,344,34.0,0,0,0
2,2025,2025061,7,MIA,345,35.0,0,0,0
2,2025,2025061,7,MIA,346,36.0,0,0,0
2,2025,2025061,7,MIA,347,37.0,0,0,0
2,2025,2025061,7,MIA,348,38.0,0,0,0
2,2025,2025061,7,MIA,349,39.0,0,0,0
2,2025,2025061,7,MIA,350,40.0,0,0,0
2,2025,2025061,7,MIA,351,41.0,0,0,0
2,2025,2025061,7,MIA,352,42.0,0,0,0
2,2025,2025061,7,MIA,353,43.0,0,0,0
2,2025,2025061,7,MIA,354,44.0,0,0,0
2,2025,2025061,7,MIA,355,45.0,0,0,0
2,2025,2025061,7,MIA,356,46.0,0,0,0
2,2025,2025061,7,MIA,357,47.0,0,0,0
2,2025,2025061,7,MIA,358,48.0,0,0,0
2,2025,2025061,7,MIA,359,49.0,0,0,0
2,2025,2025061,7,MIA,360,50.0,0,0,0
2,2025,2025061,7,MIA,361,51.0,0,0,0
2,2025,2025061,7,MIA,362,52.0,0,0,0
2,2025,2025061,7,MIA,363,53.0,0,0,0
2,2025,2025061,7,MIA,364,54.0,0,0,0
2,2025,2025061,7,MIA,365,55.0,0,0,0
2,2025,2025061,7,MIA,366,56.0,0,0,0
2,2025,2025061,7,MIA,367,57.0,0,0,0
2,2025,2025071,8,EMI,368,1.0,0,1,0
2,2025,2025071,8,EMI,369,2.0,0,0,0
2,2025,2025071,8,EMI,370,3.0,0,0,0
2,2025,2025071,8,EMI,371,4.0,0,0,0
2,2025,2025071,8,EMI,372,5.0,0,0,0
2,2025,2025071,8,EMI,373,6.0,0,0,0
2,2025,2025071,8,EMI,374,7.0,0,0,0
2,2025,2025071,8,EMI,375,8.0,0,0,0
2,2025,2025071,8,EMI,376,9.0,0,0,0
2,2025,2025071,8,EMI,377,10.0,0,0,0
2,2025,2025071,8,EMI,378,11.0,0,0,0
2,2025,2025071,8,EMI,379,12.0,0,0,0
2,2025,2025071,8,EMI,380,13.0,0,0,0
2,2025,2025071,8,EMI,381,14.0,0,0,0
2,2025,2025071,8,EMI,382,15.0,0,0,0
2,2025,2025071,8,EMI,383,16.0,0,0,0
2,2025,2025071,8,EMI,384,17.0,0,0,0
2,2025,2025071,8,EMI,385,18.0,0,0,0
2,2025,2025071,8,EMI,386,19.0,0,0,0
2,2025,2025071,8,EMI,387,20.0,0,0,0
2,2025,2025071,8,EMI,388,21.0,0,0,0
2,2025,2025071,8,EMI,389,22.0,0,0,0
2,2025,2025071,8,EMI,390,23.0,0,0,0
2,2025,2025071,8,EMI,391,24.0,0,0,0
2,2025,2025071,8,EMI,392,25.0,0,0,0
2,2025,2025071,8,EMI,393,26.0,0,0,0
2,2025,2025071,8,EMI,394,27.0,0,0,0
2,2025,2025071,8,EMI,395,28.0,0,0,0
2,2025,2025071,8,EMI,396,29.0,0,0,0
2,2025,2025071,8,EMI,397,30.0,0,0,0
2,2025,2025071,8,EMI,398,31.0,0,0,0
2,2025,2025071,8,EMI,399,32.0,1,0,0
2,2025,2025071,8,EMI,400,33.0,0,0,0
2,2025,2025071,8,EMI,401,34.0,0,0,0
2,2025,2025071,8,EMI,402,35.0,0,0,0
2,2025,2025071,8,EMI,403,36.0,0,0,0
2,2025,2025071,8,EMI,404,37.0,0,0,0
2,2025,2025071,8,EMI,405,38.0,0,0,0
2,2025,2025071,8,EMI,406,39.0,0,0,0
2,2025,2025071,8,EMI,407,40.0,0,0,0
2,2025,2025071,8,EMI,408,41.0,0,0,0
2,2025,2025071,8,EMI,409,42.0,0,0,0
2,2025,2025071,8,EMI,410,43.0,0,0,0
2,2025,2025071,8,EMI,411,44.0,0,0,0
2,2025,2025071,8,EMI,412,45.0,0,0,0
2,2025,2025071,8,EMI,413,46.0,0,0,0
2,2025,2025071,8,EMI,414,47.0,0,0,0
2,2025,2025071,8,EMI,415,48.0,0,0,0
2,2025,2025071,8,EMI,416,49.0,0,0,0
2,2025,2025071,8,EMI,417,50.0,0,0,0
2,2025,2025071,8,EMI,418,51.0,0,0,0
2,2025,2025071,8,EMI,419,52.0,0,0,0
