SprintIndex,SeasonID,RaceID,EventIndex,Team,DriverID,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SafetyCarLeave,SafetyCarEnter,VirtualSafetyCarLeave,VirtualSafetyCarEnter,Overtakes,Position
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,9.0,9,101.201,101.201,0,0,101.146,0.110,1.208,0.742,0.837,2.0,1.208,0.742,0.837,2.0,0.466,M,#F0E628,12,1.0,0,0,0.174,0,0,0,0,1.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,10.0,10,100.751,100.751,0,0,100.976,0.450,1.726,1.646,0.903,2.0,1.726,1.400,1.026,2.0,0.08,M,#F0E628,13,1.0,0,0,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,11.0,11,101.228,100.987,1,0,100.869,0.477,1.314,1.132,0.748,2.0,1.555,1.373,0.868,2.0,0.182,M,#F0E628,14,1.0,0,1,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,12.0,12,101.223,101.223,0,0,101.105,0.005,1.414,1.170,0.829,2.0,1.414,1.170,0.829,2.0,0.244,M,#F0E628,15,1.0,0,0,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,13.0,13,100.98,100.98,0,0,101.102,0.243,1.849,1.492,1.103,2.0,1.849,1.492,1.103,2.0,0.357,M,#F0E628,16,1.0,0,0,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,14.0,14,101.229,101.229,0,0,101.104,0.249,1.716,1.424,1.004,2.0,1.716,1.424,1.004,2.0,0.292,M,#F0E628,17,1.0,0,0,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,15.0,15,101.669,101.133,1,0,101.181,0.440,1.342,1.106,0.789,2.0,1.878,1.642,1.057,2.0,0.236,M,#F0E628,18,1.0,0,0,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,16.0,16,101.037,101.037,0,0,101.085,0.632,1.85,1.813,0.944,2.0,1.850,1.813,0.944,2.0,0.037,M,#F0E628,19,1.0,0,0,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,17.0,17,101.4,101.214,1,0,101.125,0.363,1.382,0.478,1.143,2.0,1.569,0.665,1.236,2.0,0.904,M,#F0E628,20,1.0,0,0,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,18.0,18,101.39,101.39,0,0,101.302,0.010,1.535,0.377,1.346,2.0,1.535,0.377,1.346,2.0,1.158,M,#F0E628,21,1.0,0,0,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,19.0,19,101.445,101.445,0,0,101.417,0.055,1.889,0.571,1.603,2.0,1.889,0.571,1.603,2.0,1.318,M,#F0E628,22,1.0,0,0,0.174,0,0,0,0,0.0,1
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,4,1.0,0,0,0.118,0,0,0,0,,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,5,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,3.0,3,101.238,101.238,0,0,-,-,0.902,0.907,1.355,2.0,0.902,0.907,1.355,2.0,1.809,M,#F0E628,6,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,4.0,4,101.065,101.065,0,0,101.152,0.173,0.692,0.317,0.850,2.0,0.692,0.317,0.850,2.0,1.009,M,#F0E628,7,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,5.0,5,101.107,101.107,0,0,101.086,0.042,0.695,-0.115,0.637,5.0,0.695,0.219,0.804,2.0,0.58,M,#F0E628,8,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,6.0,6,101.311,101.311,0,0,101.209,0.204,0.599,0.283,0.740,2.0,0.599,0.283,0.740,2.0,0.882,M,#F0E628,9,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,7.0,7,101.368,101.368,0,0,101.34,0.057,0.781,0.141,0.852,2.0,0.781,0.141,0.852,2.0,0.922,M,#F0E628,10,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,8.0,8,101.75,101.75,0,0,101.559,0.382,0.558,0.659,0.888,2.0,0.558,0.659,0.888,2.0,1.217,M,#F0E628,11,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,9.0,9,101.943,101.943,0,0,101.846,0.193,0.466,0.742,0.837,2.0,0.466,0.742,0.837,2.0,1.208,M,#F0E628,12,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,10.0,10,102.397,102.152,1,0,102.047,0.454,0.08,1.646,0.903,2.0,0.326,1.400,1.026,2.0,1.726,M,#F0E628,13,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,11.0,11,102.36,102.36,0,0,102.256,0.037,0.182,1.132,0.748,2.0,0.182,1.373,0.868,2.0,1.314,M,#F0E628,14,1.0,0,1,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,12.0,12,102.393,102.393,0,0,102.376,0.033,0.244,1.170,0.829,2.0,0.244,1.170,0.829,2.0,1.414,M,#F0E628,15,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,13.0,13,102.472,102.472,0,0,102.432,0.079,0.357,1.492,1.103,2.0,0.357,1.492,1.103,2.0,1.849,M,#F0E628,16,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,14.0,14,102.653,102.653,0,0,102.562,0.181,0.292,1.424,1.004,2.0,0.292,1.424,1.004,2.0,1.716,M,#F0E628,17,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,15.0,15,102.775,102.775,0,0,102.714,0.122,0.236,1.106,0.789,2.0,0.236,1.642,1.057,2.0,1.342,M,#F0E628,18,1.0,0,0,0.118,0,0,0,0,0.0,5
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,16.0,16,102.85,102.85,0,0,102.812,0.075,0.037,1.813,0.944,2.0,0.037,1.813,0.944,2.0,1.85,M,#F0E628,19,1.0,0,0,0.118,0,0,0,0,1.0,3
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,17.0,17,101.878,101.878,0,0,102.364,0.972,0.904,0.478,1.143,2.0,0.904,0.665,1.236,2.0,1.382,M,#F0E628,20,1.0,0,0,0.118,0,0,0,0,0.0,3
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,18.0,18,101.767,101.767,0,0,101.822,0.111,1.158,0.377,1.346,2.0,1.158,0.377,1.346,2.0,1.535,M,#F0E628,21,1.0,0,0,0.118,0,0,0,0,0.0,3
0,2024,2024050,4,Red Bull Racing,5,PER,Sergio Perez,11,#3671C6,19.0,19,102.016,102.016,0,0,101.892,0.249,1.318,0.571,1.603,2.0,1.318,0.571,1.603,2.0,1.889,M,#F0E628,22,1.0,0,0,0.118,0,0,0,0,0.0,3
0,2024,2024060,6,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,1.0,20,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,4,1.0,1,0,-,0,1,0,0,,1
0,2024,2024060,6,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,2.0,21,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,5,2.0,1,0,-,0,0,0,0,0.0,1
0,2024,2024060,6,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,3.0,22,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,6,3.0,0,0,0.136,1,0,0,0,0.0,1
0,2024,2024060,6,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,4.0,23,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,7,3.0,0,0,0.136,0,0,0,0,0.0,1
0,2024,2024060,6,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,5.0,24,90.756,90.756,0,0,-,-,1.45,0.715,1.093,2.0,1.450,0.715,1.093,2.0,0.735,M,#F0E628,8,3.0,0,0,0.136,0,0,0,0,0.0,1
0,2024,2024060,6,Red Bull Racing,2,VER,Max Verstappen,1,#3671C6,6.0,25,91.142,90.896,1,0,90.826,0.386,0.912,0.592,0.616,2.0,1.158,0.591,0.862,2.0,0.32,M,#F0E628,9,3.0,0,0,0.136,0,0,0,0,0.0,1
