SprintIndex,SeasonID,DriverID,FullName,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateDiscreteAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QualiTeammateNormalizedAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,ConsistencyAvg,OvertakesSum,OvertakesAvg,OvertakesGainAvg,OvertakesLostAvg,PaceAvg,StartSum,StartAvg,StartGainAvg,StartLostAvg
1,Все сезоны,4,Lando Norris,7.76,6.31,7.30,5.594516594516595,7.297979797979798,4.42063492063492,6.341269841269841,5.740118577075099,5.429891636466855,5.212901893989019,5.408063003745627,4.724579301220102,5.162410159601345,5.534326925360071,7.55,5.32,7.11,0.218,20.8,0.9572934312064746,1.85,0.93,89.28993201957462,-8.2,-0.363575192923019,0.33,0.70
1,Все сезоны,3,Valtteri Bottas,5.93,4.81,6.16,4.517857142857142,4.476190476190476,4.011904761904762,3.884920634920635,4.1856060606060606,5.639694124035003,4.837767574338251,4.811665762878958,4.472720069576225,4.7245919171797786,5.100132474137576,4.45,4.46,5.51,0.295,-26.75,-1.2128146453089246,1.40,2.51,89.99567566107297,-25.25,-1.1395833333333334,0.44,1.58
1,Все сезоны,2,Max Verstappen,8.77,6.48,9.19,7.740259740259741,9.193650793650793,6.537373737373737,5.203030303030303,7.121212121212122,6.015037558533604,5.57244448446469,5.806885621276669,5.103186234969738,5.031655237774624,5.842097277282554,9.34,6.10,7.94,0.180,29.6,1.3536509257333056,1.66,0.35,88.95441231537342,5.4,0.24608695652173912,0.49,0.24
1,Все сезоны,1,Lewis Hamilton,6.83,6.75,4.56,3.6882205513784454,5.463157894736842,5.814536340852131,5.334670008354219,3.9142668925277624,4.767885760407864,4.842782241328142,5.066218724519217,5.216774272609614,5.183646540419718,5.10433922400651,7.69,6.10,6.69,0.247,33.8,1.601082251082251,2.45,0.94,88.95114761904762,4.2,0.17182194616977225,0.59,0.42
1,Все сезоны,6,Charles Leclerc,7.58,6.12,6.74,5.022222222222222,6.898412698412699,6.753174603174604,4.834126984126984,5.371447393186523,5.260727751284238,5.070130121027992,5.164786103351622,5.401920221982846,4.93970868825136,5.4079918932291635,7.78,6.39,7.14,0.221,15.4,0.7582934609250399,1.73,1.14,89.37406842105263,10.8,0.4979110325220166,0.65,0.15
1,Все сезоны,17,Pierre Gasly,6.66,5.50,6.78,5.633298933608531,6.9453044375644994,5.070519435844513,5.639146886824905,6.179512516469038,5.483745087413896,5.324144185716419,5.544261880591258,4.9749120771026,5.290103566677431,6.1498092938753555,4.76,5.57,6.29,0.260,-3.2,-0.1174603174603174,1.84,2.03,90.05249666666666,-4.4,-0.21358930924148317,0.49,0.70
1,Все сезоны,7,Daniel Ricciardo,6.56,5.19,2.93,3.6904761904761902,3.511904761904762,4.642857142857142,4.166666666666666,4.237012987012987,4.531495248983127,4.666466557643645,4.672105260328934,4.912542009772127,4.982031397907945,5.112950080054431,4.72,5.16,6.10,0.260,-7.0,-0.6666666666666667,1.52,2.18,91.14645868347338,-8.0,-0.6428571428571429,0.59,1.23
1,Все сезоны,5,Sergio Perez,7.25,7.05,1.01,2.142857142857143,1.007936507936508,3.3055555555555554,5.541666666666666,2.6515151515151514,4.219462109863107,4.444066517685203,4.5198913402629675,4.887659376411968,5.097713740140575,4.718664438968128,7.97,5.88,6.98,0.249,42.5,2.1026315789473684,2.67,0.75,89.89238642344498,1.5,0.07727272727272727,0.57,0.49
1,Все сезоны,11,Kimi Räikkönen,5.66,4.90,3.50,3.888888888888889,6.111111111111112,6.111111111111112,5.0,5.0,4.438123793805011,4.3513546408917,5.086510813852534,5.334526198087301,5.3496786978919975,5.263408899816227,4.85,7.61,5.84,0.412,-14.0,-0.8235294117647058,1.50,2.20,89.25805882352941,27.0,1.4210526315789473,1.84,0.42
1,Все сезоны,10,Lance Stroll,6.52,5.96,2.14,5.76499582289056,3.164160401002506,4.8353383458646615,5.157142857142857,5.007575757575757,4.128358401024436,5.158274402256416,4.673190452999448,5.099453560834589,5.23720477999201,5.2540040566024455,4.56,6.33,6.38,0.262,10.4,0.49910457963089544,2.39,1.95,89.95871804055594,11.4,0.5404065499717674,1.02,0.48
