SprintIndex,SeasonID,RaceID,EventIndex,Team,Number,Color,DriverID,FullName,Abbreviation,LapNumber,LapNumberFlow,PaceDiff,PaceDiffTeammatesDelta,PaceDiffTeammateBest,PaceDiffTeammatesMean,PaceDiffClear
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,5.0,5,-,nan,nan,-,-
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,6.0,6,-0.145,-0.021,11.000,-0.135,-0.145
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,7.0,7,-0.506,0.021,12.000,-0.516,-0.425
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,8.0,8,-0.330,0.043,12.000,-0.351,-0.330
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,9.0,9,-0.301,-0.015,11.000,-0.293,-0.301
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,10.0,10,-0.288,-0.224,11.000,-0.176,-0.288
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,11.0,11,-0.183,0.321,12.000,-0.344,-0.183
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,12.0,12,-,nan,nan,-,-
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,13.0,13,-,nan,nan,-,-
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,14.0,14,-0.409,nan,nan,-,-0.409
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,15.0,15,-0.187,-0.454,11.000,0.040,-0.187
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,16.0,16,-0.628,-0.149,11.000,-0.553,-0.166
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,17.0,17,-0.259,-0.032,11.000,-0.243,-0.259
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,18.0,18,-0.159,0.012,12.000,-0.165,-0.159
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,19.0,19,-0.390,0.116,12.000,-0.448,-0.390
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,20.0,20,-0.301,-0.356,11.000,-0.123,-0.301
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,21.0,21,-0.388,0.278,12.000,-0.527,-0.388
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,22.0,22,-0.544,0.129,12.000,-0.609,-0.544
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,23.0,23,-0.255,0.049,12.000,-0.279,-0.255
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,24.0,24,-0.720,-0.339,11.000,-0.550,-0.401
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,25.0,25,-0.372,0.120,12.000,-0.432,-0.372
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,26.0,26,-0.383,-0.066,11.000,-0.350,-0.383
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,27.0,27,-0.573,-0.715,11.000,-0.215,-0.292
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,28.0,28,-0.283,-0.409,11.000,-0.078,-0.283
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,29.0,29,-0.255,nan,nan,-,-0.255
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,30.0,30,-,nan,nan,-,-
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,31.0,31,-,nan,nan,-,-
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,32.0,32,1.045,1.819,12.000,0.135,1.045
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,33.0,33,-1.083,-0.151,11.000,-1.008,0.249
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,34.0,34,-0.212,-0.074,11.000,-0.175,-0.212
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,35.0,35,-0.177,0.681,12.000,-0.517,-0.177
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,36.0,36,0.062,0.397,12.000,-0.137,0.062
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,37.0,37,-0.251,-0.110,11.000,-0.196,-0.251
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,38.0,38,-0.591,0.339,12.000,-0.760,-0.591
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,39.0,39,-0.686,0.148,12.000,-0.760,-0.686
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,40.0,40,-0.790,0.373,12.000,-0.977,-0.790
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,41.0,41,-0.831,0.303,12.000,-0.983,-0.831
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,42.0,42,-0.759,0.174,12.000,-0.846,-0.759
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,43.0,43,-0.667,-0.156,11.000,-0.589,-0.667
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,44.0,44,-1.377,-0.466,11.000,-1.144,-0.510
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,45.0,45,-0.366,-0.676,11.000,-0.028,-0.366
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,46.0,46,-0.124,0.391,12.000,-0.320,-0.124
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,47.0,47,-0.125,-0.170,11.000,-0.040,-0.125
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,48.0,48,0.087,0.030,12.000,0.072,0.087
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,49.0,49,0.196,0.264,12.000,0.064,0.196
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,50.0,50,0.753,-0.029,11.000,0.768,0.753
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,51.0,51,-0.647,-0.449,11.000,-0.422,-0.647
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,52.0,52,-3.658,-3.794,11.000,-1.761,-0.390
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,53.0,53,-0.420,-0.320,11.000,-0.260,-0.420
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,54.0,54,0.085,-0.486,11.000,0.328,0.085
2,2021,2021011,0,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,55.0,55,0.215,0.199,12.000,0.115,0.215
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,1.0,58,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,2.0,59,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,3.0,60,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,4.0,61,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,5.0,62,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,6.0,63,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,7.0,64,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,8.0,65,-1.720,-0.119,11.000,-1.780,-1.720
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,9.0,66,-1.824,0.547,12.000,-1.550,-1.824
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,10.0,67,-0.448,-0.712,11.000,-0.804,-0.448
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,11.0,68,-3.032,0.577,12.000,-2.744,-1.394
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,12.0,69,-2.752,-0.156,11.000,-2.830,-2.752
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,13.0,70,-0.603,-0.773,11.000,-0.990,-0.603
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,14.0,71,-0.576,0.330,12.000,-0.411,-0.576
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,15.0,72,-0.329,-0.260,11.000,-0.459,-0.329
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,16.0,73,-0.119,-0.654,11.000,-0.446,-0.119
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,17.0,74,-0.083,-0.005,11.000,-0.085,-0.083
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,18.0,75,0.212,-0.501,11.000,-0.038,0.212
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,19.0,76,-0.755,-0.403,11.000,-0.957,-0.755
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,20.0,77,-0.798,0.049,12.000,-0.774,-0.798
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,21.0,78,-0.415,-0.467,11.000,-0.648,-0.415
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,22.0,79,0.001,-0.507,11.000,-0.253,0.001
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,23.0,80,-1.194,0.589,12.000,-0.899,0.458
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,24.0,81,0.787,-0.886,11.000,0.344,0.787
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,25.0,82,0.750,-0.632,11.000,0.434,0.750
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,26.0,83,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,27.0,84,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,28.0,85,0.123,nan,nan,-,0.123
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,29.0,86,-0.428,0.494,12.000,-0.181,-0.428
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,30.0,87,-2.620,4.666,12.000,-0.287,-2.620
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,31.0,88,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,32.0,89,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,33.0,90,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,34.0,91,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,35.0,92,-0.129,-0.285,11.000,-0.271,-0.129
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,36.0,93,-0.475,0.036,12.000,-0.457,-0.475
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,37.0,94,-0.185,-0.190,11.000,-0.280,-0.185
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,38.0,95,-0.281,-0.158,11.000,-0.360,-0.281
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,39.0,96,-0.969,0.251,12.000,-0.843,-0.969
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,40.0,97,-0.296,nan,nan,-,-0.296
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,41.0,98,-0.724,nan,nan,-,-0.724
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,42.0,99,-0.381,-0.277,11.000,-0.520,-0.381
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,43.0,100,-0.365,0.006,12.000,-0.362,-0.365
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,44.0,101,-0.213,-0.155,11.000,-0.290,-0.213
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,45.0,102,-0.349,-0.254,11.000,-0.476,-0.349
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,46.0,103,-1.883,1.243,12.000,-1.262,-0.473
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,47.0,104,-0.438,0.014,12.000,-0.431,-0.438
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,48.0,105,-0.266,-0.142,11.000,-0.337,-0.266
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,49.0,106,-0.854,0.846,12.000,-0.431,-0.854
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,50.0,107,-0.656,0.376,12.000,-0.468,-0.656
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,51.0,108,-0.724,0.322,12.000,-0.563,-0.724
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,52.0,109,-0.673,0.440,12.000,-0.453,-0.673
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,53.0,110,-0.633,0.462,12.000,-0.402,-0.633
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,54.0,111,-0.602,0.432,12.000,-0.386,-0.602
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,55.0,112,-0.426,0.172,12.000,-0.340,-0.426
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,56.0,113,-0.248,-2.479,11.000,-1.487,-0.248
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,57.0,114,-0.560,0.375,12.000,-0.372,-0.560
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,58.0,115,-0.661,0.232,12.000,-0.545,-0.661
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,59.0,116,-0.335,0.148,12.000,-0.261,-0.335
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,60.0,117,-0.590,0.384,12.000,-0.398,-0.590
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,61.0,118,0.258,-0.250,11.000,0.133,0.258
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,62.0,119,-0.456,-0.061,11.000,-0.486,-0.456
2,2021,2021021,1,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,63.0,120,-0.425,nan,nan,-,-0.425
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,1.0,58,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,2.0,59,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,3.0,60,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,4.0,61,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,5.0,62,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,6.0,63,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,7.0,64,-,nan,nan,-,-
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,8.0,65,-1.839,-0.119,11.000,-1.780,-1.839
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,9.0,66,-1.277,0.547,12.000,-1.550,-1.277
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,10.0,67,-1.160,-0.712,11.000,-0.804,-1.160
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,11.0,68,-2.455,0.577,12.000,-2.744,-2.455
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,12.0,69,-2.908,-0.156,11.000,-2.830,-2.908
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,13.0,70,-1.376,-0.773,11.000,-0.990,-1.376
2,2021,2021021,1,Alfa Romeo Racing,99,#900000,12,Antonio Giovinazzi,GIO,14.0,71,-0.246,0.330,12.000,-0.411,-0.246
