SprintIndex,SeasonID,RaceID,EventIndex,Team,Number,Color,DriverID,FullName,Abbreviation,LapNumber,LapNumberFlow,PaceDiff,PaceDiffTeammatesDelta,PaceDiffTeammateBest,PaceDiffTeammatesMean,PaceDiffClear
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,1.0,1,-,nan,nan,-,-
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,2.0,2,-,nan,nan,-,-
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,3.0,3,-,nan,nan,-,-
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,4.0,4,-,nan,nan,-,-
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,5.0,5,-,nan,nan,-,-
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,6.0,6,-0.124,-0.021,11.000,-0.135,-0.124
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,7.0,7,-0.527,0.021,12.000,-0.516,-0.527
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,8.0,8,-0.373,0.043,12.000,-0.351,-0.373
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,9.0,9,-0.286,-0.015,11.000,-0.293,-0.286
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,10.0,10,-0.064,-0.224,11.000,-0.176,-0.064
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,11.0,11,-0.504,0.321,12.000,-0.344,-0.120
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,12.0,12,0.031,nan,nan,-,0.031
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,13.0,13,-,nan,nan,-,-
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,14.0,14,-,nan,nan,-,-
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,15.0,15,0.267,-0.454,11.000,0.040,0.267
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,16.0,16,-0.479,-0.149,11.000,-0.553,0.077
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,17.0,17,-0.227,-0.032,11.000,-0.243,-0.227
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,18.0,18,-0.171,0.012,12.000,-0.165,-0.171
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,19.0,19,-0.506,0.116,12.000,-0.448,-0.506
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,20.0,20,0.055,-0.356,11.000,-0.123,0.055
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,21.0,21,-0.666,0.278,12.000,-0.527,-0.248
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,22.0,22,-0.673,0.129,12.000,-0.609,-0.673
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,23.0,23,-0.304,0.049,12.000,-0.279,-0.304
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,24.0,24,-0.381,-0.339,11.000,-0.550,-0.381
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,25.0,25,-0.492,0.120,12.000,-0.432,-0.492
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,26.0,26,-0.317,-0.066,11.000,-0.350,-0.317
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,27.0,27,0.142,-0.715,11.000,-0.215,0.142
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,28.0,28,0.126,-0.409,11.000,-0.078,0.126
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,29.0,29,-,nan,nan,-,-
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,30.0,30,-,nan,nan,-,-
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,31.0,31,0.089,nan,nan,-,0.089
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,32.0,32,-0.774,1.819,12.000,0.135,-0.452
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,33.0,33,-0.932,-0.151,11.000,-1.008,-0.932
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,34.0,34,-0.138,-0.074,11.000,-0.175,-0.138
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,35.0,35,-0.858,0.681,12.000,-0.517,-0.129
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,36.0,36,-0.335,0.397,12.000,-0.137,-0.335
1,2021,2021011,0,Alfa Romeo Racing,7,#900000,11,Kimi Räikkönen,RAI,37.0,37,-0.141,-0.110,11.000,-0.196,-0.141
