FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Max Verstappen,33,25:38.426,2,1,3
Lewis Hamilton,44,+1.430,1,2,2
Valtteri Bottas,77,+7.502,3,3,1
Charles Leclerc,16,+11.278,4,4,0
Lando Norris,4,+24.111,6,5,0
Daniel Ricciardo,3,+30.959,7,6,0
Fernando Alonso,14,+43.527,11,7,0
Sebastian Vettel,5,+44.439,10,8,0
George Russell,63,+46.652,8,9,0
Esteban Ocon,31,+47.395,13,10,0
Carlos Sainz,55,+47.798,9,11,0
Pierre Gasly,10,+48.763,12,12,0
Kimi Räikkönen,7,+50.677,17,13,0
Lance Stroll,18,+52.179,15,14,0
Antonio Giovinazzi,99,+53.225,14,15,0
Yuki Tsunoda,22,+53.567,16,16,0
Nicholas Latifi,6,+55.162,18,17,0
Mick Schumacher,47,+1:08.213,19,18,0
Nikita Mazepin,9,+1:17.648,20,19,0
Sergio Perez,11,DNF,5,DNF,0
