FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Oscar Piastri,81,1:25:22.601,2,1,25
Lando Norris,4,+3.415,1,2,18
Charles Leclerc,16,+20.185,3,3,15
Max Verstappen,1,+21.731,4,4,12
George Russell,63,+34.863,6,5,10
Alexander Albon,23,+39.926,5,6,8
Lewis Hamilton,44,+40.679,18,7,6
Liam Lawson,30,+52.033,9,8,4
Gabriel Bortoleto,5,+56.434,10,9,2
Pierre Gasly,10,+1:12.714,13,10,1
Oliver Bearman,87,+1:13.145,12,11,0
Nico Hulkenberg,27,+1:13.628,14,12,0
Yuki Tsunoda,22,+1:15.395,7,13,0
Lance Stroll,18,+1:19.831,16,14,0
Esteban Ocon,31,+1:26.063,11,15,0
Kimi Antonelli,12,+1:26.721,19,16,0
Fernando Alonso,14,+1:27.924,20,17,0
Carlos Sainz,55,+1:32.024,17,18,0
Franco Colapinto,43,+1:35.250,15,19,0
Isack Hadjar,6,+1 lap,8,20,0
