FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Max Verstappen,1,26:30.059,1,1,8
Charles Leclerc,16,+1.675,2,2,7
Carlos Sainz,55,+5.644,3,3,6
George Russell,63,+13.429,4,4,5
Sergio Perez,11,+18.302,13,5,4
Esteban Ocon,31,+31.032,5,6,3
Kevin Magnussen,20,+34.539,6,7,2
Lewis Hamilton,44,+35.447,9,8,1
Mick Schumacher,47,+37.163,7,9,0
Valtteri Bottas,77,+37.557,12,10,0
Lando Norris,4,+38.580,15,11,0
Daniel Ricciardo,3,+39.738,16,12,0
Lance Stroll,18,+48.241,17,13,0
Guanyu Zhou,24,+50.753,18,14,0
Pierre Gasly,10,+52.125,10,15,0
Alexander Albon,23,+52.412,11,16,0
Yuki Tsunoda,22,+54.556,14,17,0
Nicholas Latifi,6,+1:08.694,19,18,0
Sebastian Vettel,5,+1 Lap,20,19,0
Fernando Alonso,14,DNS,DNS,DNS,0
