FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Max Verstappen,1,1:45:47.927,2,1,25
Lando Norris,4,+3.879,3,2,18
George Russell,63,+4.317,1,3,15
Lewis Hamilton,44,+4.915,7,4,13
Oscar Piastri,81,+10.199,4,5,10
Fernando Alonso,14,+17.510,6,6,8
Lance Stroll,18,+23.625,9,7,6
Daniel Ricciardo,3,+28.672,5,8,4
Pierre Gasly,10,+30.021,15,9,2
Esteban Ocon,31,+30.313,18,10,1
Nico Hulkenberg,27,+30.824,17,11,0
Kevin Magnussen,20,+31.253,14,12,0
Valtteri Bottas,77,+40.487,PLS,13,0
Yuki Tsunoda,22,+52.694,8,14,0
Guanyu Zhou,24,+1 Lap,PLS,15,0
Carlos Sainz,55,DNF,12,DNF,0
Alexander Albon,23,DNF,10,DNF,0
Sergio Perez,11,DNF,16,DNF,0
Charles Leclerc,16,DNF,11,DNF,0
Logan Sargeant,2,DNF,13,DNF,0
