FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Max Verstappen,1,1:30:58.421,1,1,26
Lando Norris,4,+19.387,3,2,18
Oscar Piastri,81,+36.494,2,3,15
Charles Leclerc,16,+43.998,4,4,12
Lewis Hamilton,44,+49.376,7,5,10
Carlos Sainz,55,+50.221,6,6,8
George Russell,63,+57.659,8,7,6
Fernando Alonso,14,+1:14.725,10,8,4
Esteban Ocon,31,+1:19.678,14,9,2
Pierre Gasly,10,+1:23.155,12,10,1
Liam Lawson,40,+1 Lap,11,11,0
Yuki Tsunoda,22,+1 Lap,9,12,0
Guanyu Zhou,24,+1 Lap,19,13,0
Nico Hulkenberg,27,+1 Lap,18,14,0
Kevin Magnussen,20,+1 Lap,15,15,0
Alexander Albon,23,DNF,13,DNF,0
Logan Sargeant,2,DNF,PLS,DNF,0
Lance Stroll,18,DNF,17,DNF,0
Sergio Perez,11,DNF,5,DNF,0
Valtteri Bottas,77,DNF,16,DNF,0
