FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Max Verstappen,1,31:30.849,1,1,8
Lewis Hamilton,44,+9.465,3,2,7
Charles Leclerc,16,+17.987,2,3,6
Lando Norris,4,+18.863,4,4,5
Sergio Perez,11,+22.928,7,5,4
Carlos Sainz,55,+28.307,6,6,3
Pierre Gasly,10,+32.403,9,7,2
George Russell,63,+34.250,11,8,1
Alexander Albon,23,+34.567,8,9,0
Oscar Piastri,81,+42.403,5,10,0
Esteban Ocon,31,+44.986,13,11,0
Daniel Ricciardo,3,+45.509,10,12,0
Fernando Alonso,14,+49.086,12,13,0
Yuki Tsunoda,22,+49.733,19,14,0
Nico Hulkenberg,27,+56.650,16,15,0
Valtteri Bottas,77,+1:04.401,18,16,0
Guanyu Zhou,24,+1:07.972,15,17,0
Kevin Magnussen,20,+1:11.122,17,18,0
Logan Sargeant,2,+1:11.449,20,19,0
Lance Stroll,18,DNF,14,DNF,0
