FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Max Verstappen,1,1:31:05.323,2,1,25
Charles Leclerc,16,+6.031,5,2,18
Oscar Piastri,81,+6.819,4,3,15
George Russell,63,+14.104,1,4,12
Pierre Gasly,10,+16.782,11,5,10
Carlos Sainz,55,+17.476,7,6,8
Fernando Alonso,14,+19.867,8,7,6
Guanyu Zhou,24,+25.360,12,8,4
Kevin Magnussen,20,+32.177,10,9,2
Lando Norris,4,+35.762,3,10,2
Valtteri Bottas,77,+50.243,13,11,0
Lewis Hamilton,44,+56.122,6,12,0
Yuki Tsunoda,22,+1:01.100,14,13,0
Liam Lawson,30,+1:02.656,17,14,0
Alexander Albon,23,+1 Lap,16,15,0
Nico Hulkenberg,27,DNF,18,DNF,0
Sergio Perez,11,DNF,9,DNF,0
Lance Stroll,18,DNF,15,DNF,0
Franco Colapinto,43,DNF,19,DNF,0
Esteban Ocon,31,DNF,20,DNF,0
