FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Oscar Piastri,81,27:03.010,3,1,8
Lando Norris,4,+0.136,1,2,7
George Russell,63,+0.410,2,3,6
Carlos Sainz,55,+1.326,4,4,5
Charles Leclerc,16,+5.073,5,5,4
Lewis Hamilton,44,+5.650,7,6,3
Nico Hulkenberg,27,+8.508,9,7,2
Max Verstappen,1,+10.368,6,8,1
Pierre Gasly,10,+14.513,8,9,0
Kevin Magnussen,20,+15.485,15,10,0
Fernando Alonso,14,+19.204,11,11,0
Valtteri Bottas,77,+23.351,13,12,0
Lance Stroll,18,+24.421,14,13,0
Esteban Ocon,31,+30.379,17,14,0
Alexander Albon,23,+33.062,12,15,0
Liam Lawson,30,+34.356,10,16,0
Yuki Tsunoda,22,+35.102,16,17,0
Franco Colapinto,43,+35.639,PLS,18,0
Guanyu Zhou,24,+1:11.436,18,19,0
Sergio Perez,11,+1:14.371,PLS,20,0
