FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Max Verstappen,1,1:36:42.773,1,1,26
George Russell,63,+4.071,6,2,18
Charles Leclerc,16,+10.929,2,3,15
Lewis Hamilton,44,+13.016,4,4,12
Sergio Perez,11,+18.168,5,5,10
Fernando Alonso,14,+18.754,13,6,8
Lando Norris,4,+19.306,7,7,6
Carlos Sainz,55,+20.916,3,8,4
Esteban Ocon,31,+21.117,12,9,2
Lance Stroll,18,+22.459,10,10,1
Pierre Gasly,10,+27.009,11,11,0
Alexander Albon,23,+30.390,15,12,0
Mick Schumacher,47,+32.995,8,13,0
Sebastian Vettel,5,+36.007,19,14,0
Kevin Magnussen,20,+36.869,18,15,0
Guanyu Zhou,24,+37.320,14,16,0
Daniel Ricciardo,3,+37.764,17,17,0
Nicholas Latifi,6,+1 Lap,20,18,0
Valtteri Bottas,77,DNF,16,DNF,0
Yuki Tsunoda,22,DNF,9,DNF,0
