FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Max Verstappen,33,3:27.071,1,nan,12.5
George Russell,63,+1.995,2,nan,9
Lewis Hamilton,44,+2.601,3,nan,7.5
Daniel Ricciardo,3,+4.496,4,nan,6
Sebastian Vettel,5,+7.479,5,nan,5
Pierre Gasly,10,+10.177,6,nan,4
Esteban Ocon,31,+11.579,8,nan,3
Charles Leclerc,16,+12.608,9,nan,2
Nicholas Latifi,6,+15.485,10,nan,1
Carlos Sainz,55,+16.166,11,nan,0.5
Fernando Alonso,14,+20.590,12,nan,0
Valtteri Bottas,77,+22.414,13,nan,0
Antonio Giovinazzi,99,+24.163,14,nan,0
Lando Norris,4,+27.110,15,nan,0
Yuki Tsunoda,22,+28.329,16,nan,0
Mick Schumacher,47,+29.507,17,nan,0
Nikita Mazepin,9,+31.993,18,nan,0
Kimi Räikkönen,7,+36.054,PLS,nan,0
Sergio Perez,11,+38.205,PLS,nan,0
Lance Stroll,18,+44.108,19,nan,0
