FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
George Russell,63,1:31:52.688,1,1,25
Max Verstappen,1,+0.228,2,2,18
Kimi Antonelli,12,+1.014,4,3,15
Oscar Piastri,81,+2.109,3,4,12
Charles Leclerc,16,+3.442,8,5,10
Lewis Hamilton,44,+10.713,5,6,8
Fernando Alonso,14,+10.972,6,7,6
Nico Hulkenberg,27,+15.364,11,8,4
Esteban Ocon,31,+1 lap,14,9,2
Carlos Sainz,55,+1 lap,16,10,1
Oliver Bearman,87,+1 lap,13,11,0
Yuki Tsunoda,22,+1 lap,18,12,0
Franco Colapinto,43,+1 lap,10,13,0
Gabriel Bortoleto,5,+1 lap,15,14,0
Pierre Gasly,10,+1 lap,20,15,0
Isack Hadjar,6,+1 lap,12,16,0
Lance Stroll,18,+1 lap,17,17,0
Lando Norris,4,+1 Lap,7,18,0
Liam Lawson,30,DNF,19,DNF,0
Alexander Albon,23,DNF,9,DNF,0
