FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Max Verstappen,1,1:31:33.199,2,1,25
Lando Norris,4,+6.109,4,2,18
Oscar Piastri,81,+12.956,1,3,15
Lewis Hamilton,44,+14.356,12,4,12
Alexander Albon,23,+17.945,7,5,10
Charles Leclerc,16,+20.774,11,6,8
George Russell,63,+22.034,3,7,6
Carlos Sainz,55,+22.898,6,8,4
Isack Hadjar,6,+23.586,9,9,2
Yuki Tsunoda,22,+26.446,20,10,1
Fernando Alonso,14,+27.250,5,11,0
Nico Hulkenberg,27,+30.296,17,12,0
Pierre Gasly,10,+31.424,10,13,0
Liam Lawson,30,+32.511,15,14,0
Lance Stroll,18,+32.993,8,15,0
Franco Colapinto,43,+33.411,16,16,0
Oliver Bearman,87,+33.808,19,17,0
Gabriel Bortoleto,5,+38.572,14,18,0
Kimi Antonelli,12,DNF,13,DNF,0
Esteban Ocon,31,DNF,18,DNF,0
