FullName,Number,Time,GridPosition,ClassifiedPosition,PointsOfficial
Daniel Ricciardo,3,1:21:54.365,2,1,26
Lando Norris,4,+1.747,3,2,18
Valtteri Bottas,77,+4.921,19,3,15
Charles Leclerc,16,+7.309,5,4,12
Sergio Perez,11,+8.723,8,5,10
Carlos Sainz,55,+10.535,6,6,8
Lance Stroll,18,+15.804,9,7,6
Fernando Alonso,14,+17.201,10,8,4
George Russell,63,+19.742,14,9,2
Esteban Ocon,31,+20.868,12,10,1
Nicholas Latifi,6,+23.743,13,11,0
Sebastian Vettel,5,+24.621,11,12,0
Antonio Giovinazzi,99,+27.216,7,13,0
Robert Kubica,88,+29.769,17,14,0
Mick Schumacher,47,+51.088,18,15,0
Nikita Mazepin,9,DNF,16,DNF,0
Lewis Hamilton,44,DNF,4,DNF,0
Max Verstappen,33,DNF,1,DNF,0
Pierre Gasly,10,DNF,PLS,DNF,0
Yuki Tsunoda,22,DNS,DNS,DNS,0
