SprintIndex,SeasonID,RaceID,LapNumber,LapNumberFlow,Team,1_Laptime,14_Laptime,1_PaceDiff,14_PaceDiff,1_PaceDiffClear,14_PaceDiffClear,PaceMarker,PaceDiffTeammateDelta,PaceDiffTeammateBetter,PaceDiffClearTeammateDelta,PaceDiffClearTeammateBetter,PaceDiffTeammateMean,PaceDiffTeammateMeanInt,PaceDiffClearTeammateMean,PaceDiffClearTeammateMeanInt
0,2022,2022040,1.0,1,Mercedes,,,,,,,,-,-,-,,-,,-,
0,2022,2022040,2.0,2,Mercedes,,,,,,,,-,-,-,,-,,-,
0,2022,2022040,3.0,3,Mercedes,,,,,,,,-,-,-,,-,,-,
0,2022,2022040,4.0,4,Mercedes,,,,,,,,-,-,-,,-,,-,
0,2022,2022040,5.0,5,Mercedes,,,,,,,,-,-,-,,-,,-,
0,2022,2022040,6.0,6,Mercedes,82.281,81.691,0.896,0.306,0.896,0.306,81.385,-0.590,14.0,-0.590,14,0.601,0.601,0.601,0.601
0,2022,2022040,7.0,7,Mercedes,81.648,81.428,0.539,0.319,0.539,0.319,81.162,-0.220,14.0,-0.220,14,0.429,0.42900000000000005,0.429,0.42900000000000005
0,2022,2022040,8.0,8,Mercedes,80.799,81.186,-0.021,0.366,-0.021,0.366,80.908,0.387,1.0,0.387,1,0.172,0.1725,0.172,0.1725
0,2022,2022040,9.0,9,Mercedes,80.663,81.242,-0.122,0.457,-0.122,0.457,80.869,0.579,1.0,0.579,1,0.168,0.1675,0.168,0.1675
0,2022,2022040,10.0,10,Mercedes,81.565,81.637,0.745,0.817,0.098,0.416,80.917,0.072,1.0,0.318,1,0.781,0.7809999999999999,0.257,0.257
0,2022,2022040,11.0,11,Mercedes,81.174,81.231,0.466,0.523,0.466,0.523,80.877,0.057,1.0,0.057,1,0.495,0.49450000000000005,0.495,0.49450000000000005
0,2022,2022040,12.0,12,Mercedes,81.124,81.38,0.39,0.646,0.39,0.646,80.79,0.256,1.0,0.256,1,0.518,0.518,0.518,0.518
0,2022,2022040,13.0,13,Mercedes,81.69,81.149,0.941,0.4,0.941,0.4,80.799,-0.541,14.0,-0.541,14,0.670,0.6705,0.670,0.6705
0,2022,2022040,14.0,14,Mercedes,80.905,81.017,0.326,0.438,0.326,0.438,80.608,0.112,1.0,0.112,1,0.382,0.382,0.382,0.382
0,2022,2022040,15.0,15,Mercedes,81.004,81.393,0.184,0.573,0.184,0.573,80.9,0.389,1.0,0.389,1,0.378,0.37849999999999995,0.378,0.37849999999999995
0,2022,2022040,16.0,16,Mercedes,82.018,81.744,1.131,0.857,0.161,0.857,81.003,-0.274,14.0,0.696,1,0.994,0.994,0.509,0.509
0,2022,2022040,17.0,17,Mercedes,81.093,81.091,0.296,0.294,0.296,0.294,80.854,-0.002,14.0,-0.002,14,0.295,0.295,0.295,0.295
0,2022,2022040,18.0,18,Mercedes,81.372,81.516,0.37,0.514,0.37,-0.079,81.082,0.144,1.0,-0.449,14,0.442,0.442,0.145,0.1455
0,2022,2022040,19.0,19,Mercedes,82.007,80.756,0.788,-0.463,0.788,-0.463,81.503,-1.251,14.0,-1.251,14,0.163,0.1625,0.163,0.1625
0,2022,2022040,20.0,20,Mercedes,82.297,80.817,0.936,-0.544,0.936,-0.544,81.429,-1.480,14.0,-1.480,14,0.196,0.196,0.196,0.196
0,2022,2022040,21.0,21,Mercedes,82.153,80.779,0.707,-0.667,0.707,-0.667,81.446,-1.374,14.0,-1.374,14,0.020,0.019999999999999962,0.020,0.019999999999999962
0,2022,2022110,1.0,22,Mercedes,,,,,,,,-,-,-,,-,,-,
0,2022,2022110,2.0,23,Mercedes,,,,,,,,-,-,-,,-,,-,
0,2022,2022110,3.0,24,Mercedes,70.425,69.136,0.149,-1.14,0.149,-1.14,70.276,-1.289,14.0,-1.289,14,-0.495,-0.49549999999999994,-0.495,-0.49549999999999994
0,2022,2022110,4.0,25,Mercedes,69.734,68.979,0.014,-0.741,0.014,-0.741,69.764,-0.755,14.0,-0.755,14,-0.363,-0.3635,-0.363,-0.3635
0,2022,2022110,5.0,26,Mercedes,69.549,69.32,-0.318,-0.547,-0.318,-0.738,69.988,-0.229,14.0,-0.420,14,-0.432,-0.4325,-0.528,-0.528
0,2022,2022110,6.0,27,Mercedes,69.571,69.278,-0.422,-0.715,-0.422,-0.715,70.176,-0.293,14.0,-0.293,14,-0.569,-0.5685,-0.569,-0.5685
0,2022,2022110,7.0,28,Mercedes,69.516,69.237,-0.539,-0.818,-0.539,-0.818,70.154,-0.279,14.0,-0.279,14,-0.678,-0.6785,-0.678,-0.6785
0,2022,2022110,8.0,29,Mercedes,69.911,69.347,-0.316,-0.88,-0.316,-0.88,70.323,-0.564,14.0,-0.564,14,-0.598,-0.598,-0.598,-0.598
0,2022,2022110,9.0,30,Mercedes,69.934,69.461,-0.411,-0.884,-0.411,-0.884,70.453,-0.473,14.0,-0.473,14,-0.647,-0.6475,-0.647,-0.6475
0,2022,2022110,10.0,31,Mercedes,69.808,69.676,-0.571,-0.703,-0.571,-0.703,71.955,-0.132,14.0,-0.132,14,-0.637,-0.637,-0.637,-0.637
0,2022,2022110,11.0,32,Mercedes,69.931,69.676,-0.32,-0.575,-0.32,-0.575,70.251,-0.255,14.0,-0.255,14,-0.448,-0.4475,-0.448,-0.4475
0,2022,2022110,12.0,33,Mercedes,70.687,69.719,0.452,-0.516,0.452,-0.516,70.335,-0.968,14.0,-0.968,14,-0.032,-0.032,-0.032,-0.032
0,2022,2022110,13.0,34,Mercedes,70.848,69.686,0.599,-0.563,0.599,-0.563,70.249,-1.162,14.0,-1.162,14,0.018,0.018000000000000016,0.018,0.018000000000000016
0,2022,2022110,14.0,35,Mercedes,70.836,69.533,0.53,-0.773,0.53,-0.773,70.317,-1.303,14.0,-1.303,14,-0.121,-0.1215,-0.121,-0.1215
0,2022,2022110,15.0,36,Mercedes,70.617,69.48,0.326,-0.811,0.326,-0.811,70.35,-1.137,14.0,-1.137,14,-0.243,-0.24250000000000002,-0.243,-0.24250000000000002
0,2022,2022110,16.0,37,Mercedes,70.522,69.47,0.302,-0.75,0.302,-0.75,70.3,-1.052,14.0,-1.052,14,-0.224,-0.224,-0.224,-0.224
0,2022,2022110,17.0,38,Mercedes,70.642,69.446,0.303,-0.893,0.303,-0.893,70.387,-1.196,14.0,-1.196,14,-0.295,-0.29500000000000004,-0.295,-0.29500000000000004
0,2022,2022110,18.0,39,Mercedes,70.714,69.49,0.313,-0.911,0.313,-0.911,70.415,-1.224,14.0,-1.224,14,-0.299,-0.29900000000000004,-0.299,-0.29900000000000004
0,2022,2022110,19.0,40,Mercedes,71.433,69.725,0.941,-0.767,0.338,-0.941,70.798,-1.708,14.0,-1.279,14,0.087,0.08699999999999997,-0.301,-0.3015
0,2022,2022110,20.0,41,Mercedes,70.946,69.612,0.372,-0.962,0.372,-0.962,70.574,-1.334,14.0,-1.334,14,-0.295,-0.295,-0.295,-0.295
0,2022,2022110,21.0,42,Mercedes,70.496,69.786,0.061,-0.649,0.061,-0.754,70.561,-0.710,14.0,-0.815,14,-0.294,-0.29400000000000004,-0.347,-0.34650000000000003
0,2022,2022110,22.0,43,Mercedes,70.021,69.75,-0.412,-0.683,-0.412,-0.683,70.505,-0.271,14.0,-0.271,14,-0.547,-0.5475,-0.547,-0.5475
0,2022,2022110,23.0,44,Mercedes,70.435,69.588,-0.132,-0.979,-0.132,-0.979,70.567,-0.847,14.0,-0.847,14,-0.555,-0.5555,-0.555,-0.5555
0,2022,2022210,1.0,45,Mercedes,,,,,,,,-,-,-,,-,,-,
0,2022,2022210,2.0,46,Mercedes,,,,,,,,-,-,-,,-,,-,
0,2022,2022210,3.0,47,Mercedes,74.317,75.078,-1.756,-0.995,-1.756,-0.995,76.073,0.761,1.0,0.761,1,-1.375,-1.3755,-1.375,-1.3755
0,2022,2022210,4.0,48,Mercedes,74.893,74.233,-0.652,-1.312,-0.652,-1.312,75.597,-0.660,14.0,-0.660,14,-0.982,-0.982,-0.982,-0.982
0,2022,2022210,5.0,49,Mercedes,74.898,74.534,-0.723,-1.087,-0.723,-1.087,75.732,-0.364,14.0,-0.364,14,-0.905,-0.905,-0.905,-0.905
0,2022,2022210,6.0,50,Mercedes,75.115,74.645,-0.764,-1.234,-0.764,-1.234,76.097,-0.470,14.0,-0.470,14,-0.999,-0.999,-0.999,-0.999
0,2022,2022210,7.0,51,Mercedes,75.032,74.81,-1.011,-1.233,-1.011,-1.233,76.097,-0.222,14.0,-0.222,14,-1.122,-1.1219999999999999,-1.122,-1.1219999999999999
0,2022,2022210,8.0,52,Mercedes,75.06,75.24,-1.029,-0.849,-1.029,-1.094,76.199,0.180,1.0,-0.065,14,-0.939,-0.939,-1.062,-1.0615
0,2022,2022210,9.0,53,Mercedes,74.856,75.18,-1.341,-1.017,-1.341,-1.017,76.252,0.324,1.0,0.324,1,-1.179,-1.1789999999999998,-1.179,-1.1789999999999998
0,2022,2022210,10.0,54,Mercedes,74.956,74.725,-1.251,-1.482,-1.251,-1.482,76.244,-0.231,14.0,-0.231,14,-1.366,-1.3664999999999998,-1.366,-1.3664999999999998
0,2022,2022210,11.0,55,Mercedes,75.08,74.968,-1.209,-1.321,-1.209,-1.321,76.303,-0.112,14.0,-0.112,14,-1.265,-1.2650000000000001,-1.265,-1.2650000000000001
0,2022,2022210,12.0,56,Mercedes,75.156,76.334,-1.359,-0.181,-1.359,-0.181,76.56,1.178,1.0,1.178,1,-0.770,-0.77,-0.770,-0.77
0,2022,2022210,13.0,57,Mercedes,75.674,76.903,-0.927,0.302,-1.192,-0.65,76.904,1.229,1.0,0.542,1,-0.312,-0.3125,-0.921,-0.921
0,2022,2022210,14.0,58,Mercedes,75.661,75.567,-1.019,-1.113,-1.019,-1.113,76.719,-0.094,14.0,-0.094,14,-1.066,-1.0659999999999998,-1.066,-1.0659999999999998
0,2022,2022210,15.0,59,Mercedes,75.914,75.254,-0.588,-1.248,-0.588,-1.248,76.665,-0.660,14.0,-0.660,14,-0.918,-0.9179999999999999,-0.918,-0.9179999999999999
0,2022,2022210,16.0,60,Mercedes,76.296,75.325,-0.275,-1.246,-0.609,-1.246,76.674,-0.971,14.0,-0.637,14,-0.760,-0.7605,-0.927,-0.9275
0,2022,2022210,17.0,61,Mercedes,76.011,75.614,-0.578,-0.975,-0.578,-0.975,76.611,-0.397,14.0,-0.397,14,-0.776,-0.7765,-0.776,-0.7765
0,2022,2022210,18.0,62,Mercedes,75.603,75.616,-0.903,-0.89,-0.903,-0.89,76.506,0.013,1.0,0.013,1,-0.897,-0.8965000000000001,-0.897,-0.8965000000000001
0,2022,2022210,19.0,63,Mercedes,76.792,75.296,0.241,-1.255,-0.891,-1.255,76.726,-1.496,14.0,-0.364,14,-0.507,-0.5069999999999999,-1.073,-1.073
