SprintIndex,SeasonID,RaceID,EventIndex,Team,DriverID,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SafetyCarLeave,SafetyCarEnter,VirtualSafetyCarLeave,VirtualSafetyCarEnter,Overtakes,Position
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,4,1.0,0,0,0.212,0,0,0,0,,14
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,5,1.0,0,0,0.212,0,0,0,0,0.0,14
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,3.0,3,100.732,100.732,0,0,-,-,-0.469,0.548,-0.195,23.0,-0.469,0.548,-0.195,23.0,0.079,S,#CD3C3C,6,1.0,0,0,0.212,0,0,0,0,0.0,14
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,4.0,4,101.127,101.127,0,0,100.929,0.395,-0.856,0.734,-0.489,23.0,-0.856,0.734,-0.489,23.0,-0.122,S,#CD3C3C,7,1.0,0,0,0.212,0,0,0,0,0.0,14
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,5.0,5,101.817,101.065,1,0,101.096,0.690,-1.377,0.243,-1.256,23.0,-0.625,0.138,-0.556,23.0,-1.134,S,#CD3C3C,8,1.0,0,0,0.212,0,0,0,0,0.0,14
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,6.0,6,101.003,101.003,0,0,101.034,0.814,-0.324,-0.458,-0.553,3.0,-0.324,-0.458,-0.553,3.0,-0.782,S,#CD3C3C,9,1.0,0,0,0.212,0,0,0,0,1.0,13
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,7.0,7,101.287,101.287,0,0,101.145,0.284,-0.524,0.667,-0.191,23.0,-0.524,0.667,-0.191,23.0,0.143,S,#CD3C3C,10,1.0,0,0,0.212,0,0,0,0,0.0,13
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,8.0,8,101.606,101.606,0,0,101.446,0.319,-0.702,-0.504,-0.954,3.0,-0.702,-0.504,-0.954,3.0,-1.206,S,#CD3C3C,11,1.0,0,1,0.212,0,0,0,0,1.0,12
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,9.0,9,100.586,100.586,0,0,101.096,1.020,0.495,-1.672,-0.341,3.0,0.495,-1.672,-0.341,3.0,-1.177,S,#CD3C3C,12,1.0,0,0,0.212,0,0,0,0,0.0,12
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,10.0,10,100.788,100.788,0,0,100.687,0.202,0.514,-0.551,0.238,3.0,0.514,-0.551,0.238,3.0,-0.037,S,#CD3C3C,13,1.0,0,0,0.212,0,0,0,0,0.0,12
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,11.0,11,101.075,101.075,0,0,100.932,0.287,0.277,0.018,0.286,23.0,0.277,0.018,0.286,23.0,0.295,S,#CD3C3C,14,1.0,0,0,0.212,0,0,0,0,0.0,12
2,2022,2022011,0,Alfa Romeo,3,BOT,Valtteri Bottas,77,#B12039,12.0,12,101.073,101.073,0,0,101.074,0.002,0.159,-0.208,0.055,3.0,0.159,-0.208,0.055,3.0,-0.049,S,#CD3C3C,15,1.0,0,0,0.212,0,0,0,0,0.0,10
