SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,1,1.0,0,0,0.116,0,1,0,0,,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,2,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,3.0,3,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,3,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,4.0,4,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,4,1.0,0,0,0.116,1,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,5.0,5,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,5,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,6.0,6,79.396,79.396,0,0,-,-,1.989,1.307,1.335,2,1.989,1.307,1.335,2,0.682,S,#CD3C3C,6,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,7.0,7,79.486,79.486,0,0,79.441,0.090,1.623,1.240,1.003,2,1.623,1.240,1.003,2,0.383,S,#CD3C3C,7,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,8.0,8,79.375,79.375,0,0,79.43,0.111,1.445,-0.168,1.529,5,1.445,-0.168,1.529,5,1.613,S,#CD3C3C,8,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,9.0,9,79.289,79.289,0,0,79.332,0.086,1.496,0.102,1.445,2,1.496,0.102,1.445,2,1.394,S,#CD3C3C,9,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,10.0,10,79.245,79.245,0,0,79.267,0.044,1.575,0.462,1.344,2,1.575,-0.009,1.579,5,1.113,S,#CD3C3C,10,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,11.0,11,79.238,79.238,0,0,79.242,0.007,1.47,-0.157,1.548,5,1.470,-0.157,1.548,5,1.627,S,#CD3C3C,11,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,12.0,12,79.263,79.263,0,0,79.25,0.025,1.471,0.103,1.420,2,1.471,-0.153,1.548,5,1.368,S,#CD3C3C,12,1.0,0,0,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,13.0,13,79.297,79.297,0,0,79.28,0.034,1.453,-0.159,1.533,5,1.453,-0.159,1.533,5,1.612,S,#CD3C3C,13,1.0,0,1,0.116,0,0,0,0,0.0,2
0,2022,2022040,3,14,2,2-14,VER,Max Verstappen,1,#405585,14.0,14,79.154,79.154,0,0,79.226,0.143,1.425,-0.142,1.496,5,1.425,-0.142,1.496,5,1.567,S,#CD3C3C,14,1.0,0,0,0.116,0,0,0,0,0.0,2
