SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,1,1.0,0,0,0.272,0,0,0,0,,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,2,1.0,0,0,0.272,0,0,0,0,-1.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,3.0,3,101.668,101.668,0,0,-,-,-1.406,1.005,-0.903,24,-1.406,1.005,-0.903,24,-0.401,S,#CD3C3C,3,1.0,0,0,0.272,0,0,0,0,0.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,4.0,4,101.947,101.947,0,0,101.808,0.279,-1.676,0.821,-1.265,24,-1.676,0.821,-1.265,24,-0.855,S,#CD3C3C,4,1.0,0,0,0.272,0,0,0,0,0.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,5.0,5,101.678,101.678,0,0,101.812,0.269,-1.238,-0.625,-1.550,18,-1.238,0.261,-1.107,24,-1.863,S,#CD3C3C,5,1.0,0,0,0.272,0,0,0,0,0.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,6.0,6,102.945,101.872,1,0,101.775,1.267,-2.266,1.237,-1.647,24,-1.193,0.164,-1.111,24,-1.029,S,#CD3C3C,6,1.0,0,0,0.272,0,0,0,0,-1.0,20
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,7.0,7,102.065,102.065,0,0,101.968,0.880,-1.302,0.504,-1.050,24,-1.302,0.504,-1.050,24,-0.798,S,#CD3C3C,7,1.0,0,0,0.272,0,0,0,0,1.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,8.0,8,101.931,101.931,0,0,101.998,0.134,-1.027,-1.166,-1.610,18,-1.027,0.076,-0.989,24,-2.193,S,#CD3C3C,8,1.0,0,1,0.272,0,0,0,0,0.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,9.0,9,102.473,102.473,0,0,102.202,0.542,-1.392,0.324,-1.230,24,-1.392,0.324,-1.230,24,-1.068,S,#CD3C3C,9,1.0,0,0,0.272,0,0,0,0,0.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,10.0,10,102.678,102.678,0,0,102.576,0.205,-1.376,-0.822,-1.787,18,-1.376,0.309,-1.221,24,-2.198,S,#CD3C3C,10,1.0,0,0,0.272,0,0,0,0,0.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,11.0,11,102.822,102.822,0,0,102.75,0.144,-1.47,0.234,-1.353,24,-1.470,0.234,-1.353,24,-1.236,S,#CD3C3C,11,1.0,0,0,0.272,0,0,0,0,0.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,12.0,12,103.492,103.091,1,0,102.956,0.670,-2.26,0.987,-1.766,24,-1.859,0.586,-1.566,24,-1.273,S,#CD3C3C,12,1.0,0,0,0.272,0,0,0,0,-1.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,13.0,13,103.36,103.36,0,0,103.226,0.132,-2.397,-,-,-,-2.397,-,-,-,,S,#CD3C3C,13,1.0,0,0,0.272,0,0,0,0,-1.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,14.0,14,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,14,1.0,1,0,0.272,0,0,0,0,0.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,15.0,15,-,-,0,1,-,-,-,-,-,-,-,-,-,-,1.425,S,#CD3C3C,1,2.0,0,0,0.299,0,0,0,0,0.0,20
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,16.0,16,99.239,99.239,0,0,-,-,0.83,-0.925,0.367,18,0.830,-0.925,0.367,18,-0.095,S,#CD3C3C,2,2.0,0,0,0.299,0,0,0,0,0.0,20
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,17.0,17,99.655,99.655,0,0,99.447,0.416,-0.316,-0.609,-0.621,18,-0.316,-0.609,-0.621,18,-0.925,S,#CD3C3C,3,2.0,0,0,0.299,0,0,0,0,0.0,20
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,18.0,18,100.272,99.95,1,0,99.803,0.617,-1.181,0.047,-1.157,24,-0.859,-0.275,-0.997,18,-1.134,S,#CD3C3C,4,2.0,0,0,0.299,0,0,0,0,0.0,19
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,19.0,19,100.245,100.245,0,0,100.098,0.027,-1.319,-0.555,-1.597,18,-1.319,0.013,-1.312,24,-1.874,S,#CD3C3C,5,2.0,0,0,0.299,0,0,0,0,0.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,20.0,20,100.489,100.489,0,0,100.367,0.244,-1.467,0.250,-1.342,24,-1.467,0.250,-1.342,24,-1.217,S,#CD3C3C,6,2.0,0,0,0.299,0,0,0,0,0.0,17
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,21.0,21,101.735,100.762,1,0,100.626,1.246,-2.549,0.554,-2.272,24,-1.577,0.235,-1.460,24,-1.995,S,#CD3C3C,7,2.0,0,0,0.299,0,0,0,0,-1.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,22.0,22,101.036,101.036,0,0,100.899,0.699,-1.648,0.220,-1.538,24,-1.648,0.220,-1.538,24,-1.428,S,#CD3C3C,8,2.0,0,0,0.299,0,0,0,0,0.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,23.0,23,101.284,101.284,0,0,101.16,0.248,-1.829,0.548,-1.555,24,-1.829,0.548,-1.555,24,-1.281,S,#CD3C3C,9,2.0,0,1,0.299,0,0,0,0,0.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,24.0,24,101.118,101.118,0,0,101.201,0.166,-1.643,0.449,-1.419,24,-1.643,0.449,-1.419,24,-1.194,S,#CD3C3C,10,2.0,0,0,0.299,0,0,0,0,0.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,25.0,25,101.031,101.031,0,0,101.074,0.087,-1.46,-0.001,-1.460,18,-1.460,-0.001,-1.460,18,-1.461,S,#CD3C3C,11,2.0,0,0,0.299,0,0,0,0,0.0,17
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,26.0,26,101.161,101.161,0,0,101.096,0.130,-1.52,-0.467,-1.754,18,-1.520,-0.467,-1.754,18,-1.987,S,#CD3C3C,12,2.0,0,0,0.299,0,0,0,0,0.0,17
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,27.0,27,101.182,101.182,0,0,101.172,0.021,-1.485,-0.871,-1.921,18,-1.485,-0.310,-1.640,18,-2.356,S,#CD3C3C,13,2.0,0,0,0.299,0,0,0,0,0.0,17
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,28.0,28,102.81,101.877,1,0,101.53,1.628,-2.965,1.455,-2.237,24,-2.032,0.522,-1.771,24,-1.51,S,#CD3C3C,14,2.0,0,0,0.299,0,0,0,0,-1.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,29.0,29,102.572,102.572,0,0,102.224,0.238,-2.688,1.067,-2.155,24,-2.688,1.067,-2.155,24,-1.621,S,#CD3C3C,15,2.0,0,0,0.299,0,0,0,0,0.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,30.0,30,102.106,102.106,0,0,102.339,0.466,-2.276,1.086,-1.733,24,-2.276,1.086,-1.733,24,-1.19,S,#CD3C3C,16,2.0,0,0,0.299,0,0,0,0,0.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,31.0,31,101.888,101.888,0,0,101.997,0.218,-2.036,0.658,-1.707,24,-2.036,0.658,-1.707,24,-1.378,S,#CD3C3C,17,2.0,0,0,0.299,0,0,0,0,0.0,18
2,2022,2022011,0,18,18,18-18,LAT,Nicholas Latifi,6,#3C95C9,32.0,32,-,-,0,1,-,-,-,-,-,-,-,-,-,-,-1.818,S,#CD3C3C,18,2.0,1,0,0.299,0,0,0,0,0.0,20
