SeasonID,RaceID,SprintIndex,Team,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter
2021,2021011,1,Williams,-1.2945402298850577,-1.2017471264367816,-1.367578947368421,-1.2675394736842105,1.3026866383881228,1.2515068928950162,14.0,14.0,14.0,-0.6806304347826087
2021,2021021,1,Williams,,,,,,,,,,
2021,2021031,1,Williams,-1.4442432432432433,-1.2706486486486486,-1.446132075471698,-1.2723490566037736,0.4581857142857142,0.4174870129870129,14.0,14.0,14.0,-1.2172142857142858
2021,2021041,1,Williams,-1.0186428571428572,-0.9135,-1.0177592592592593,-0.9087222222222222,-0.2759221690590112,-0.2530985645933015,14.0,14.0,18.0,-0.8782181818181817
2021,2021051,1,Williams,-0.6619657534246576,-0.4834383561643835,-0.647669014084507,-0.492556338028169,0.013082191780822,-0.0935616438356164,14.0,18.0,18.0,-0.6554246575342466
2021,2021061,1,Williams,-0.8928194444444445,-0.8603888888888889,-0.8899571428571428,-0.8566,0.2281938223938223,0.2352586872586871,14.0,14.0,14.0,-0.7818918918918919
2021,2021071,1,Williams,-0.6702395833333333,-0.5754166666666667,-0.6823297872340425,-0.5854893617021276,-0.2943125,-0.3134999999999999,14.0,14.0,14.0,-0.5230833333333333
2021,2021081,1,Williams,-0.6549468085106382,-0.5097234042553191,-0.3449,-0.2326833333333333,0.6536135416666667,0.4700833333333334,18.0,18.0,14.0,-0.2099333333333333
2021,2021091,1,Williams,-0.4970390625,-0.434921875,-0.5091612903225806,-0.4450403225806452,-0.338515625,-0.38525,14.0,14.0,14.0,-0.32778125
2021,2021101,1,Williams,-0.4350108695652174,-0.3692717391304347,-0.4369222222222222,-0.3697222222222222,0.0796739130434782,0.0738043478260869,18.0,14.0,18.0,-0.3951739130434782
2021,2021111,1,Williams,-0.5219140625,-0.468359375,-0.5148467741935484,-0.4629758064516129,0.009296875,-0.0140937499999999,18.0,18.0,14.0,-0.5172656250000001
2021,2021121,1,Williams,,,,,,,,,,
2021,2021131,1,Williams,-0.9746434108527132,-0.819124031007752,-0.9531147540983608,-0.788672131147541,0.6151709956709958,0.4406356421356422,14.0,14.0,14.0,-0.6599047619047618
2021,2021141,1,Williams,-0.2859411764705882,-0.2381882352941176,-0.2875853658536585,-0.2380853658536585,0.093500554323725,0.0570726164079822,14.0,14.0,14.0,-0.240840909090909
2021,2021151,1,Williams,-0.5151011235955056,-0.4539213483146067,-0.3885357142857143,-0.3237142857142857,0.0542497467071935,0.0761818642350558,18.0,18.0,18.0,-0.4864523809523809
2021,2021161,1,Williams,-0.5924811320754717,-0.5008207547169811,-0.584125,-0.490701923076923,0.0784339622641508,0.1620188679245283,18.0,18.0,18.0,-0.5532641509433962
2021,2021171,1,Williams,-1.1495106382978724,-0.9537553191489362,-1.130690476190476,-0.9466071428571428,-0.4280027173913044,-0.3765217391304348,14.0,14.0,14.0,-0.9400625
2021,2021181,1,Williams,-1.4394262295081968,-1.2129754098360657,-1.443293103448276,-1.2259310344827583,0.2183397849462365,0.0486860215053763,14.0,14.0,18.0,-1.328466666666667
2021,2021191,1,Williams,-0.8953749999999999,-0.7838839285714286,-0.8660555555555556,-0.7693055555555555,0.2223928571428571,0.1908392857142856,18.0,18.0,18.0,-0.7841785714285713
2021,2021201,1,Williams,-1.0475222222222222,-0.9065777777777778,-1.0125581395348835,-0.8650581395348836,0.2006314229249011,0.2326225296442686,14.0,14.0,14.0,-0.9449772727272728
2021,2021211,1,Williams,-0.6164545454545455,-0.6041515151515152,-1.3435,-1.3435,-0.6957037037037037,-0.7107407407407407,14.0,14.0,18.0,-0.489962962962963
2021,2021221,1,Williams,-1.2684626865671642,-1.1195970149253731,-1.2709347826086956,-1.0966739130434784,-0.1269397233201581,-0.0625820158102767,18.0,14.0,18.0,-1.2248863636363636
