SprintIndex,SeasonID,DriverID,FullName,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateDiscreteAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QualiTeammateNormalizedAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,ConsistencyAvg,OvertakesSum,OvertakesAvg,OvertakesGainAvg,OvertakesLostAvg,PaceAvg,StartSum,StartAvg,StartGainAvg,StartLostAvg
1,2023,2,Max Verstappen,8.66,7.24,9.09,8.0,9.5,8.0,3.5,8.636363636363637,5.925588144305537,5.371129599886778,5.447533041760989,5.008623699822402,4.730294654298824,5.820309111028826,9.66,5.70,7.93,0.185,51.0,2.3181818181818183,2.45,0.14,89.06586363636364,5.0,0.22727272727272727,0.41,0.18
1,2023,24,Alexander Albon,6.67,5.76,10.00,7.647058823529411,8.823529411764707,4.705882352941177,6.470588235294118,5.909090909090909,6.631331964687613,5.415200719780069,5.662282613412781,4.414627306325228,5.4145643973089115,6.228718235479382,4.29,5.61,6.32,0.264,-7.0,-0.3684210526315789,2.14,2.45,91.24278947368421,0.0,0.0,0.71,0.71
1,2023,17,Pierre Gasly,7.00,6.53,6.36,4.7368421052631575,6.842105263157895,4.7368421052631575,4.7368421052631575,5.0,4.974778564984868,4.777021674722123,5.614684659143317,4.462513726787108,5.325130884817514,5.216595024770236,5.79,5.09,6.60,0.231,22.0,1.0476190476190477,2.45,1.45,90.42142857142858,-8.0,-0.36363636363636365,0.55,0.91
1,2023,9,Yuki Tsunoda,6.93,4.65,7.27,6.842105263157895,5.7894736842105265,8.421052631578947,4.7368421052631575,5.909090909090909,5.748019531691605,5.449360087071119,5.686060638839747,5.6679812503848055,5.117893855536506,4.82171247543168,4.40,6.45,6.47,0.281,-33.0,-1.65,1.76,3.33,90.24565,18.0,0.9,1.30,0.40
1,2023,14,George Russell,7.42,6.50,5.00,7.368421052631579,3.6842105263157894,4.7368421052631575,5.263157894736842,7.272727272727273,4.952850567013403,5.327748899390226,4.570438663113037,5.1481502431032045,4.895023510015655,5.473841097385539,6.58,5.53,6.92,0.275,32.0,1.5238095238095237,2.82,1.73,90.24019047619048,0.0,0.0,0.64,0.64
1,2023,1,Lewis Hamilton,6.45,6.64,5.00,2.631578947368421,6.315789473684211,5.263157894736842,4.7368421052631575,2.380952380952381,5.047149432986597,4.672251100609774,5.429561336886963,4.851849756896795,5.104976489984345,4.728228941347522,7.18,5.57,6.34,0.255,35.0,1.75,2.62,0.95,89.18854999999999,-7.0,-0.35,0.45,0.80
1,2023,5,Sergio Perez,7.22,8.11,0.91,2.0,0.5,2.0,6.5,1.3636363636363635,4.074411855694462,4.628870400113222,4.552466958239011,4.991376300177598,5.269705345701176,4.5976599778682905,8.14,5.22,7.07,0.237,71.0,3.55,3.82,0.55,89.3931,-3.0,-0.13636363636363635,0.41,0.55
1,2023,27,Logan Sargeant,5.74,4.73,0.00,2.3529411764705883,1.1764705882352942,5.294117647058823,3.5294117647058827,4.090909090909091,3.3686680353123872,4.58479928021993,4.337717386587218,5.585372693674771,4.585435602691087,5.022401857390124,3.40,6.00,5.68,0.378,-17.0,-0.8947368421052632,1.36,2.50,91.65021052631579,6.0,0.2727272727272727,0.68,0.41
1,2023,6,Charles Leclerc,7.54,6.01,6.82,4.444444444444445,6.111111111111112,6.111111111111112,6.111111111111112,5.7142857142857135,5.107928241226,5.235621930056491,5.120482627258946,5.355760280308878,5.487665630571556,5.5205036578836575,6.99,6.08,7.04,0.201,9.0,0.47368421052631576,1.71,1.29,90.23447368421053,3.0,0.15789473684210525,0.37,0.21
1,2023,8,Carlos Sainz,7.31,5.45,3.18,5.555555555555555,3.888888888888889,3.888888888888889,3.888888888888889,4.545454545454545,4.892071758774,4.7643780699435085,4.879517372741053,4.644239719691121,4.512334369428445,5.259077103783609,6.81,5.62,6.72,0.216,0.0,0.0,1.86,1.86,90.005,-2.0,-0.09523809523809523,0.48,0.57
1,2023,19,Fernando Alonso,6.46,5.99,8.64,3.1578947368421053,7.368421052631579,3.6842105263157894,6.842105263157895,5.454545454545454,6.310482236177759,4.830285849275924,5.295150086827711,4.756003226939016,5.287477432305279,5.152581623867503,6.56,5.76,6.26,0.262,14.0,0.6363636363636364,2.14,1.50,89.87690909090908,7.0,0.3181818181818182,0.73,0.41
1,2023,10,Lance Stroll,6.72,5.75,1.36,6.842105263157895,2.631578947368421,6.315789473684211,3.1578947368421053,4.545454545454545,3.6895177638222396,5.169714150724074,4.704849913172289,5.243996773060985,4.71252256769472,5.078247822614996,5.87,6.10,6.43,0.236,2.0,0.10526315789473684,2.33,2.19,88.76857894736843,15.0,0.7142857142857143,1.19,0.48
1,2023,3,Valtteri Bottas,5.76,3.80,7.27,5.5,5.0,4.0,3.0,3.1818181818181817,5.822588201920251,4.2272899147179315,4.482081329424613,4.215179583537317,4.133896063083853,4.464701199335992,3.06,4.55,5.23,0.277,-63.0,-3.0,1.14,4.00,90.49766666666667,-16.0,-0.7272727272727273,0.77,1.50
1,2023,23,Guanyu Zhou,6.48,5.30,2.73,4.5,5.0,6.0,7.0,6.8181818181818175,4.177411798079749,5.772710085282068,5.517918670575387,5.784820416462683,5.866103936916147,5.73823976427019,3.69,5.08,6.08,0.266,-19.0,-0.9047619047619048,2.36,3.23,91.348,-15.0,-0.6818181818181818,0.59,1.27
1,2023,4,Lando Norris,6.70,6.33,6.82,6.111111111111112,7.777777777777778,5.555555555555555,7.777777777777778,5.909090909090909,5.371105077203198,5.5004777114351135,5.61789177551748,4.847254425043682,5.3919296899847335,6.027836825443805,6.79,5.83,6.49,0.241,24.0,1.1428571428571428,2.50,1.41,89.47123809523809,0.0,0.0,0.73,0.73
1,2023,13,Esteban Ocon,7.62,5.96,3.64,5.263157894736842,3.1578947368421053,5.263157894736842,5.263157894736842,4.545454545454545,5.025221435015132,5.222978325277877,4.385315340856682,5.537486273212892,4.674869115182486,4.783404975229763,4.93,5.72,7.03,0.289,13.0,0.6842105263157895,2.50,2.50,89.8141052631579,-4.0,-0.18181818181818182,0.68,0.86
1,2023,25,Nico Hulkenberg,5.30,4.26,6.82,6.315789473684211,5.7894736842105265,4.7368421052631575,5.7894736842105265,5.0,5.91271163275071,5.128194992198198,5.614697195095965,4.919902533498698,5.0084369070585,5.563251438817956,3.92,5.36,5.15,0.307,-35.0,-1.6666666666666667,1.82,3.45,91.60628571428572,-4.0,-0.18181818181818182,0.82,1.00
1,2023,22,Kevin Magnussen,4.87,4.12,3.18,3.6842105263157894,4.2105263157894735,5.263157894736842,4.2105263157894735,5.0,4.08728836724929,4.871805007801802,4.385302804904035,5.080097466501301,4.9915630929415,4.648022302190712,3.20,5.94,4.90,0.302,-42.0,-2.1,1.59,3.45,91.81965,11.0,0.5238095238095238,1.29,0.76
1,2023,26,Nyck De Vries,6.60,3.58,2.00,4.444444444444445,2.2222222222222223,1.1111111111111112,4.444444444444445,4.0,3.810867413132061,4.750777092207307,3.7969481941091825,3.9873237006254367,5.081633874517769,5.012085539936317,2.76,4.96,5.77,0.329,-19.0,-2.111111111111111,0.80,2.70,86.78966666666666,-8.0,-0.8,0.20,1.00
1,2023,28,Oscar Piastri,6.01,5.90,3.18,3.888888888888889,2.2222222222222223,4.444444444444445,2.2222222222222223,4.090909090909091,4.6288949227968015,4.4995222885648865,4.382108224482521,5.152745574956317,4.608070310015266,4.9166014034568475,5.67,6.77,6.08,0.251,9.0,0.47368421052631576,2.23,1.82,87.8957894736842,16.0,0.7619047619047619,1.19,0.43
1,2023,7,Daniel Ricciardo,5.55,4.23,4.29,1.4285714285714284,7.142857142857143,1.4285714285714284,5.7142857142857135,2.8571428571428568,5.001627107595178,4.314636073513901,5.106036564504119,4.286622717282263,4.70110040310093,5.390841310353498,5.63,4.78,5.20,0.265,-14.0,-2.0,1.43,3.43,92.97357142857143,-9.0,-1.2857142857142858,0.57,1.86
1,2023,29,Liam Lawson,6.67,5.79,2.00,3.333333333333333,3.333333333333333,3.333333333333333,6.666666666666666,6.0,4.084701283659568,4.500904000395222,4.016686054511114,5.472027972027972,4.70586968414665,7.141801183905749,2.85,3.35,5.97,0.243,-3.0,-0.6,2.40,3.00,91.2202,-3.0,-0.6,0.20,0.80
