SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,Team,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter
2023,0,1,2023011,2,Red Bull Racing,0.931,0.982,0.966,1.022,0.247,0.225,2.0,2.0,2.0,1.0373061224489797
2023,0,1,2023011,2,Alpine,-0.083,-0.026,-0.366,-0.313,0.024,-0.05,13.0,13.0,17.0,0.1070204081632653
2023,0,1,2023011,2,Aston Martin,0.226,0.298,0.234,0.312,0.249,0.253,19.0,19.0,19.0,0.35222
2023,0,1,2023011,2,Ferrari,0.307,0.369,0.52,0.563,0.317,0.312,6.0,6.0,6.0,0.5845151515151515
2023,0,1,2023011,2,Williams,-0.349,-0.31,-0.348,-0.309,-0.047,-0.025,27.0,27.0,24.0,-0.2840204081632653
2023,0,1,2023011,2,Haas F1 Team,-0.493,-0.413,-0.496,-0.413,-0.01,-0.041,22.0,22.0,25.0,-0.4383958333333333
2023,0,1,2023011,2,Alpha Tauri,-0.606,-0.544,-0.625,-0.561,-0.716,-0.692,9.0,9.0,9.0,-0.2303265306122449
2023,0,1,2023011,2,Alfa Romeo,-0.537,-0.475,-0.56,-0.491,-0.44,-0.455,3.0,3.0,3.0,-0.2816530612244897
2023,0,1,2023011,2,McLaren,-0.135,-0.065,-0.731,-0.589,0.416,0.7,4.0,4.0,4.0,0.0694615384615384
2023,0,1,2023011,2,Mercedes,0.082,0.124,0.094,0.138,-0.055,-0.031,14.0,1.0,14.0,0.0877142857142857
2023,1,2,2023021,2,Red Bull Racing,1.359,1.412,1.359,1.412,-0.309,-0.319,5.0,5.0,5.0,1.513522727272727
2023,1,2,2023021,2,Alpine,-0.086,-0.047,-0.069,-0.028,-0.093,-0.107,13.0,13.0,13.0,-0.0589285714285714
2023,1,2,2023021,2,Aston Martin,0.831,0.876,0.703,0.814,0.683,0.787,19.0,19.0,19.0,0.9370681818181816
2023,1,2,2023021,2,Ferrari,0.392,0.446,0.39,0.445,-0.139,-0.096,6.0,6.0,8.0,0.4592195121951219
2023,1,2,2023021,2,Williams,-0.968,-0.869,-0.868,-0.772,-0.039,0.038,27.0,24.0,24.0,-0.8491052631578947
