SprintIndex,SeasonID,DriverID,FullName,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateDiscreteAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QualiTeammateNormalizedAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,ConsistencyAvg,OvertakesSum,OvertakesAvg,OvertakesGainAvg,OvertakesLostAvg,PaceAvg,StartSum,StartAvg,StartGainAvg,StartLostAvg
2,2023,2,Max Verstappen,8.74,7.29,8.93,8.076923076923077,9.230769230769232,8.076923076923077,3.4615384615384617,7.142857142857143,5.819767628420179,5.649550423869894,5.662712531046649,4.9801780740625095,4.912857261340726,5.733348745832925,9.69,5.39,7.94,0.178,54.0,1.9285714285714286,2.04,0.11,90.08621428571429,3.0,0.10714285714285714,0.39,0.29
2,2023,24,Alexander Albon,6.81,6.25,10.00,7.619047619047619,9.047619047619047,5.238095238095238,6.190476190476191,5.7142857142857135,6.710668977985731,5.617376810845972,5.810369652652442,4.512278309484625,5.339912773719159,6.525037420734491,4.66,5.36,6.45,0.259,-2.0,-0.08,2.04,2.11,92.27799999999999,1.0,0.037037037037037035,0.74,0.70
2,2023,17,Pierre Gasly,6.86,6.37,6.07,4.0,6.4,4.8,4.8,4.642857142857143,4.94038577079454,4.667208810225364,5.381614852869402,4.4899182756440945,5.04308564931344,5.347576781476947,5.54,5.15,6.49,0.236,15.0,0.5555555555555556,2.07,1.54,91.60944444444443,-9.0,-0.32142857142857145,0.54,0.86
2,2023,9,Yuki Tsunoda,6.62,5.22,6.79,6.521739130434783,5.217391304347826,8.26086956521739,5.217391304347826,5.7142857142857135,5.456813931829634,5.344005774053357,5.57108716980051,5.686294354048723,5.166832455807326,5.07859372185687,4.52,6.06,6.30,0.288,-29.0,-1.16,1.56,2.63,90.97704,16.0,0.6153846153846154,1.12,0.50
2,2023,14,George Russell,7.16,6.63,5.36,6.800000000000001,4.4,5.2,5.6000000000000005,6.428571428571429,5.030169925846064,5.252294411715713,4.733188877331782,5.244129616711324,4.899014707511677,5.404902415761334,6.82,6.06,6.87,0.272,37.0,1.3703703703703705,2.54,1.50,91.23277777777777,11.0,0.39285714285714285,0.89,0.50
2,2023,1,Lewis Hamilton,6.40,6.81,4.64,3.2,5.6000000000000005,4.8,4.4,3.333333333333333,4.969830074153936,4.747705588284286,5.2668111226682175,4.755870383288675,5.100985292488323,4.994438440641623,7.15,5.74,6.36,0.262,39.0,1.5,2.30,0.85,90.50323076923077,0.0,0.0,0.62,0.62
2,2023,5,Sergio Perez,7.18,7.79,1.07,1.9230769230769231,0.7692307692307693,1.9230769230769231,6.538461538461538,2.8571428571428568,4.180232371579821,4.524467559175309,4.337287468953351,5.01982192593749,5.087142738659274,4.861095056424036,7.69,4.95,7.01,0.238,66.0,2.5384615384615383,3.25,0.86,91.04480769230769,-8.0,-0.2857142857142857,0.32,0.61
2,2023,27,Logan Sargeant,5.62,5.25,0.00,2.380952380952381,0.9523809523809523,4.761904761904762,3.8095238095238093,4.285714285714286,3.2893310220142684,4.382623189154028,4.189630347347557,5.487721690515375,4.660087226280841,5.069008416373391,3.53,5.88,5.64,0.360,-12.0,-0.5217391304347826,1.30,2.04,92.31021739130436,7.0,0.25925925925925924,0.59,0.33
2,2023,6,Charles Leclerc,7.30,6.03,6.43,4.583333333333333,6.25,5.416666666666666,5.416666666666666,5.555555555555555,5.120245266699108,5.072287150555173,5.132755197222933,5.1800277574014695,5.311054378852211,5.51964387669429,6.93,5.96,6.86,0.217,8.0,0.32,1.52,1.22,91.39144,5.0,0.2,0.44,0.24
2,2023,8,Carlos Sainz,7.23,5.57,3.57,5.416666666666666,3.75,4.583333333333333,4.583333333333333,4.642857142857143,4.879754733300891,4.927712849444827,4.867244802777068,4.81997224259853,4.688945621147789,5.494566755330089,6.69,5.81,6.72,0.223,-2.0,-0.07407407407407407,1.52,1.59,91.1544074074074,4.0,0.14814814814814814,0.59,0.44
