SeasonID,SprintIndex,FullName,WinnerQualificationSum,WinnerRaceSum,FastestLapSum,RacesTotal,WinnerRaceUnique,WinnerQualificationUnique,FastestLapUnique,CompetitionWins,CompetitionPoles,CompetitionFastLaps,CompetitionRating
2023,0,Alexander Albon,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Carlos Sainz,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Charles Leclerc,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Daniel Ricciardo,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Esteban Ocon,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Fernando Alonso,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,George Russell,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Guanyu Zhou,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Kevin Magnussen,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Lance Stroll,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Lando Norris,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Lewis Hamilton,0,0,1.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Liam Lawson,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Logan Sargeant,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Max Verstappen,0,0,3.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Nico Hulkenberg,0,0,1.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Nyck De Vries,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Oscar Piastri,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Pierre Gasly,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Sergio Perez,0,0,1.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Valtteri Bottas,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
2023,0,Yuki Tsunoda,0,0,0.0,6,0,0,4,0.0,0.0,0.6666666666666666,0.00
