SeasonID,RaceID,SprintIndex,Team,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter
2023,2023011,2,McLaren,-0.1349183673469388,-0.0650612244897959,-0.731,-0.58925,-1.0014615384615384,-1.0892307692307692,4.0,4.0,4.0,0.0694615384615384
2023,2023021,2,McLaren,-0.7092941176470589,-0.6501176470588235,-0.7241547619047619,-0.6642738095238095,0.0996677740863787,0.0867912513842746,28.0,28.0,28.0,-0.6600465116279071
2023,2023031,2,McLaren,0.0069642857142857,0.0877023809523809,0.0069642857142857,0.0877023809523809,-0.4240714285714285,-0.3854523809523809,4.0,4.0,4.0,0.219
2023,2023040,2,McLaren,0.17395,0.185,0.1418888888888888,0.1541666666666666,0.2627171717171717,0.2872727272727272,4.0,4.0,4.0,0.3184444444444444
2023,2023041,2,McLaren,-0.5160117647058823,-0.4576470588235294,-0.5187738095238095,-0.4597142857142857,-0.1782131782945735,-0.1907475083056478,4.0,4.0,4.0,-0.427953488372093
2023,2023051,2,McLaren,-0.7608627450980393,-0.656656862745098,-0.76863,-0.6623399999999999,-0.6022653846153845,-0.5624184615384614,4.0,4.0,4.0,-0.4656346153846153
2023,2023061,2,McLaren,0.140556338028169,0.2239084507042253,0.1817101449275362,0.2674782608695652,-0.3923567599761763,-0.2965540996624976,4.0,4.0,4.0,0.3422608695652174
2023,2023071,2,McLaren,-0.2397881355932203,-0.1258983050847457,-0.2090999999999999,-0.1081363636363636,0.1535084745762711,0.1637627118644068,4.0,4.0,4.0,-0.1630338983050847
2023,2023081,2,McLaren,-0.2189661016949152,-0.1673813559322034,-0.2181842105263157,-0.1647894736842105,0.0246101694915254,0.016864406779661,28.0,28.0,28.0,-0.2066610169491525
2023,2023090,2,McLaren,-0.0552619047619047,-0.0356904761904761,-0.068775,-0.048225,0.8579681818181818,0.8990681818181818,4.0,equal,28.0,0.3941499999999999
2023,2023091,2,McLaren,-0.1315245901639344,-0.0248852459016393,-0.1390254237288135,-0.031364406779661,-0.8418827956989248,-0.7458688172043011,4.0,4.0,4.0,0.282516129032258
2023,2023101,2,McLaren,0.5290487804878049,0.6142926829268293,0.5582692307692307,0.6450897435897436,-0.0369612403100775,-0.0250554561717352,4.0,4.0,4.0,0.5466279069767441
2023,2023111,2,McLaren,0.383484375,0.4327109375,0.3748360655737704,0.426483606557377,-0.4284687499999999,-0.391046875,4.0,4.0,4.0,0.59771875
2023,2023120,2,McLaren,1.1176,1.1727,1.1176,1.1727,0.8280000000000001,0.7178000000000001,28.0,28.0,28.0,1.5316000000000003
2023,2023121,2,McLaren,,,,,,,,,,
2023,2023131,2,McLaren,-0.1069405940594059,-0.0504059405940594,0.0578152173913043,0.1198804347826087,-0.8413795133437991,-0.93000431711146,28.0,4.0,4.0,0.3262448979591836
2023,2023141,2,McLaren,-0.0263406593406593,0.0556043956043956,-0.0228255813953488,0.0638837209302325,0.2628786266924565,0.199311411992263,28.0,28.0,28.0,0.1094318181818181
2023,2023151,2,McLaren,0.1060280373831775,0.1863925233644859,0.108254716981132,0.189377358490566,-0.8774406009783369,-0.8461600279524808,4.0,4.0,4.0,0.5406481481481481
2023,2023161,2,McLaren,0.7856588235294119,0.8757529411764706,0.7887948717948718,0.886974358974359,-0.5895338137472285,-0.598869733924612,4.0,4.0,4.0,1.090829268292683
2023,2023170,2,McLaren,1.7038571428571427,1.7362857142857142,1.7038571428571427,1.7362857142857142,0.8531428571428572,0.918,28.0,28.0,28.0,2.130428571428572
2023,2023171,2,McLaren,1.00375,1.0581739130434784,1.028547619047619,1.0770357142857143,-0.036108695652174,-0.0022173913043477,4.0,4.0,28.0,1.021804347826087
2023,2023180,2,McLaren,0.3306176470588235,0.3751470588235294,0.3306176470588235,0.3751470588235294,-1.3074705882352942,-1.3700588235294118,4.0,4.0,4.0,0.9843529411764708
2023,2023181,2,McLaren,0.5275964912280702,0.6077719298245614,0.7517142857142858,0.7737857142857143,-0.0490485714285714,-0.1404485714285714,4.0,4.0,4.0,0.53362
2023,2023191,2,McLaren,0.1005819672131147,0.1872131147540983,0.0902966101694915,0.1766271186440678,-0.4472950819672131,-0.3887868852459016,4.0,4.0,4.0,0.3242295081967213
2023,2023200,2,McLaren,0.5418181818181819,0.5911363636363636,0.5418181818181819,0.5911363636363636,-1.3615454545454546,-1.3930909090909092,4.0,4.0,4.0,1.2225909090909088
2023,2023201,2,McLaren,0.1442222222222222,0.2428492063492063,0.1209568965517241,0.2280862068965517,-0.0232368951612903,0.1004173387096774,4.0,4.0,4.0,0.1556562500000001
2023,2023211,2,McLaren,,,,,,,,,,
2023,2023221,2,McLaren,0.371201923076923,0.4616730769230769,0.3789183673469388,0.4657142857142857,-0.2059038461538461,-0.1860384615384616,4.0,4.0,4.0,0.474153846153846
