SprintIndex,SeasonID,RaceID,EventIndex,EventAbbreviation,LapNumberFlow,LapNumber,EventAbbMiddleMarker,EventTicksMarker,isSprint
0,2023,2023040,3,AZR,1,1.0,0,1,1
0,2023,2023040,3,AZR,2,2.0,0,0,1
0,2023,2023040,3,AZR,3,3.0,0,0,1
0,2023,2023040,3,AZR,4,4.0,0,0,1
0,2023,2023040,3,AZR,5,5.0,0,0,1
0,2023,2023040,3,AZR,6,6.0,0,0,1
0,2023,2023040,3,AZR,7,7.0,0,0,1
0,2023,2023040,3,AZR,8,8.0,0,0,1
0,2023,2023040,3,AZR,9,9.0,1,0,1
0,2023,2023040,3,AZR,10,10.0,0,0,1
0,2023,2023040,3,AZR,11,11.0,0,0,1
0,2023,2023040,3,AZR,12,12.0,0,0,1
0,2023,2023040,3,AZR,13,13.0,0,0,1
0,2023,2023040,3,AZR,14,14.0,0,0,1
0,2023,2023040,3,AZR,15,15.0,0,0,1
0,2023,2023040,3,AZR,16,16.0,0,0,1
0,2023,2023040,3,AZR,17,17.0,0,0,1
0,2023,2023090,9,AUT,18,1.0,0,1,1
0,2023,2023090,9,AUT,19,2.0,0,0,1
0,2023,2023090,9,AUT,20,3.0,0,0,1
0,2023,2023090,9,AUT,21,4.0,0,0,1
0,2023,2023090,9,AUT,22,5.0,0,0,1
0,2023,2023090,9,AUT,23,6.0,0,0,1
0,2023,2023090,9,AUT,24,7.0,0,0,1
0,2023,2023090,9,AUT,25,8.0,0,0,1
0,2023,2023090,9,AUT,26,9.0,0,0,1
0,2023,2023090,9,AUT,27,10.0,0,0,1
0,2023,2023090,9,AUT,28,11.0,0,0,1
0,2023,2023090,9,AUT,29,12.0,1,0,1
0,2023,2023090,9,AUT,30,13.0,0,0,1
0,2023,2023090,9,AUT,31,14.0,0,0,1
0,2023,2023090,9,AUT,32,15.0,0,0,1
0,2023,2023090,9,AUT,33,16.0,0,0,1
0,2023,2023090,9,AUT,34,17.0,0,0,1
0,2023,2023090,9,AUT,35,18.0,0,0,1
0,2023,2023090,9,AUT,36,19.0,0,0,1
0,2023,2023090,9,AUT,37,20.0,0,0,1
0,2023,2023090,9,AUT,38,21.0,0,0,1
0,2023,2023090,9,AUT,39,22.0,0,0,1
0,2023,2023090,9,AUT,40,23.0,0,0,1
0,2023,2023090,9,AUT,41,24.0,0,0,1
0,2023,2023120,13,BEL,42,1.0,0,1,1
0,2023,2023120,13,BEL,43,2.0,0,0,1
0,2023,2023120,13,BEL,44,3.0,0,0,1
0,2023,2023120,13,BEL,45,4.0,0,0,1
0,2023,2023120,13,BEL,46,5.0,0,0,1
0,2023,2023120,13,BEL,47,6.0,1,0,1
0,2023,2023120,13,BEL,48,7.0,0,0,1
0,2023,2023120,13,BEL,49,8.0,0,0,1
0,2023,2023120,13,BEL,50,9.0,0,0,1
0,2023,2023120,13,BEL,51,10.0,0,0,1
0,2023,2023120,13,BEL,52,11.0,0,0,1
0,2023,2023170,19,QAT,53,1.0,0,1,1
0,2023,2023170,19,QAT,54,2.0,0,0,1
0,2023,2023170,19,QAT,55,3.0,0,0,1
0,2023,2023170,19,QAT,56,4.0,0,0,1
0,2023,2023170,19,QAT,57,5.0,0,0,1
0,2023,2023170,19,QAT,58,6.0,0,0,1
0,2023,2023170,19,QAT,59,7.0,0,0,1
0,2023,2023170,19,QAT,60,8.0,0,0,1
0,2023,2023170,19,QAT,61,9.0,0,0,1
0,2023,2023170,19,QAT,62,10.0,1,0,1
0,2023,2023170,19,QAT,63,11.0,0,0,1
0,2023,2023170,19,QAT,64,12.0,0,0,1
0,2023,2023170,19,QAT,65,13.0,0,0,1
0,2023,2023170,19,QAT,66,14.0,0,0,1
0,2023,2023170,19,QAT,67,15.0,0,0,1
0,2023,2023170,19,QAT,68,16.0,0,0,1
0,2023,2023170,19,QAT,69,17.0,0,0,1
0,2023,2023170,19,QAT,70,18.0,0,0,1
0,2023,2023170,19,QAT,71,19.0,0,0,1
0,2023,2023180,21,USA,72,1.0,0,1,1
0,2023,2023180,21,USA,73,2.0,0,0,1
0,2023,2023180,21,USA,74,3.0,0,0,1
0,2023,2023180,21,USA,75,4.0,0,0,1
0,2023,2023180,21,USA,76,5.0,0,0,1
0,2023,2023180,21,USA,77,6.0,0,0,1
0,2023,2023180,21,USA,78,7.0,0,0,1
0,2023,2023180,21,USA,79,8.0,0,0,1
0,2023,2023180,21,USA,80,9.0,0,0,1
0,2023,2023180,21,USA,81,10.0,1,0,1
0,2023,2023180,21,USA,82,11.0,0,0,1
0,2023,2023180,21,USA,83,12.0,0,0,1
0,2023,2023180,21,USA,84,13.0,0,0,1
0,2023,2023180,21,USA,85,14.0,0,0,1
0,2023,2023180,21,USA,86,15.0,0,0,1
0,2023,2023180,21,USA,87,16.0,0,0,1
0,2023,2023180,21,USA,88,17.0,0,0,1
0,2023,2023180,21,USA,89,18.0,0,0,1
0,2023,2023180,21,USA,90,19.0,0,0,1
0,2023,2023200,24,BRA,91,1.0,0,1,1
0,2023,2023200,24,BRA,92,2.0,0,0,1
0,2023,2023200,24,BRA,93,3.0,0,0,1
0,2023,2023200,24,BRA,94,4.0,0,0,1
0,2023,2023200,24,BRA,95,5.0,0,0,1
0,2023,2023200,24,BRA,96,6.0,0,0,1
0,2023,2023200,24,BRA,97,7.0,0,0,1
0,2023,2023200,24,BRA,98,8.0,0,0,1
0,2023,2023200,24,BRA,99,9.0,0,0,1
0,2023,2023200,24,BRA,100,10.0,0,0,1
0,2023,2023200,24,BRA,101,11.0,0,0,1
0,2023,2023200,24,BRA,102,12.0,1,0,1
0,2023,2023200,24,BRA,103,13.0,0,0,1
0,2023,2023200,24,BRA,104,14.0,0,0,1
0,2023,2023200,24,BRA,105,15.0,0,0,1
0,2023,2023200,24,BRA,106,16.0,0,0,1
0,2023,2023200,24,BRA,107,17.0,0,0,1
0,2023,2023200,24,BRA,108,18.0,0,0,1
0,2023,2023200,24,BRA,109,19.0,0,0,1
0,2023,2023200,24,BRA,110,20.0,0,0,1
0,2023,2023200,24,BRA,111,21.0,0,0,1
0,2023,2023200,24,BRA,112,22.0,0,0,1
0,2023,2023200,24,BRA,113,23.0,0,0,1
0,2023,2023200,24,BRA,114,24.0,0,0,1
