DriverID,FullName,LastName,SeasonID,SprintIndex,Number,Color,Team,DriverIDT,CountryCode,CountryCodeRus,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateDiscreteAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QualiTeammateNormalizedAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,Label,RacesParticipated,Teammate,TeammateAbb
7,Daniel Ricciardo,Ricciardo,2021,0,3,#FF9800,McLaren,7_McLaren,AUS,Австралия,8.45,5.47,-,6.67,3.33,3.333333333333333,3.333333333333333,3.33,-,5.12,4.70,4.5227160223297,4.807471264367816,4.788062971507287,6.54,6.03,7.55,2021,3.0,Lando Norris,NOR
7,Daniel Ricciardo,Ricciardo,2021,1,3,#FF9800,McLaren,7_McLaren,AUS,Австралия,8.01,5.77,3.18,5.24,1.90,8.095238095238095,2.380952380952381,5.00,4.40,5.02,4.66,5.632535354392781,4.660730162342436,5.094940526150104,6.05,6.77,7.43,2021,22.0,Lando Norris,NOR
7,Daniel Ricciardo,Ricciardo,2021,2,3,#FF9800,McLaren,7_McLaren,AUS,Австралия,8.06,5.73,3.18,5.42,2.08,7.5,2.5,4.80,4.40,5.03,4.67,5.4938079378848945,4.679870306084878,5.056580831819751,6.11,6.67,7.44,2021,25.0,Lando Norris,NOR
7,Daniel Ricciardo,Ricciardo,2022,0,3,#F58020,McLaren,7_McLaren,AUS,Австралия,7.67,7.13,3.18,3.33,0.00,0.0,6.666666666666666,6.67,4.40,5.12,4.84,5.0,5.743163128705296,5.805963430078619,5.70,6.54,7.39,2022,3.0,Lando Norris,NOR
7,Daniel Ricciardo,Ricciardo,2022,1,3,#F58020,McLaren,7_McLaren,AUS,Австралия,7.16,4.94,0.91,3.81,1.43,6.190476190476191,2.8571428571428568,4.09,4.10,4.77,4.23,5.170480209975064,4.591161749351497,4.735529678330162,3.82,5.49,6.51,2022,22.0,Lando Norris,NOR
7,Daniel Ricciardo,Ricciardo,2022,2,3,#F58020,McLaren,7_McLaren,AUS,Австралия,7.22,5.21,0.91,3.75,1.25,5.416666666666666,3.333333333333333,4.40,4.10,4.81,4.31,5.149170183728181,4.735161921770723,4.8751514720364835,4.05,5.62,6.62,2022,25.0,Lando Norris,NOR
7,Daniel Ricciardo,Ricciardo,2023,0,3,#5E8FAA,Alpha Tauri,7_Alpha_Tauri,AUS,Австралия,4.57,7.01,6.67,3.33,6.67,3.333333333333333,3.333333333333333,3.33,6.31,5.08,4.92,4.09090909090909,4.626049987495771,4.81329695296279,5.77,2.70,4.67,2023,3.0,Yuki Tsunoda,TSU
7,Daniel Ricciardo,Ricciardo,2023,1,3,#5E8FAA,Alpha Tauri,7_Alpha_Tauri,AUS,Австралия,5.55,4.23,4.29,1.43,7.14,1.4285714285714284,5.7142857142857135,2.86,5.00,4.31,5.11,4.286622717282263,4.70110040310093,5.390841310353498,5.63,4.78,5.20,2023,7.0,Yuki Tsunoda,TSU
7,Daniel Ricciardo,Ricciardo,2023,2,3,#5E8FAA,Alpha Tauri,7_Alpha_Tauri,AUS,Австралия,5.25,5.07,5.00,2.00,7.00,2.0,5.0,3.00,5.39,4.54,5.05,4.227908629370312,4.678585278419382,5.262498119822229,5.67,4.16,5.04,2023,10.0,Yuki Tsunoda,TSU
7,Daniel Ricciardo,Ricciardo,2024,0,3,#6692FF,RB,7_RB,AUS,Австралия,5.50,7.08,6.67,3.33,6.67,6.666666666666666,6.666666666666666,3.33,6.24,4.77,5.63,4.545454545454545,4.634814363968351,6.326698683538298,4.28,4.63,5.62,2024,3.0,Yuki Tsunoda,TSU
