SprintIndex,SeasonID,RaceID,EventIndex,EventAbbreviation,LapNumberFlow,LapNumber,EventAbbMiddleMarker,EventTicksMarker,isSprint
0,2024,2024050,4,CHN,1,1.0,0,1,1
0,2024,2024050,4,CHN,2,2.0,0,0,1
0,2024,2024050,4,CHN,3,3.0,0,0,1
0,2024,2024050,4,CHN,4,4.0,0,0,1
0,2024,2024050,4,CHN,5,5.0,0,0,1
0,2024,2024050,4,CHN,6,6.0,0,0,1
0,2024,2024050,4,CHN,7,7.0,0,0,1
0,2024,2024050,4,CHN,8,8.0,0,0,1
0,2024,2024050,4,CHN,9,9.0,0,0,1
0,2024,2024050,4,CHN,10,10.0,1,0,1
0,2024,2024050,4,CHN,11,11.0,0,0,1
0,2024,2024050,4,CHN,12,12.0,0,0,1
0,2024,2024050,4,CHN,13,13.0,0,0,1
0,2024,2024050,4,CHN,14,14.0,0,0,1
0,2024,2024050,4,CHN,15,15.0,0,0,1
0,2024,2024050,4,CHN,16,16.0,0,0,1
0,2024,2024050,4,CHN,17,17.0,0,0,1
0,2024,2024050,4,CHN,18,18.0,0,0,1
0,2024,2024050,4,CHN,19,19.0,0,0,1
0,2024,2024060,6,MIA,20,1.0,0,1,1
0,2024,2024060,6,MIA,21,2.0,0,0,1
0,2024,2024060,6,MIA,22,3.0,0,0,1
0,2024,2024060,6,MIA,23,4.0,0,0,1
0,2024,2024060,6,MIA,24,5.0,0,0,1
0,2024,2024060,6,MIA,25,6.0,0,0,1
0,2024,2024060,6,MIA,26,7.0,0,0,1
0,2024,2024060,6,MIA,27,8.0,0,0,1
0,2024,2024060,6,MIA,28,9.0,0,0,1
0,2024,2024060,6,MIA,29,10.0,1,0,1
0,2024,2024060,6,MIA,30,11.0,0,0,1
0,2024,2024060,6,MIA,31,12.0,0,0,1
0,2024,2024060,6,MIA,32,13.0,0,0,1
0,2024,2024060,6,MIA,33,14.0,0,0,1
0,2024,2024060,6,MIA,34,15.0,0,0,1
0,2024,2024060,6,MIA,35,16.0,0,0,1
0,2024,2024060,6,MIA,36,17.0,0,0,1
0,2024,2024060,6,MIA,37,18.0,0,0,1
0,2024,2024060,6,MIA,38,19.0,0,0,1
0,2024,2024110,12,AUT,39,1.0,0,1,1
0,2024,2024110,12,AUT,40,2.0,0,0,1
0,2024,2024110,12,AUT,41,3.0,0,0,1
0,2024,2024110,12,AUT,42,4.0,0,0,1
0,2024,2024110,12,AUT,43,5.0,0,0,1
0,2024,2024110,12,AUT,44,6.0,0,0,1
0,2024,2024110,12,AUT,45,7.0,0,0,1
0,2024,2024110,12,AUT,46,8.0,0,0,1
0,2024,2024110,12,AUT,47,9.0,0,0,1
0,2024,2024110,12,AUT,48,10.0,0,0,1
0,2024,2024110,12,AUT,49,11.0,0,0,1
0,2024,2024110,12,AUT,50,12.0,1,0,1
