SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,TeamID,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter,EventID
2024,4,5,2024050,0,14,0.975,1.02,0.975,1.02,0.832,0.894,2.0,2.0,2,1.3908235294117648,14
2024,4,5,2024050,0,10,0.39,0.417,0.39,0.417,0.166,0.14,14.0,14.0,1,0.472529411764706,14
2024,4,5,2024050,0,5,0.333,0.452,0.333,0.452,0.28,0.315,6.0,6.0,6,0.4728235294117646,14
2024,4,5,2024050,0,9,0.208,0.304,0.208,0.304,0.07,0.21,4.0,4.0,4,0.2427058823529411,14
2024,4,5,2024050,0,8,-0.333,-0.281,-0.333,-0.281,0.263,0.315,23.0,23.0,23,-0.2015294117647059,14
2024,4,5,2024050,0,7,-0.717,-0.638,-0.717,-0.638,0.563,0.617,22.0,22.0,22,-0.4351764705882353,14
2024,4,5,2024050,0,11,-0.416,-0.336,-0.416,-0.336,0.059,0.081,9.0,9.0,7,-0.3866470588235294,14
2024,4,5,2024050,0,3,-0.391,-0.383,-0.391,-0.383,0.023,0.006,17.0,17.0,13,-0.3799999999999999,14
2024,4,5,2024050,0,4,-0.129,-0.055,-0.064,0.021,-0.791,-0.738,19.0,19.0,19,0.3311538461538462,14
2024,4,5,2024050,0,18,-0.553,-0.507,-0.553,-0.507,0.158,0.163,24.0,24.0,24,-0.474,14
2024,6,6,2024060,0,14,1.088,1.13,1.088,1.13,0.142,0.167,2.0,2.0,2,1.1592,26
2024,6,6,2024060,0,5,0.699,0.793,0.699,0.793,0.617,0.51,6.0,6.0,6,1.0075333333333336,26
2024,6,6,2024060,0,11,-0.008,0.016,-0.008,0.016,0.648,0.696,7.0,7.0,7,0.3164666666666667,26
2024,6,6,2024060,0,9,-,-,-,-,-,-,,,-,,26
