SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,DriverID,TeamID,Number,Laptime,LaptimeClear,PaceDiff,PaceDiffClear,PaceMarker,PLabel,PaceAvg,PaceClearAvg,PaceAvgLabel,PaceClearAvgLabel,PacePelotoneAvg,PaceClearPelotoneAvg,PacePelotoneAvgLabel,PaceClearPelotoneAvgLabel,PaceDiffRankOrder,PaceDiffClearRankOrder,PaceDiffByWorst,PaceDiffClearByWorst,PaceDiffByBest,PaceDiffClearByBest,PaceDiffBetterLapsCount,PaceDiffBetterLapsCountSum,PaceDiffBetterLapsCountPerc,EventID
2024,4,5,2024050,0,2,14,1,101.129,101.053,1.391,1.467,102.584,1,-,-,-,-,102.584,102.52,01:42.584,01:42.520,1,1,2.389,2.4130000000000003,0.0,0.0,16.0,17.0,94.1,14
2024,4,5,2024050,0,1,10,44,102.048,102.033,0.473,0.487,102.584,2,101.129,101.053,01:41.129,01:41.053,102.584,102.52,01:42.584,01:42.520,3,4,1.471,1.4329999999999998,0.918,0.98,8.0,17.0,47.1,14
2024,4,5,2024050,0,5,14,11,101.961,101.947,0.559,0.573,102.584,3,103.152,103.108,01:43.152,01:43.108,102.584,102.52,01:42.584,01:42.520,2,3,1.557,1.519,0.832,0.8940000000000001,1.0,17.0,5.9,14
2024,4,5,2024050,0,6,5,16,102.047,101.911,0.473,0.609,102.584,4,102.907,102.815,01:42.907,01:42.815,102.584,102.52,01:42.584,01:42.520,4,2,1.471,1.555,0.918,0.8580000000000001,13.0,17.0,76.5,14
2024,4,5,2024050,0,8,5,55,102.328,102.226,0.193,0.294,102.584,5,102.278,102.112,01:42.278,01:42.112,102.584,102.52,01:42.584,01:42.520,8,8,1.191,1.24,1.198,1.173,4.0,17.0,23.5,14
2024,4,5,2024050,0,4,9,4,102.278,102.112,0.243,0.409,102.584,6,-,-,-,-,102.584,102.52,01:42.584,01:42.520,7,5,1.241,1.355,1.148,1.058,9.0,17.0,52.9,14
2024,4,5,2024050,0,28,9,81,102.347,102.322,0.173,0.199,102.584,7,-,-,-,-,102.584,102.52,01:42.584,01:42.520,9,9,1.171,1.145,1.218,1.268,8.0,17.0,47.1,14
2024,4,5,2024050,0,14,10,63,102.213,102.173,0.307,0.347,102.584,8,-,-,-,-,102.584,102.52,01:42.584,01:42.520,6,7,1.305,1.293,1.084,1.12,9.0,17.0,52.9,14
2024,4,5,2024050,0,23,8,24,102.722,102.644,-0.202,-0.123,102.584,9,-,-,-,-,102.584,102.52,01:42.584,01:42.520,10,10,0.796,0.823,1.593,1.59,12.0,17.0,70.6,14
2024,4,5,2024050,0,22,7,20,102.955,102.85,-0.435,-0.330,102.584,10,-,-,-,-,102.584,102.52,01:42.584,01:42.520,14,12,0.563,0.6159999999999999,1.826,1.7970000000000002,14.0,17.0,82.4,14
2024,4,5,2024050,0,7,11,3,102.907,102.815,-0.387,-0.295,102.584,11,102.923,102.906,01:42.923,01:42.906,102.584,102.52,01:42.584,01:42.520,12,11,0.611,0.651,1.778,1.762,8.0,17.0,47.1,14
