SeasonID,SprintIndex,FullName,WinnerQualificationSum,WinnerRaceSum,FastestLapSum,RacesTotal,WinnerRaceUnique,WinnerQualificationUnique,FastestLapUnique,CompetitionWins,CompetitionPoles,CompetitionFastLaps,CompetitionRating
2021,0,Antonio Giovinazzi,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Carlos Sainz,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Charles Leclerc,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Daniel Ricciardo,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Esteban Ocon,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Fernando Alonso,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,George Russell,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Kimi Räikkönen,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Lance Stroll,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Lando Norris,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Lewis Hamilton,0,0,1.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Max Verstappen,0,0,2.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Mick Schumacher,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Nicholas Latifi,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Nikita Mazepin,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Pierre Gasly,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Robert Kubica,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Sebastian Vettel,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Sergio Perez,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Valtteri Bottas,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
2021,0,Yuki Tsunoda,0,0,0.0,3,0,0,2,0.0,0.0,0.6666666666666666,0.00
