SprintIndex,SeasonID,RaceID,LapNumber,LapNumberFlow,Team,1_Laptime,14_Laptime,1_PaceDiff,14_PaceDiff,1_PaceDiffClear,14_PaceDiffClear,PaceMarker,PaceDiffTeammateDelta,PaceDiffTeammateBetter,PaceDiffClearTeammateDelta,PaceDiffClearTeammateBetter,PaceDiffTeammateMean,PaceDiffTeammateMeanInt,PaceDiffClearTeammateMean,PaceDiffClearTeammateMeanInt
1,2022,2022011,1.0,1,Mercedes,,,,,,,,-,-,-,,-,,-,
1,2022,2022011,2.0,2,Mercedes,,,,,,,,-,-,-,,-,,-,
1,2022,2022011,3.0,3,Mercedes,99.075,99.725,-1.188,-0.538,-1.188,-0.538,100.262,0.650,1.0,0.650,1,-0.863,-0.863,-0.863,-0.863
1,2022,2022011,4.0,4,Mercedes,98.892,99.772,-1.379,-0.499,-1.379,-0.499,100.326,0.880,1.0,0.880,1,-0.939,-0.9390000000000001,-0.939,-0.9390000000000001
1,2022,2022011,5.0,5,Mercedes,98.923,99.041,-1.517,-1.399,-1.517,-1.399,100.658,0.118,1.0,0.118,1,-1.458,-1.458,-1.458,-1.458
1,2022,2022011,6.0,6,Mercedes,99.707,99.605,-0.972,-1.074,-1.376,-1.074,100.765,-0.102,14.0,0.302,1,-1.023,-1.0230000000000001,-1.225,-1.225
1,2022,2022011,7.0,7,Mercedes,99.682,99.934,-1.081,-0.829,-1.081,-1.096,100.841,0.252,1.0,-0.015,14,-0.955,-0.955,-1.089,-1.0885
1,2022,2022011,8.0,8,Mercedes,99.758,99.729,-1.146,-1.175,-1.146,-1.175,101.054,-0.029,14.0,-0.029,14,-1.160,-1.1604999999999999,-1.160,-1.1604999999999999
1,2022,2022011,9.0,9,Mercedes,100.274,100.158,-0.807,-0.923,-0.807,-0.923,101.154,-0.116,14.0,-0.116,14,-0.865,-0.865,-0.865,-0.865
1,2022,2022011,10.0,10,Mercedes,101.581,100.236,0.279,-1.066,0.279,-1.066,101.505,-1.345,14.0,-1.345,14,-0.394,-0.3935,-0.394,-0.3935
1,2022,2022011,11.0,11,Mercedes,,100.358,,-0.994,,-0.994,101.352,-,-,-,,-,-0.6203333333333334,-,-0.6203333333333334
1,2022,2022011,12.0,12,Mercedes,,100.215,,-1.017,,-1.017,101.267,-,-,-,,-,-0.8471666666666667,-,-0.8471666666666667
