SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,1,1.0,0,0,-,0,1,0,0,,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,2,1.0,1,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,3.0,3,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,3,2.0,1,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,4.0,4,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,4,3.0,1,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,5.0,5,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,5,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,6.0,6,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,6,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,7.0,7,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,7,4.0,0,0,0.199,1,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,8.0,8,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,8,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,9.0,9,94.638,94.638,0,0,-,-,1.504,-0.060,1.534,28,1.504,-0.060,1.534,28,1.564,I,#50A078,9,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,10.0,10,92.13,92.13,0,0,93.384,2.508,2.593,0.542,2.322,4,2.593,0.542,2.322,4,2.051,I,#50A078,10,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,11.0,11,92.189,92.189,0,0,92.16,0.059,2.029,-0.230,2.144,28,2.029,-0.230,2.144,28,2.259,I,#50A078,11,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,12.0,12,91.778,91.778,0,0,91.983,0.411,1.891,-0.488,2.135,28,1.891,-0.488,2.135,28,2.379,I,#50A078,12,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,13.0,13,91.318,91.318,0,0,91.548,0.460,1.788,0.059,1.759,4,1.788,0.059,1.759,4,1.729,I,#50A078,13,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,14.0,14,90.795,90.795,0,0,91.056,0.523,1.892,-0.240,2.012,28,1.892,-0.240,2.012,28,2.132,I,#50A078,14,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,15.0,15,90.226,90.226,0,0,90.511,0.569,2.17,0.117,2.111,4,2.170,0.117,2.111,4,2.053,I,#50A078,15,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,16.0,16,89.952,89.952,0,0,90.089,0.274,2.471,0.770,2.086,4,2.471,0.770,2.086,4,1.701,I,#50A078,16,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,17.0,17,90.264,90.264,0,0,90.108,0.312,2.59,0.432,2.374,4,2.590,0.432,2.374,4,2.158,I,#50A078,17,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,18.0,18,90.146,90.146,0,0,90.205,0.118,2.811,-0.003,2.812,28,2.811,-0.003,2.812,28,2.814,I,#50A078,18,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,19.0,19,90.551,90.551,0,0,90.348,0.405,2.232,0.265,2.099,4,2.232,-0.400,2.432,28,1.967,I,#50A078,19,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,20.0,20,90.71,90.71,0,0,90.63,0.159,1.69,-0.551,1.966,28,1.690,-0.551,1.966,28,2.241,I,#50A078,20,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,21.0,21,90.234,90.234,0,0,90.472,0.476,1.798,-0.507,2.051,28,1.798,-0.507,2.051,28,2.305,I,#50A078,21,4.0,0,1,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,22.0,22,90.3,90.3,0,0,90.267,0.066,1.707,-0.086,1.750,28,1.707,-0.086,1.750,28,1.793,I,#50A078,22,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,23.0,23,89.922,89.922,0,0,90.111,0.378,1.919,-0.183,2.010,28,1.919,-0.183,2.010,28,2.102,I,#50A078,23,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,24.0,24,89.687,89.687,0,0,89.804,0.235,1.872,-0.061,1.903,28,1.872,-0.061,1.903,28,1.933,I,#50A078,24,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,25.0,25,89.601,89.601,0,0,89.644,0.086,1.648,-0.306,1.801,28,1.648,-0.306,1.801,28,1.954,I,#50A078,25,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,26.0,26,89.16,89.16,0,0,89.38,0.441,1.837,-0.027,1.851,28,1.837,-0.027,1.851,28,1.864,I,#50A078,26,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,27.0,27,89.25,89.25,0,0,89.205,0.090,1.488,-0.213,1.595,28,1.488,-0.213,1.595,28,1.701,I,#50A078,27,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,28.0,28,89.097,89.097,0,0,89.173,0.153,1.312,-0.468,1.546,28,1.312,-0.468,1.546,28,1.78,I,#50A078,28,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,29.0,29,88.357,88.357,0,0,88.727,0.740,1.702,-0.169,1.786,28,1.702,-0.169,1.786,28,1.871,I,#50A078,29,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,30.0,30,88.032,88.032,0,0,88.194,0.325,1.937,0.299,1.788,4,1.937,0.299,1.788,4,1.638,I,#50A078,30,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,31.0,31,87.695,87.695,0,0,87.863,0.337,2.068,0.221,1.958,4,2.068,0.221,1.958,4,1.847,I,#50A078,31,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,32.0,32,87.8,87.8,0,0,87.748,0.105,2.067,1.579,1.278,4,2.067,0.271,1.931,4,0.488,I,#50A078,32,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,33.0,33,87.495,87.495,0,0,87.648,0.305,0.427,0.731,0.061,4,0.427,0.731,0.061,4,-0.304,I,#50A078,33,4.0,0,0,0.199,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,34.0,34,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,34,4.0,1,0,0.199,0,1,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,35.0,35,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,2,5.0,0,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,36.0,36,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,3,5.0,0,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,37.0,37,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,4,5.0,0,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,38.0,38,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,5,5.0,0,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,39.0,39,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,6,5.0,0,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,40.0,40,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,7,5.0,0,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,41.0,41,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,8,5.0,0,0,-,1,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,42.0,42,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,9,5.0,0,0,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,43.0,43,82.167,82.167,0,0,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,10,5.0,0,1,-,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,44.0,44,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,H,#A5AFB9,11,5.0,1,0,-,0,0,0,0,0.0,6
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,45.0,45,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,1,6.0,0,0,0.419,0,0,0,0,0.0,6
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,46.0,46,91.567,91.567,0,0,-,-,-,-,-,-,-,-,-,-,,I,#50A078,2,6.0,0,0,0.419,0,0,0,0,1.0,3
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,47.0,47,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,3,6.0,0,0,0.419,0,1,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,48.0,48,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,4,6.0,0,0,0.419,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,49.0,49,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,5,6.0,0,0,0.419,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,50.0,50,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,6,6.0,0,0,0.419,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,51.0,51,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,7,6.0,0,0,0.419,1,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,52.0,52,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,8,6.0,0,0,0.419,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,53.0,53,90.482,90.482,0,0,-,-,1.651,1.327,0.988,4,1.651,1.327,0.988,4,0.324,I,#50A078,9,6.0,0,0,0.419,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,54.0,54,89.428,89.428,0,0,89.955,1.054,1.646,3.079,0.106,4,1.646,3.079,0.106,4,-1.433,I,#50A078,10,6.0,0,1,0.419,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,55.0,55,89.195,89.195,0,0,89.312,0.233,1.252,0.856,0.824,4,1.252,0.856,0.824,4,0.396,I,#50A078,11,6.0,0,0,0.419,0,0,0,0,0.0,1
1,2025,2025011,0,9,4,4-9,NOR,Lando Norris,4,#EE853F,56.0,56,87.996,87.996,0,0,88.595,1.199,1.824,0.563,1.542,4,1.824,0.563,1.542,4,1.261,I,#50A078,12,6.0,0,0,0.419,0,0,0,0,0.0,1
