Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes,SeasonID,SprintIndex,EventIndex,EventNumber
44,HAM,,1.0,1.0,,,M,1,7,1.0,2025020,0,0,0,0,,1,,,,96.937,,,,,-,,,#F0E628,1,1.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,-,2025,0,1,2
44,HAM,,2.0,1.0,,,M,1,8,1.0,2025020,0,0,0,0,,1,,,,96.937,,,,,-,,,#F0E628,1,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.151,3.0,1.0,,,M,1,9,1.0,2025020,0,0,0,0,,0,,96.151,,96.937,96.966,96.966,-0.815,-0.815,-,,,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.064,4.0,1.0,,,M,1,10,1.0,2025020,0,0,0,0,0.0870000000000033,0,96.107,96.064,96.107,96.937,96.969,96.93,-0.866,-0.866,0.043,-0.043,0.043,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.684,5.0,1.0,,,M,1,11,1.0,2025020,0,0,0,0,0.6200000000000045,0,96.374,96.206,96.135,96.937,97.268,97.181,-0.497,-0.975,0.549,0.549,,#F0E628,1,0.0,1,0.5487,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.349,6.0,1.0,,,M,1,12,1.0,2025020,0,0,0,0,0.3349999999999937,0,96.517,96.349,96.278,96.937,97.324,97.278,-0.929,-0.929,0.071,0.071,0.071,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.617,7.0,1.0,,,M,1,13,1.0,2025020,0,0,0,0,0.2680000000000007,0,96.483,96.617,96.483,96.937,97.342,97.317,-0.7,-0.7,0.134,0.134,0.134,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.003,8.0,1.0,,,M,1,14,1.0,2025020,0,0,0,0,0.6140000000000043,0,96.31,96.003,96.31,96.937,97.557,97.557,-1.554,-1.554,0.307,-0.307,0.307,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.941,9.0,1.0,,,M,1,15,1.0,2025020,0,0,0,0,0.9380000000000024,0,96.472,96.438,96.22,96.937,98.052,97.892,-0.951,-1.454,0.721,0.721,,#F0E628,1,0.0,1,0.7208,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.872,10.0,1.0,,,M,1,16,1.0,2025020,0,0,0,0,0.0690000000000026,0,96.906,96.872,96.655,96.937,98.221,98.196,-1.324,-1.324,0.217,0.217,0.217,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.702,11.0,1.0,,,M,1,17,1.0,2025020,0,0,0,0,0.1700000000000017,0,96.787,96.702,96.787,96.937,98.552,98.418,-1.716,-1.716,0.085,-0.085,0.085,#F0E628,0,0.0,0,,0,96.937,0.206,0,1,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,96.926,12.0,1.0,,,M,1,18,1.0,2025020,0,0,0,0,0.2240000000000037,0,96.814,96.926,96.814,96.937,98.4,98.4,-1.474,-1.474,0.112,0.112,0.112,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,97.366,13.0,1.0,,,M,1,19,1.0,2025020,0,0,0,0,0.4399999999999977,0,97.146,97.366,97.146,96.937,98.361,98.361,-0.995,-0.995,0.22,0.22,0.22,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,97.507,14.0,1.0,,,M,1,20,1.0,2025020,0,0,0,0,0.1410000000000053,0,97.436,97.507,97.436,96.937,98.708,98.679,-1.172,-1.172,0.071,0.071,0.071,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,98.03,15.0,1.0,,,M,1,21,1.0,2025020,0,0,0,0,0.5229999999999961,0,97.768,97.568,97.538,96.937,99.096,98.902,-0.872,-1.334,0.492,0.492,,#F0E628,1,0.0,1,0.4925,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,97.629,16.0,1.0,,,M,1,22,1.0,2025020,0,0,0,0,0.4009999999999962,0,97.83,97.629,97.598,96.937,98.947,98.915,-1.286,-1.286,0.031,0.031,0.031,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,97.611,17.0,1.0,,,M,1,23,1.0,2025020,0,0,0,0,0.0180000000000006,0,97.62,97.611,97.62,96.937,99.25,99.032,-1.421,-1.421,0.009,-0.009,0.009,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,97.349,18.0,1.0,,,M,1,24,1.0,2025020,0,0,0,0,0.2620000000000004,0,97.48,97.349,97.48,96.937,99.244,99.219,-1.87,-1.87,0.131,-0.131,0.131,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
44,HAM,97.132,19.0,1.0,,,M,1,25,1.0,2025020,0,0,0,0,0.2169999999999987,0,97.24,97.132,97.24,96.937,100.692,100.692,-3.56,-3.56,0.108,-0.108,0.108,#F0E628,0,0.0,0,,0,96.937,0.206,0,0,1,1,Lewis Hamilton,Lewis,Hamilton,#CC1400,0.0,2025,0,1,2
81,PIA,,1.0,1.0,,,M,1,5,3.0,2025020,0,0,0,0,,1,,,,97.179,,,,,-,,,#F0E628,1,1.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,-,2025,0,1,2
81,PIA,,2.0,1.0,,,M,1,6,3.0,2025020,0,0,0,0,,1,,,,97.179,,,,,-,,,#F0E628,1,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,96.116,3.0,1.0,,,M,1,7,3.0,2025020,0,0,0,0,,0,,96.116,,97.179,96.966,96.966,-0.85,-0.85,-,,,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,95.893,4.0,1.0,,,M,1,8,3.0,2025020,0,0,0,0,0.2229999999999989,0,96.004,95.893,96.004,97.179,96.969,96.93,-1.037,-1.037,0.112,-0.112,0.112,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,96.349,5.0,1.0,,,M,1,9,3.0,2025020,0,0,0,0,0.456000000000003,0,96.121,96.349,96.121,97.179,97.268,97.181,-0.832,-0.832,0.228,0.228,0.228,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,96.316,6.0,1.0,,,M,1,10,3.0,2025020,0,0,0,0,0.0330000000000012,0,96.333,96.316,96.333,97.179,97.324,97.278,-0.962,-0.962,0.017,-0.017,0.017,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,95.854,7.0,1.0,,,M,1,11,3.0,2025020,0,0,0,0,0.4620000000000033,0,96.085,95.854,96.085,97.179,97.342,97.317,-1.463,-1.463,0.231,-0.231,0.231,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,96.666,8.0,1.0,,,M,1,12,3.0,2025020,0,0,0,0,0.8119999999999976,0,96.26,96.666,96.26,97.179,97.557,97.557,-0.891,-0.891,0.406,0.406,0.406,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,97.157,9.0,1.0,,,M,1,13,3.0,2025020,0,0,0,0,0.4909999999999996,0,96.911,97.157,96.911,97.179,98.052,97.892,-0.735,-0.735,0.246,0.246,0.246,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,96.399,10.0,1.0,,,M,1,14,3.0,2025020,0,0,0,0,0.7579999999999956,0,96.778,96.399,96.778,97.179,98.221,98.196,-1.797,-1.797,0.379,-0.379,0.379,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,96.851,11.0,1.0,,,M,1,15,3.0,2025020,0,0,0,0,0.4519999999999982,0,96.625,96.851,96.625,97.179,98.552,98.418,-1.567,-1.567,0.226,0.226,0.226,#F0E628,0,0.0,0,,0,97.179,0.21,0,1,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,97.326,12.0,1.0,,,M,1,16,3.0,2025020,0,0,0,0,0.4749999999999943,0,97.088,97.326,97.088,97.179,98.4,98.4,-1.074,-1.074,0.237,0.237,0.237,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,97.212,13.0,1.0,,,M,1,17,3.0,2025020,0,0,0,0,0.1139999999999901,0,97.269,97.212,97.269,97.179,98.361,98.361,-1.149,-1.149,0.057,-0.057,0.057,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,97.852,14.0,1.0,,,M,1,18,3.0,2025020,0,0,0,0,0.6400000000000006,0,97.532,97.852,97.532,97.179,98.708,98.679,-0.827,-0.827,0.32,0.32,0.32,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,98.117,15.0,1.0,,,M,1,19,2.0,2025020,0,0,0,0,0.2650000000000005,0,97.984,98.117,97.984,97.179,99.096,98.902,-0.785,-0.785,0.133,0.133,0.133,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,1.0,2025,0,1,2
81,PIA,98.741,16.0,1.0,,,M,1,20,2.0,2025020,0,0,0,0,0.6239999999999952,0,98.429,98.741,98.429,97.179,98.947,98.915,-0.174,-0.174,0.312,0.312,0.312,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,98.748,17.0,1.0,,,M,1,21,2.0,2025020,0,0,0,0,0.007000000000005,0,98.744,98.748,98.744,97.179,99.25,99.032,-0.284,-0.284,0.004,0.004,0.004,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,98.612,18.0,1.0,,,M,1,22,2.0,2025020,0,0,0,0,0.1360000000000099,0,98.68,98.612,98.68,97.179,99.244,99.219,-0.607,-0.607,0.068,-0.068,0.068,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
81,PIA,97.836,19.0,1.0,,,M,1,23,2.0,2025020,0,0,0,0,0.7759999999999962,0,98.224,97.836,98.224,97.179,100.692,100.692,-2.856,-2.856,0.388,-0.388,0.388,#F0E628,0,0.0,0,,0,97.179,0.21,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0,2025,0,1,2
1,VER,,1.0,1.0,,,M,1,4,2.0,2025020,0,0,0,0,,1,,,,97.448,,,,,-,,,#F0E628,1,1.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,-,2025,0,1,2
1,VER,,2.0,1.0,,,M,1,5,2.0,2025020,0,0,0,0,,1,,,,97.448,,,,,-,,,#F0E628,1,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,95.997,3.0,1.0,,,M,1,6,2.0,2025020,0,0,0,0,,0,,95.997,,97.448,96.966,96.966,-0.969,-0.969,-,,,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,96.083,4.0,1.0,,,M,1,7,2.0,2025020,0,0,0,0,0.0859999999999985,0,96.04,96.083,96.04,97.448,96.969,96.93,-0.847,-0.847,0.043,0.043,0.043,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,96.728,5.0,1.0,,,M,1,8,2.0,2025020,0,0,0,0,0.644999999999996,0,96.405,96.373,96.228,97.448,97.268,97.181,-0.453,-0.808,0.5,0.5,,#F0E628,1,0.0,1,0.5,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,96.663,6.0,1.0,,,M,1,9,2.0,2025020,0,0,0,0,0.0649999999999977,0,96.696,96.663,96.518,97.448,97.324,97.278,-0.615,-0.615,0.145,0.145,0.145,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,95.943,7.0,1.0,,,M,1,10,2.0,2025020,0,0,0,0,0.7199999999999989,0,96.303,95.943,96.303,97.448,97.342,97.317,-1.374,-1.374,0.36,-0.36,0.36,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,95.955,8.0,1.0,,,M,1,11,2.0,2025020,0,0,0,0,0.0120000000000004,0,95.949,95.955,95.949,97.448,97.557,97.557,-1.602,-1.602,0.006,0.006,0.006,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,97.444,9.0,1.0,,,M,1,12,2.0,2025020,0,0,0,0,1.4890000000000043,0,96.7,96.502,96.229,97.448,98.052,97.892,-0.448,-1.389,1.215,1.215,,#F0E628,1,0.0,1,1.2153,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,97.05,10.0,1.0,,,M,1,13,2.0,2025020,0,0,0,0,0.3940000000000054,0,97.247,97.05,96.776,97.448,98.221,98.196,-1.146,-1.146,0.274,0.274,0.274,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,96.859,11.0,1.0,,,M,1,14,2.0,2025020,0,0,0,0,0.1910000000000025,0,96.954,96.859,96.954,97.448,98.552,98.418,-1.559,-1.559,0.096,-0.096,0.096,#F0E628,0,0.0,0,,0,97.448,0.29,0,1,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,97.239,12.0,1.0,,,M,1,15,2.0,2025020,0,0,0,0,0.3800000000000096,0,97.049,97.239,97.049,97.448,98.4,98.4,-1.161,-1.161,0.19,0.19,0.19,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,97.481,13.0,1.0,,,M,1,16,2.0,2025020,0,0,0,0,0.2419999999999902,0,97.36,97.481,97.36,97.448,98.361,98.361,-0.88,-0.88,0.121,0.121,0.121,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,97.723,14.0,1.0,,,M,1,17,2.0,2025020,0,0,0,0,0.2420000000000044,0,97.602,97.723,97.602,97.448,98.708,98.679,-0.956,-0.956,0.121,0.121,0.121,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,99.172,15.0,1.0,,,M,1,18,3.0,2025020,0,0,0,0,1.448999999999998,0,98.447,99.172,98.447,97.448,99.096,98.902,0.27,0.27,0.725,0.725,0.725,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,-1.0,2025,0,1,2
1,VER,99.625,16.0,1.0,,,M,1,19,3.0,2025020,0,0,0,0,0.4530000000000029,0,99.398,99.625,99.398,97.448,98.947,98.915,0.71,0.71,0.227,0.227,0.227,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,99.163,17.0,1.0,,,M,1,20,3.0,2025020,0,0,0,0,0.4620000000000033,0,99.394,99.163,99.394,97.448,99.25,99.032,0.131,0.131,0.231,-0.231,0.231,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,99.102,18.0,1.0,,,M,1,21,3.0,2025020,0,0,0,0,0.0609999999999928,0,99.132,99.102,99.132,97.448,99.244,99.219,-0.117,-0.117,0.03,-0.03,0.03,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
1,VER,98.393,19.0,1.0,,,M,1,22,3.0,2025020,0,0,0,0,0.7090000000000032,0,98.748,98.393,98.748,97.448,100.692,100.692,-2.299,-2.299,0.355,-0.355,0.355,#F0E628,0,0.0,0,,0,97.448,0.29,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0,2025,0,1,2
63,RUS,,1.0,1.0,,,M,1,9,4.0,2025020,0,0,0,0,,1,,,,97.363,,,,,-,,,#F0E628,1,1.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,-,2025,0,1,2
63,RUS,,2.0,1.0,,,M,1,10,4.0,2025020,0,0,0,0,,1,,,,97.363,,,,,-,,,#F0E628,1,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,96.045,3.0,1.0,,,M,1,11,4.0,2025020,0,0,0,0,,0,,96.045,,97.363,96.966,96.966,-0.921,-0.921,-,,,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,95.891,4.0,1.0,,,M,1,12,4.0,2025020,0,0,0,0,0.1539999999999963,0,95.968,95.891,95.968,97.363,96.969,96.93,-1.039,-1.039,0.077,-0.077,0.077,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,96.394,5.0,1.0,,,M,1,13,4.0,2025020,0,0,0,0,0.5030000000000001,0,96.143,96.126,96.008,97.363,97.268,97.181,-0.787,-1.055,0.386,0.386,,#F0E628,1,0.0,1,0.3855,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,96.361,6.0,1.0,,,M,1,14,4.0,2025020,0,0,0,0,0.0330000000000012,0,96.378,96.361,96.244,97.363,97.324,97.278,-0.917,-0.917,0.117,0.117,0.117,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,96.653,7.0,1.0,,,M,1,15,4.0,2025020,0,0,0,0,0.2920000000000016,0,96.507,96.653,96.507,97.363,97.342,97.317,-0.664,-0.664,0.146,0.146,0.146,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,96.719,8.0,1.0,,,M,1,16,4.0,2025020,0,0,0,0,0.0659999999999882,0,96.686,96.719,96.686,97.363,97.557,97.557,-0.838,-0.838,0.033,0.033,0.033,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,96.949,9.0,1.0,,,M,1,17,4.0,2025020,0,0,0,0,0.2300000000000039,0,96.834,96.949,96.834,97.363,98.052,97.892,-0.943,-0.943,0.115,0.115,0.115,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,97.323,10.0,1.0,,,M,1,18,4.0,2025020,0,0,0,0,0.3739999999999952,0,97.136,97.323,97.136,97.363,98.221,98.196,-0.873,-0.873,0.187,0.187,0.187,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,97.753,11.0,1.0,,,M,1,19,4.0,2025020,0,0,0,0,0.4300000000000068,0,97.538,97.506,97.414,97.363,98.552,98.418,-0.665,-0.912,0.339,0.339,,#F0E628,1,0.0,1,0.3388,0,97.363,0.164,0,1,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,97.688,12.0,1.0,,,M,1,20,4.0,2025020,0,0,0,0,0.0649999999999977,0,97.72,97.688,97.597,97.363,98.4,98.4,-0.712,-0.712,0.091,0.091,0.091,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,97.442,13.0,1.0,,,M,1,21,4.0,2025020,0,0,0,0,0.2460000000000093,0,97.565,97.442,97.565,97.363,98.361,98.361,-0.919,-0.919,0.123,-0.123,0.123,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,98.041,14.0,1.0,,,M,1,22,4.0,2025020,0,0,0,0,0.5990000000000038,0,97.742,98.041,97.742,97.363,98.708,98.679,-0.638,-0.638,0.299,0.299,0.299,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,98.304,15.0,1.0,,,M,1,23,4.0,2025020,0,0,0,0,0.2630000000000052,0,98.172,98.304,98.172,97.363,99.096,98.902,-0.598,-0.598,0.132,0.132,0.132,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,98.083,16.0,1.0,,,M,1,24,4.0,2025020,0,0,0,0,0.2210000000000036,0,98.194,98.083,98.194,97.363,98.947,98.915,-0.832,-0.832,0.111,-0.111,0.111,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,98.186,17.0,1.0,,,M,1,25,4.0,2025020,0,0,0,0,0.1030000000000086,0,98.134,98.186,98.134,97.363,99.25,99.032,-0.846,-0.846,0.052,0.052,0.052,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,98.313,18.0,1.0,,,M,1,26,4.0,2025020,0,0,0,0,0.1269999999999953,0,98.25,98.313,98.25,97.363,99.244,99.219,-0.906,-0.906,0.063,0.063,0.063,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
63,RUS,99.034,19.0,1.0,,,M,1,27,4.0,2025020,0,0,0,0,0.7210000000000036,0,98.674,99.034,98.674,97.363,100.692,100.692,-1.658,-1.658,0.361,0.361,0.361,#F0E628,0,0.0,0,,0,97.363,0.164,0,0,0,1,George Russell,George,Russell,#27F4D2,0.0,2025,0,1,2
16,LEC,,1.0,1.0,,,M,1,7,5.0,2025020,0,0,0,0,,1,,,,97.351,,,,,-,,,#F0E628,1,1.0,0,,0,97.351,0.179,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,-,2025,0,1,2
16,LEC,,2.0,1.0,,,M,1,8,5.0,2025020,0,0,0,0,,1,,,,97.351,,,,,-,,,#F0E628,1,0.0,0,,0,97.351,0.179,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2025,0,1,2
16,LEC,96.292,3.0,1.0,,,M,1,9,5.0,2025020,0,0,0,0,,0,,96.292,,97.351,96.966,96.966,-0.674,-0.674,-,,,#F0E628,0,0.0,0,,0,97.351,0.179,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2025,0,1,2
16,LEC,96.255,4.0,1.0,,,M,1,10,5.0,2025020,0,0,0,0,0.0370000000000061,0,96.274,96.255,96.274,97.351,96.969,96.93,-0.675,-0.675,0.019,-0.019,0.019,#F0E628,0,0.0,0,,0,97.351,0.179,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2025,0,1,2
16,LEC,96.524,5.0,1.0,,,M,1,11,5.0,2025020,0,0,0,0,0.2690000000000054,0,96.39,96.524,96.39,97.351,97.268,97.181,-0.657,-0.657,0.135,0.135,0.135,#F0E628,0,0.0,0,,0,97.351,0.179,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2025,0,1,2
16,LEC,96.344,6.0,1.0,,,M,1,12,5.0,2025020,0,0,0,0,0.1800000000000068,0,96.434,96.344,96.434,97.351,97.324,97.278,-0.934,-0.934,0.09,-0.09,0.09,#F0E628,0,0.0,0,,0,97.351,0.179,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2025,0,1,2
16,LEC,96.643,7.0,1.0,,,M,1,13,5.0,2025020,0,0,0,0,0.2990000000000066,0,96.494,96.643,96.494,97.351,97.342,97.317,-0.674,-0.674,0.15,0.15,0.15,#F0E628,0,0.0,0,,0,97.351,0.179,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2025,0,1,2
16,LEC,97.014,8.0,1.0,,,M,1,14,5.0,2025020,0,0,0,0,0.3709999999999951,0,96.828,97.014,96.828,97.351,97.557,97.557,-0.543,-0.543,0.186,0.186,0.186,#F0E628,0,0.0,0,,0,97.351,0.179,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2025,0,1,2
