SprintIndex,SeasonID,RaceID,LapNumber,LapNumberFlow,Team,16_Laptime,20_Laptime,16_PaceDiff,20_PaceDiff,16_PaceDiffClear,20_PaceDiffClear,PaceMarker,PaceDiffTeammateDelta,PaceDiffTeammateBetter,PaceDiffClearTeammateDelta,PaceDiffClearTeammateBetter,PaceDiffTeammateMean,PaceDiffTeammateMeanInt,PaceDiffClearTeammateMean,PaceDiffClearTeammateMeanInt
0,2021,2021100,1.0,1,Haas F1 Team,,,,,,,,-,-,-,,-,,-,
0,2021,2021100,2.0,2,Haas F1 Team,,,,,,,,-,-,-,,-,,-,
0,2021,2021100,3.0,3,Haas F1 Team,93.927,93.462,1.264,0.799,1.264,0.799,92.663,-0.465,20.0,-0.465,20,1.032,1.0315,1.032,1.0315
0,2021,2021100,4.0,4,Haas F1 Team,93.562,93.587,1.063,1.088,1.063,1.088,92.536,0.025,16.0,0.025,16,1.075,1.0755,1.075,1.0755
0,2021,2021100,5.0,5,Haas F1 Team,94.658,94.121,2.123,1.586,2.123,1.198,93.492,-0.537,20.0,-0.925,20,1.855,1.8545000000000003,1.661,1.6605
0,2021,2021100,6.0,6,Haas F1 Team,94.701,93.879,2.16,1.338,2.16,1.338,92.571,-0.822,20.0,-0.822,20,1.749,1.749,1.749,1.749
0,2021,2021100,7.0,7,Haas F1 Team,94.747,94.42,2.223,1.896,2.223,1.54,92.542,-0.327,20.0,-0.683,20,2.059,2.0595,1.881,1.8815
0,2021,2021100,8.0,8,Haas F1 Team,94.935,94.249,2.453,1.767,2.453,1.767,92.482,-0.686,20.0,-0.686,20,2.110,2.11,2.110,2.11
0,2021,2021100,9.0,9,Haas F1 Team,94.059,94.034,1.593,1.568,1.593,1.568,92.665,-0.025,20.0,-0.025,20,1.581,1.5805,1.581,1.5805
0,2021,2021100,10.0,10,Haas F1 Team,94.05,93.82,1.667,1.437,1.667,1.437,92.389,-0.230,20.0,-0.230,20,1.552,1.552,1.552,1.552
0,2021,2021100,11.0,11,Haas F1 Team,93.252,94.211,1.039,1.998,1.039,1.693,92.268,0.959,16.0,0.654,16,1.518,1.5185,1.366,1.366
0,2021,2021100,12.0,12,Haas F1 Team,93.685,93.993,1.539,1.847,1.065,1.847,92.233,0.308,16.0,0.782,16,1.693,1.693,1.456,1.456
0,2021,2021100,13.0,13,Haas F1 Team,93.169,94.031,1.062,1.924,1.062,1.924,92.147,0.862,16.0,0.862,16,1.493,1.4929999999999999,1.493,1.4929999999999999
0,2021,2021100,14.0,14,Haas F1 Team,93.273,94.074,1.24,2.041,1.24,2.041,92.061,0.801,16.0,0.801,16,1.640,1.6404999999999998,1.640,1.6404999999999998
0,2021,2021100,15.0,15,Haas F1 Team,92.567,94.208,0.551,2.192,0.551,2.192,92.067,1.641,16.0,1.641,16,1.372,1.3715000000000002,1.372,1.3715000000000002
0,2021,2021100,16.0,16,Haas F1 Team,93.116,94.31,1.228,2.422,0.811,2.422,91.921,1.194,16.0,1.611,16,1.825,1.8250000000000002,1.617,1.6165
0,2021,2021100,17.0,17,Haas F1 Team,92.831,93.891,1.036,2.096,1.036,2.096,91.795,1.060,16.0,1.060,16,1.566,1.566,1.566,1.566
0,2021,2021140,1.0,18,Haas F1 Team,,,,,,,,-,-,-,,-,,-,
0,2021,2021140,2.0,19,Haas F1 Team,,,,,,,,-,-,-,,-,,-,
0,2021,2021140,3.0,20,Haas F1 Team,,,,,,,,-,-,-,,-,,-,
0,2021,2021140,4.0,21,Haas F1 Team,,,,,,,,-,-,-,,-,,-,
