SprintIndex,SeasonID,RaceID,EventIndex,EventAbbreviation,LapNumberFlow,EventAbbMiddleMarker,EventAbbBarsMarker
2,2021,2021111,11,HUN,668,0,0
2,2021,2021111,11,HUN,669,0,0
2,2021,2021111,11,HUN,670,0,0
2,2021,2021111,11,HUN,671,0,0
2,2021,2021111,11,HUN,672,0,0
2,2021,2021111,11,HUN,673,0,0
2,2021,2021111,11,HUN,674,0,0
2,2021,2021111,11,HUN,675,0,0
2,2021,2021111,11,HUN,676,0,0
2,2021,2021111,11,HUN,677,0,0
2,2021,2021111,11,HUN,678,0,0
2,2021,2021111,11,HUN,679,0,0
2,2021,2021111,11,HUN,680,4,1
2,2021,2021111,11,HUN,681,0,0
2,2021,2021111,11,HUN,682,0,0
2,2021,2021111,11,HUN,683,0,0
2,2021,2021111,11,HUN,684,0,0
2,2021,2021111,11,HUN,685,0,0
2,2021,2021111,11,HUN,686,0,0
2,2021,2021111,11,HUN,687,0,0
2,2021,2021111,11,HUN,688,0,0
2,2021,2021111,11,HUN,689,0,0
2,2021,2021111,11,HUN,690,0,0
2,2021,2021111,11,HUN,691,0,0
2,2021,2021111,11,HUN,692,0,0
2,2021,2021111,11,HUN,693,0,0
2,2021,2021111,11,HUN,694,0,0
2,2021,2021111,11,HUN,695,0,0
2,2021,2021111,11,HUN,696,0,0
2,2021,2021111,11,HUN,697,0,0
2,2021,2021111,11,HUN,698,0,0
2,2021,2021111,11,HUN,699,0,0
2,2021,2021111,11,HUN,700,0,0
2,2021,2021111,11,HUN,701,0,0
2,2021,2021111,11,HUN,702,0,0
2,2021,2021111,11,HUN,703,0,0
2,2021,2021111,11,HUN,704,0,0
2,2021,2021111,11,HUN,705,0,0
2,2021,2021111,11,HUN,706,0,0
2,2021,2021111,11,HUN,707,0,0
2,2021,2021111,11,HUN,708,0,0
2,2021,2021111,11,HUN,709,0,0
2,2021,2021111,11,HUN,710,0,0
2,2021,2021111,11,HUN,711,0,0
2,2021,2021111,11,HUN,712,0,0
2,2021,2021111,11,HUN,713,0,0
2,2021,2021111,11,HUN,714,0,0
2,2021,2021111,11,HUN,715,0,0
2,2021,2021121,12,BEL,716,1,0
2,2021,2021121,12,BEL,717,4,1
2,2021,2021121,12,BEL,718,0,0
2,2021,2021131,13,NLD,719,1,0
2,2021,2021131,13,NLD,720,0,0
2,2021,2021131,13,NLD,721,0,0
2,2021,2021131,13,NLD,722,0,0
2,2021,2021131,13,NLD,723,0,0
2,2021,2021131,13,NLD,724,0,0
2,2021,2021131,13,NLD,725,0,0
2,2021,2021131,13,NLD,726,0,0
2,2021,2021131,13,NLD,727,0,0
2,2021,2021131,13,NLD,728,0,0
2,2021,2021131,13,NLD,729,0,0
2,2021,2021131,13,NLD,730,0,0
2,2021,2021131,13,NLD,731,0,0
2,2021,2021131,13,NLD,732,0,0
2,2021,2021131,13,NLD,733,0,0
2,2021,2021131,13,NLD,734,0,0
2,2021,2021131,13,NLD,735,0,0
2,2021,2021131,13,NLD,736,0,0
2,2021,2021131,13,NLD,737,0,0
2,2021,2021131,13,NLD,738,0,0
2,2021,2021131,13,NLD,739,0,0
2,2021,2021131,13,NLD,740,0,0
2,2021,2021131,13,NLD,741,0,0
2,2021,2021131,13,NLD,742,0,0
2,2021,2021131,13,NLD,743,0,0
2,2021,2021131,13,NLD,744,0,0
2,2021,2021131,13,NLD,745,0,0
2,2021,2021131,13,NLD,746,0,0
2,2021,2021131,13,NLD,747,0,0
2,2021,2021131,13,NLD,748,0,0
2,2021,2021131,13,NLD,749,0,0
2,2021,2021131,13,NLD,750,0,0
2,2021,2021131,13,NLD,751,0,0
2,2021,2021131,13,NLD,752,0,0
2,2021,2021131,13,NLD,753,0,0
2,2021,2021131,13,NLD,754,4,1
2,2021,2021131,13,NLD,755,0,0
2,2021,2021131,13,NLD,756,0,0
2,2021,2021131,13,NLD,757,0,0
2,2021,2021131,13,NLD,758,0,0
2,2021,2021131,13,NLD,759,0,0
2,2021,2021131,13,NLD,760,0,0
2,2021,2021131,13,NLD,761,0,0
2,2021,2021131,13,NLD,762,0,0
2,2021,2021131,13,NLD,763,0,0
2,2021,2021131,13,NLD,764,0,0
2,2021,2021131,13,NLD,765,0,0
2,2021,2021131,13,NLD,766,0,0
2,2021,2021131,13,NLD,767,0,0
2,2021,2021131,13,NLD,768,0,0
2,2021,2021131,13,NLD,769,0,0
2,2021,2021131,13,NLD,770,0,0
2,2021,2021131,13,NLD,771,0,0
2,2021,2021131,13,NLD,772,0,0
2,2021,2021131,13,NLD,773,0,0
2,2021,2021131,13,NLD,774,0,0
2,2021,2021131,13,NLD,775,0,0
2,2021,2021131,13,NLD,776,0,0
2,2021,2021131,13,NLD,777,0,0
2,2021,2021131,13,NLD,778,0,0
2,2021,2021131,13,NLD,779,0,0
2,2021,2021131,13,NLD,780,0,0
2,2021,2021131,13,NLD,781,0,0
2,2021,2021131,13,NLD,782,0,0
2,2021,2021131,13,NLD,783,0,0
2,2021,2021131,13,NLD,784,0,0
2,2021,2021131,13,NLD,785,0,0
2,2021,2021131,13,NLD,786,0,0
2,2021,2021131,13,NLD,787,0,0
2,2021,2021131,13,NLD,788,0,0
2,2021,2021131,13,NLD,789,0,0
2,2021,2021131,13,NLD,790,0,0
2,2021,2021140,14,ITA*,791,1,0
2,2021,2021140,14,ITA*,792,0,0
2,2021,2021140,14,ITA*,793,0,0
2,2021,2021140,14,ITA*,794,0,0
2,2021,2021140,14,ITA*,795,0,0
2,2021,2021140,14,ITA*,796,0,0
2,2021,2021140,14,ITA*,797,0,0
2,2021,2021140,14,ITA*,798,0,0
2,2021,2021140,14,ITA*,799,3,1
2,2021,2021140,14,ITA*,800,0,0
2,2021,2021140,14,ITA*,801,0,0
2,2021,2021140,14,ITA*,802,0,0
2,2021,2021140,14,ITA*,803,0,0
2,2021,2021140,14,ITA*,804,0,0
2,2021,2021140,14,ITA*,805,0,0
2,2021,2021140,14,ITA*,806,0,0
2,2021,2021140,14,ITA*,807,0,0
2,2021,2021140,14,ITA*,808,0,0
2,2021,2021141,15,ITA*,809,2,0
2,2021,2021141,15,ITA*,810,0,0
2,2021,2021141,15,ITA*,811,0,0
2,2021,2021141,15,ITA*,812,0,0
2,2021,2021141,15,ITA*,813,0,0
2,2021,2021141,15,ITA*,814,0,0
2,2021,2021141,15,ITA*,815,0,0
2,2021,2021141,15,ITA*,816,0,0
2,2021,2021141,15,ITA*,817,0,0
2,2021,2021141,15,ITA*,818,0,0
2,2021,2021141,15,ITA*,819,0,0
2,2021,2021141,15,ITA*,820,0,0
2,2021,2021141,15,ITA*,821,0,0
2,2021,2021141,15,ITA*,822,0,0
2,2021,2021141,15,ITA*,823,0,0
2,2021,2021141,15,ITA*,824,0,0
2,2021,2021141,15,ITA*,825,0,0
2,2021,2021141,15,ITA*,826,4,0
2,2021,2021141,15,ITA*,827,0,0
2,2021,2021141,15,ITA*,828,0,0
2,2021,2021141,15,ITA*,829,0,0
2,2021,2021141,15,ITA*,830,0,0
2,2021,2021141,15,ITA*,831,0,0
2,2021,2021141,15,ITA*,832,0,0
2,2021,2021141,15,ITA*,833,0,0
2,2021,2021141,15,ITA*,834,0,0
2,2021,2021141,15,ITA*,835,3,1
2,2021,2021141,15,ITA*,836,0,0
2,2021,2021141,15,ITA*,837,0,0
2,2021,2021141,15,ITA*,838,0,0
2,2021,2021141,15,ITA*,839,0,0
2,2021,2021141,15,ITA*,840,0,0
2,2021,2021141,15,ITA*,841,0,0
2,2021,2021141,15,ITA*,842,0,0
2,2021,2021141,15,ITA*,843,0,0
2,2021,2021141,15,ITA*,844,0,0
2,2021,2021141,15,ITA*,845,0,0
2,2021,2021141,15,ITA*,846,0,0
2,2021,2021141,15,ITA*,847,0,0
2,2021,2021141,15,ITA*,848,0,0
2,2021,2021141,15,ITA*,849,0,0
2,2021,2021141,15,ITA*,850,0,0
2,2021,2021141,15,ITA*,851,0,0
2,2021,2021141,15,ITA*,852,0,0
2,2021,2021141,15,ITA*,853,0,0
2,2021,2021141,15,ITA*,854,0,0
2,2021,2021141,15,ITA*,855,0,0
2,2021,2021141,15,ITA*,856,0,0
2,2021,2021141,15,ITA*,857,0,0
2,2021,2021141,15,ITA*,858,0,0
2,2021,2021141,15,ITA*,859,0,0
2,2021,2021141,15,ITA*,860,0,0
2,2021,2021141,15,ITA*,861,0,0
2,2021,2021151,16,RUS,862,1,0
2,2021,2021151,16,RUS,863,0,0
2,2021,2021151,16,RUS,864,0,0
2,2021,2021151,16,RUS,865,0,0
2,2021,2021151,16,RUS,866,0,0
2,2021,2021151,16,RUS,867,0,0
2,2021,2021151,16,RUS,868,0,0
2,2021,2021151,16,RUS,869,0,0
2,2021,2021151,16,RUS,870,0,0
2,2021,2021151,16,RUS,871,0,0
2,2021,2021151,16,RUS,872,0,0
2,2021,2021151,16,RUS,873,0,0
2,2021,2021151,16,RUS,874,0,0
2,2021,2021151,16,RUS,875,0,0
2,2021,2021151,16,RUS,876,0,0
2,2021,2021151,16,RUS,877,0,0
2,2021,2021151,16,RUS,878,0,0
2,2021,2021151,16,RUS,879,0,0
2,2021,2021151,16,RUS,880,0,0
2,2021,2021151,16,RUS,881,0,0
2,2021,2021151,16,RUS,882,0,0
2,2021,2021151,16,RUS,883,0,0
2,2021,2021151,16,RUS,884,0,0
2,2021,2021151,16,RUS,885,0,0
2,2021,2021151,16,RUS,886,0,0
2,2021,2021151,16,RUS,887,0,0
2,2021,2021151,16,RUS,888,4,1
2,2021,2021151,16,RUS,889,0,0
2,2021,2021151,16,RUS,890,0,0
2,2021,2021151,16,RUS,891,0,0
2,2021,2021151,16,RUS,892,0,0
2,2021,2021151,16,RUS,893,0,0
2,2021,2021151,16,RUS,894,0,0
2,2021,2021151,16,RUS,895,0,0
2,2021,2021151,16,RUS,896,0,0
2,2021,2021151,16,RUS,897,0,0
2,2021,2021151,16,RUS,898,0,0
2,2021,2021151,16,RUS,899,0,0
2,2021,2021151,16,RUS,900,0,0
2,2021,2021151,16,RUS,901,0,0
2,2021,2021151,16,RUS,902,0,0
2,2021,2021151,16,RUS,903,0,0
2,2021,2021151,16,RUS,904,0,0
2,2021,2021151,16,RUS,905,0,0
2,2021,2021151,16,RUS,906,0,0
2,2021,2021151,16,RUS,907,0,0
2,2021,2021151,16,RUS,908,0,0
2,2021,2021151,16,RUS,909,0,0
2,2021,2021151,16,RUS,910,0,0
2,2021,2021151,16,RUS,911,0,0
2,2021,2021151,16,RUS,912,0,0
2,2021,2021151,16,RUS,913,0,0
2,2021,2021151,16,RUS,914,0,0
2,2021,2021161,17,TUR,915,1,0
2,2021,2021161,17,TUR,916,0,0
2,2021,2021161,17,TUR,917,0,0
2,2021,2021161,17,TUR,918,0,0
2,2021,2021161,17,TUR,919,0,0
2,2021,2021161,17,TUR,920,0,0
2,2021,2021161,17,TUR,921,0,0
2,2021,2021161,17,TUR,922,0,0
2,2021,2021161,17,TUR,923,0,0
2,2021,2021161,17,TUR,924,0,0
2,2021,2021161,17,TUR,925,0,0
2,2021,2021161,17,TUR,926,0,0
2,2021,2021161,17,TUR,927,0,0
2,2021,2021161,17,TUR,928,0,0
2,2021,2021161,17,TUR,929,0,0
2,2021,2021161,17,TUR,930,0,0
2,2021,2021161,17,TUR,931,0,0
2,2021,2021161,17,TUR,932,0,0
2,2021,2021161,17,TUR,933,0,0
2,2021,2021161,17,TUR,934,0,0
2,2021,2021161,17,TUR,935,0,0
2,2021,2021161,17,TUR,936,0,0
2,2021,2021161,17,TUR,937,0,0
2,2021,2021161,17,TUR,938,0,0
2,2021,2021161,17,TUR,939,0,0
2,2021,2021161,17,TUR,940,0,0
2,2021,2021161,17,TUR,941,0,0
2,2021,2021161,17,TUR,942,0,0
2,2021,2021161,17,TUR,943,4,1
2,2021,2021161,17,TUR,944,0,0
2,2021,2021161,17,TUR,945,0,0
2,2021,2021161,17,TUR,946,0,0
2,2021,2021161,17,TUR,947,0,0
2,2021,2021161,17,TUR,948,0,0
2,2021,2021161,17,TUR,949,0,0
2,2021,2021161,17,TUR,950,0,0
2,2021,2021161,17,TUR,951,0,0
2,2021,2021161,17,TUR,952,0,0
2,2021,2021161,17,TUR,953,0,0
2,2021,2021161,17,TUR,954,0,0
2,2021,2021161,17,TUR,955,0,0
2,2021,2021161,17,TUR,956,0,0
2,2021,2021161,17,TUR,957,0,0
2,2021,2021161,17,TUR,958,0,0
2,2021,2021161,17,TUR,959,0,0
2,2021,2021161,17,TUR,960,0,0
2,2021,2021161,17,TUR,961,0,0
2,2021,2021161,17,TUR,962,0,0
2,2021,2021161,17,TUR,963,0,0
2,2021,2021161,17,TUR,964,0,0
2,2021,2021161,17,TUR,965,0,0
2,2021,2021161,17,TUR,966,0,0
2,2021,2021161,17,TUR,967,0,0
2,2021,2021161,17,TUR,968,0,0
2,2021,2021161,17,TUR,969,0,0
2,2021,2021161,17,TUR,970,0,0
2,2021,2021161,17,TUR,971,0,0
2,2021,2021161,17,TUR,972,0,0
2,2021,2021171,18,USA,973,1,0
2,2021,2021171,18,USA,974,0,0
2,2021,2021171,18,USA,975,0,0
2,2021,2021171,18,USA,976,0,0
2,2021,2021171,18,USA,977,0,0
2,2021,2021171,18,USA,978,0,0
2,2021,2021171,18,USA,979,0,0
2,2021,2021171,18,USA,980,0,0
2,2021,2021171,18,USA,981,0,0
2,2021,2021171,18,USA,982,0,0
2,2021,2021171,18,USA,983,0,0
2,2021,2021171,18,USA,984,0,0
2,2021,2021171,18,USA,985,0,0
2,2021,2021171,18,USA,986,0,0
2,2021,2021171,18,USA,987,0,0
2,2021,2021171,18,USA,988,0,0
2,2021,2021171,18,USA,989,0,0
2,2021,2021171,18,USA,990,0,0
2,2021,2021171,18,USA,991,0,0
2,2021,2021171,18,USA,992,0,0
2,2021,2021171,18,USA,993,0,0
2,2021,2021171,18,USA,994,0,0
2,2021,2021171,18,USA,995,0,0
2,2021,2021171,18,USA,996,0,0
2,2021,2021171,18,USA,997,0,0
2,2021,2021171,18,USA,998,0,0
2,2021,2021171,18,USA,999,0,0
2,2021,2021171,18,USA,1000,4,1
2,2021,2021171,18,USA,1001,0,0
2,2021,2021171,18,USA,1002,0,0
2,2021,2021171,18,USA,1003,0,0
2,2021,2021171,18,USA,1004,0,0
2,2021,2021171,18,USA,1005,0,0
2,2021,2021171,18,USA,1006,0,0
2,2021,2021171,18,USA,1007,0,0
2,2021,2021171,18,USA,1008,0,0
2,2021,2021171,18,USA,1009,0,0
2,2021,2021171,18,USA,1010,0,0
2,2021,2021171,18,USA,1011,0,0
2,2021,2021171,18,USA,1012,0,0
2,2021,2021171,18,USA,1013,0,0
2,2021,2021171,18,USA,1014,0,0
2,2021,2021171,18,USA,1015,0,0
2,2021,2021171,18,USA,1016,0,0
2,2021,2021171,18,USA,1017,0,0
2,2021,2021171,18,USA,1018,0,0
2,2021,2021171,18,USA,1019,0,0
2,2021,2021171,18,USA,1020,0,0
2,2021,2021171,18,USA,1021,0,0
2,2021,2021171,18,USA,1022,0,0
2,2021,2021171,18,USA,1023,0,0
2,2021,2021171,18,USA,1024,0,0
2,2021,2021171,18,USA,1025,0,0
2,2021,2021171,18,USA,1026,0,0
2,2021,2021171,18,USA,1027,0,0
2,2021,2021171,18,USA,1028,0,0
2,2021,2021181,19,MEX,1029,1,0
2,2021,2021181,19,MEX,1030,0,0
2,2021,2021181,19,MEX,1031,0,0
2,2021,2021181,19,MEX,1032,0,0
2,2021,2021181,19,MEX,1033,0,0
2,2021,2021181,19,MEX,1034,0,0
2,2021,2021181,19,MEX,1035,0,0
2,2021,2021181,19,MEX,1036,0,0
2,2021,2021181,19,MEX,1037,0,0
2,2021,2021181,19,MEX,1038,0,0
2,2021,2021181,19,MEX,1039,0,0
2,2021,2021181,19,MEX,1040,0,0
2,2021,2021181,19,MEX,1041,0,0
2,2021,2021181,19,MEX,1042,0,0
2,2021,2021181,19,MEX,1043,0,0
2,2021,2021181,19,MEX,1044,0,0
2,2021,2021181,19,MEX,1045,0,0
2,2021,2021181,19,MEX,1046,0,0
2,2021,2021181,19,MEX,1047,0,0
2,2021,2021181,19,MEX,1048,0,0
2,2021,2021181,19,MEX,1049,0,0
2,2021,2021181,19,MEX,1050,0,0
2,2021,2021181,19,MEX,1051,0,0
2,2021,2021181,19,MEX,1052,0,0
2,2021,2021181,19,MEX,1053,0,0
2,2021,2021181,19,MEX,1054,0,0
2,2021,2021181,19,MEX,1055,0,0
2,2021,2021181,19,MEX,1056,0,0
2,2021,2021181,19,MEX,1057,0,0
2,2021,2021181,19,MEX,1058,0,0
2,2021,2021181,19,MEX,1059,0,0
2,2021,2021181,19,MEX,1060,0,0
2,2021,2021181,19,MEX,1061,0,0
2,2021,2021181,19,MEX,1062,0,0
2,2021,2021181,19,MEX,1063,0,0
2,2021,2021181,19,MEX,1064,4,1
2,2021,2021181,19,MEX,1065,0,0
2,2021,2021181,19,MEX,1066,0,0
2,2021,2021181,19,MEX,1067,0,0
2,2021,2021181,19,MEX,1068,0,0
2,2021,2021181,19,MEX,1069,0,0
2,2021,2021181,19,MEX,1070,0,0
2,2021,2021181,19,MEX,1071,0,0
2,2021,2021181,19,MEX,1072,0,0
2,2021,2021181,19,MEX,1073,0,0
2,2021,2021181,19,MEX,1074,0,0
2,2021,2021181,19,MEX,1075,0,0
2,2021,2021181,19,MEX,1076,0,0
2,2021,2021181,19,MEX,1077,0,0
2,2021,2021181,19,MEX,1078,0,0
2,2021,2021181,19,MEX,1079,0,0
2,2021,2021181,19,MEX,1080,0,0
2,2021,2021181,19,MEX,1081,0,0
2,2021,2021181,19,MEX,1082,0,0
2,2021,2021181,19,MEX,1083,0,0
2,2021,2021181,19,MEX,1084,0,0
2,2021,2021181,19,MEX,1085,0,0
2,2021,2021181,19,MEX,1086,0,0
2,2021,2021181,19,MEX,1087,0,0
2,2021,2021181,19,MEX,1088,0,0
2,2021,2021181,19,MEX,1089,0,0
2,2021,2021181,19,MEX,1090,0,0
2,2021,2021181,19,MEX,1091,0,0
2,2021,2021181,19,MEX,1092,0,0
2,2021,2021181,19,MEX,1093,0,0
2,2021,2021181,19,MEX,1094,0,0
2,2021,2021181,19,MEX,1095,0,0
2,2021,2021181,19,MEX,1096,0,0
2,2021,2021181,19,MEX,1097,0,0
2,2021,2021181,19,MEX,1098,0,0
2,2021,2021181,19,MEX,1099,0,0
2,2021,2021190,20,BRA*,1100,1,0
2,2021,2021190,20,BRA*,1101,0,0
2,2021,2021190,20,BRA*,1102,0,0
2,2021,2021190,20,BRA*,1103,0,0
2,2021,2021190,20,BRA*,1104,0,0
2,2021,2021190,20,BRA*,1105,0,0
2,2021,2021190,20,BRA*,1106,0,0
2,2021,2021190,20,BRA*,1107,0,0
2,2021,2021190,20,BRA*,1108,0,0
2,2021,2021190,20,BRA*,1109,0,0
2,2021,2021190,20,BRA*,1110,0,0
2,2021,2021190,20,BRA*,1111,3,1
2,2021,2021190,20,BRA*,1112,0,0
2,2021,2021190,20,BRA*,1113,0,0
2,2021,2021190,20,BRA*,1114,0,0
2,2021,2021190,20,BRA*,1115,0,0
2,2021,2021190,20,BRA*,1116,0,0
2,2021,2021190,20,BRA*,1117,0,0
2,2021,2021190,20,BRA*,1118,0,0
2,2021,2021190,20,BRA*,1119,0,0
2,2021,2021190,20,BRA*,1120,0,0
2,2021,2021190,20,BRA*,1121,0,0
2,2021,2021190,20,BRA*,1122,0,0
2,2021,2021190,20,BRA*,1123,0,0
2,2021,2021191,21,BRA*,1124,2,0
2,2021,2021191,21,BRA*,1125,0,0
2,2021,2021191,21,BRA*,1126,0,0
2,2021,2021191,21,BRA*,1127,0,0
2,2021,2021191,21,BRA*,1128,0,0
2,2021,2021191,21,BRA*,1129,0,0
2,2021,2021191,21,BRA*,1130,0,0
2,2021,2021191,21,BRA*,1131,0,0
2,2021,2021191,21,BRA*,1132,0,0
2,2021,2021191,21,BRA*,1133,0,0
2,2021,2021191,21,BRA*,1134,0,0
2,2021,2021191,21,BRA*,1135,0,0
2,2021,2021191,21,BRA*,1136,0,0
2,2021,2021191,21,BRA*,1137,0,0
2,2021,2021191,21,BRA*,1138,0,0
2,2021,2021191,21,BRA*,1139,0,0
2,2021,2021191,21,BRA*,1140,0,0
2,2021,2021191,21,BRA*,1141,0,0
2,2021,2021191,21,BRA*,1142,0,0
2,2021,2021191,21,BRA*,1143,0,0
2,2021,2021191,21,BRA*,1144,0,0
2,2021,2021191,21,BRA*,1145,0,0
2,2021,2021191,21,BRA*,1146,0,0
2,2021,2021191,21,BRA*,1147,4,0
2,2021,2021191,21,BRA*,1148,0,0
2,2021,2021191,21,BRA*,1149,0,0
2,2021,2021191,21,BRA*,1150,0,0
2,2021,2021191,21,BRA*,1151,0,0
2,2021,2021191,21,BRA*,1152,0,0
2,2021,2021191,21,BRA*,1153,0,0
2,2021,2021191,21,BRA*,1154,0,0
2,2021,2021191,21,BRA*,1155,0,0
2,2021,2021191,21,BRA*,1156,0,0
2,2021,2021191,21,BRA*,1157,0,0
2,2021,2021191,21,BRA*,1158,0,0
2,2021,2021191,21,BRA*,1159,3,1
2,2021,2021191,21,BRA*,1160,0,0
2,2021,2021191,21,BRA*,1161,0,0
2,2021,2021191,21,BRA*,1162,0,0
2,2021,2021191,21,BRA*,1163,0,0
2,2021,2021191,21,BRA*,1164,0,0
2,2021,2021191,21,BRA*,1165,0,0
2,2021,2021191,21,BRA*,1166,0,0
2,2021,2021191,21,BRA*,1167,0,0
2,2021,2021191,21,BRA*,1168,0,0
2,2021,2021191,21,BRA*,1169,0,0
2,2021,2021191,21,BRA*,1170,0,0
2,2021,2021191,21,BRA*,1171,0,0
2,2021,2021191,21,BRA*,1172,0,0
2,2021,2021191,21,BRA*,1173,0,0
2,2021,2021191,21,BRA*,1174,0,0
2,2021,2021191,21,BRA*,1175,0,0
2,2021,2021191,21,BRA*,1176,0,0
2,2021,2021191,21,BRA*,1177,0,0
2,2021,2021191,21,BRA*,1178,0,0
2,2021,2021191,21,BRA*,1179,0,0
2,2021,2021191,21,BRA*,1180,0,0
2,2021,2021191,21,BRA*,1181,0,0
2,2021,2021191,21,BRA*,1182,0,0
2,2021,2021191,21,BRA*,1183,0,0
2,2021,2021191,21,BRA*,1184,0,0
2,2021,2021191,21,BRA*,1185,0,0
2,2021,2021191,21,BRA*,1186,0,0
2,2021,2021191,21,BRA*,1187,0,0
2,2021,2021191,21,BRA*,1188,0,0
2,2021,2021191,21,BRA*,1189,0,0
2,2021,2021191,21,BRA*,1190,0,0
2,2021,2021191,21,BRA*,1191,0,0
2,2021,2021191,21,BRA*,1192,0,0
2,2021,2021191,21,BRA*,1193,0,0
2,2021,2021191,21,BRA*,1194,0,0
2,2021,2021201,22,QAT,1195,1,0
2,2021,2021201,22,QAT,1196,0,0
2,2021,2021201,22,QAT,1197,0,0
2,2021,2021201,22,QAT,1198,0,0
2,2021,2021201,22,QAT,1199,0,0
2,2021,2021201,22,QAT,1200,0,0
2,2021,2021201,22,QAT,1201,0,0
2,2021,2021201,22,QAT,1202,0,0
2,2021,2021201,22,QAT,1203,0,0
2,2021,2021201,22,QAT,1204,0,0
2,2021,2021201,22,QAT,1205,0,0
2,2021,2021201,22,QAT,1206,0,0
2,2021,2021201,22,QAT,1207,0,0
2,2021,2021201,22,QAT,1208,0,0
2,2021,2021201,22,QAT,1209,0,0
2,2021,2021201,22,QAT,1210,0,0
2,2021,2021201,22,QAT,1211,0,0
2,2021,2021201,22,QAT,1212,0,0
2,2021,2021201,22,QAT,1213,0,0
2,2021,2021201,22,QAT,1214,0,0
2,2021,2021201,22,QAT,1215,0,0
2,2021,2021201,22,QAT,1216,0,0
2,2021,2021201,22,QAT,1217,0,0
2,2021,2021201,22,QAT,1218,0,0
2,2021,2021201,22,QAT,1219,0,0
2,2021,2021201,22,QAT,1220,0,0
2,2021,2021201,22,QAT,1221,0,0
2,2021,2021201,22,QAT,1222,0,0
2,2021,2021201,22,QAT,1223,4,1
2,2021,2021201,22,QAT,1224,0,0
2,2021,2021201,22,QAT,1225,0,0
2,2021,2021201,22,QAT,1226,0,0
2,2021,2021201,22,QAT,1227,0,0
2,2021,2021201,22,QAT,1228,0,0
2,2021,2021201,22,QAT,1229,0,0
2,2021,2021201,22,QAT,1230,0,0
2,2021,2021201,22,QAT,1231,0,0
2,2021,2021201,22,QAT,1232,0,0
2,2021,2021201,22,QAT,1233,0,0
2,2021,2021201,22,QAT,1234,0,0
2,2021,2021201,22,QAT,1235,0,0
2,2021,2021201,22,QAT,1236,0,0
2,2021,2021201,22,QAT,1237,0,0
2,2021,2021201,22,QAT,1238,0,0
2,2021,2021201,22,QAT,1239,0,0
2,2021,2021201,22,QAT,1240,0,0
2,2021,2021201,22,QAT,1241,0,0
2,2021,2021201,22,QAT,1242,0,0
2,2021,2021201,22,QAT,1243,0,0
2,2021,2021201,22,QAT,1244,0,0
2,2021,2021201,22,QAT,1245,0,0
2,2021,2021201,22,QAT,1246,0,0
2,2021,2021201,22,QAT,1247,0,0
2,2021,2021201,22,QAT,1248,0,0
2,2021,2021201,22,QAT,1249,0,0
2,2021,2021201,22,QAT,1250,0,0
2,2021,2021201,22,QAT,1251,0,0
2,2021,2021211,23,SAU,1252,1,0
2,2021,2021211,23,SAU,1253,0,0
2,2021,2021211,23,SAU,1254,0,0
2,2021,2021211,23,SAU,1255,0,0
2,2021,2021211,23,SAU,1256,0,0
2,2021,2021211,23,SAU,1257,0,0
2,2021,2021211,23,SAU,1258,0,0
2,2021,2021211,23,SAU,1259,0,0
2,2021,2021211,23,SAU,1260,0,0
2,2021,2021211,23,SAU,1261,0,0
2,2021,2021211,23,SAU,1262,0,0
2,2021,2021211,23,SAU,1263,0,0
2,2021,2021211,23,SAU,1264,0,0
2,2021,2021211,23,SAU,1265,0,0
2,2021,2021211,23,SAU,1266,0,0
2,2021,2021211,23,SAU,1267,0,0
2,2021,2021211,23,SAU,1268,0,0
2,2021,2021211,23,SAU,1269,0,0
2,2021,2021211,23,SAU,1270,0,0
2,2021,2021211,23,SAU,1271,0,0
2,2021,2021211,23,SAU,1272,0,0
2,2021,2021211,23,SAU,1273,0,0
2,2021,2021211,23,SAU,1274,0,0
2,2021,2021211,23,SAU,1275,0,0
2,2021,2021211,23,SAU,1276,4,1
2,2021,2021211,23,SAU,1277,0,0
2,2021,2021211,23,SAU,1278,0,0
2,2021,2021211,23,SAU,1279,0,0
2,2021,2021211,23,SAU,1280,0,0
2,2021,2021211,23,SAU,1281,0,0
2,2021,2021211,23,SAU,1282,0,0
2,2021,2021211,23,SAU,1283,0,0
2,2021,2021211,23,SAU,1284,0,0
2,2021,2021211,23,SAU,1285,0,0
2,2021,2021211,23,SAU,1286,0,0
2,2021,2021211,23,SAU,1287,0,0
2,2021,2021211,23,SAU,1288,0,0
2,2021,2021211,23,SAU,1289,0,0
2,2021,2021211,23,SAU,1290,0,0
2,2021,2021211,23,SAU,1291,0,0
2,2021,2021211,23,SAU,1292,0,0
2,2021,2021211,23,SAU,1293,0,0
2,2021,2021211,23,SAU,1294,0,0
2,2021,2021211,23,SAU,1295,0,0
2,2021,2021211,23,SAU,1296,0,0
2,2021,2021211,23,SAU,1297,0,0
2,2021,2021211,23,SAU,1298,0,0
2,2021,2021211,23,SAU,1299,0,0
2,2021,2021211,23,SAU,1300,0,0
2,2021,2021211,23,SAU,1301,0,0
2,2021,2021221,24,ARE,1302,1,0
2,2021,2021221,24,ARE,1303,0,0
2,2021,2021221,24,ARE,1304,0,0
2,2021,2021221,24,ARE,1305,0,0
2,2021,2021221,24,ARE,1306,0,0
2,2021,2021221,24,ARE,1307,0,0
2,2021,2021221,24,ARE,1308,0,0
2,2021,2021221,24,ARE,1309,0,0
2,2021,2021221,24,ARE,1310,0,0
