SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,DriverID,TeamID,Number,Laptime,LaptimeClear,PaceDiff,PaceDiffClear,PaceMarker,PLabel,PaceAvg,PaceClearAvg,PaceAvgLabel,PaceClearAvgLabel,PacePelotoneAvg,PaceClearPelotoneAvg,PacePelotoneAvgLabel,PaceClearPelotoneAvgLabel,PaceDiffRankOrder,PaceDiffClearRankOrder,PaceDiffByWorst,PaceDiffClearByWorst,PaceDiffByBest,PaceDiffClearByBest,PaceDiffBetterLapsCount,PaceDiffBetterLapsCountSum,PaceDiffBetterLapsCountPerc,EventID
2021,0,1,2021011,2,17,2,10,96.413,96.316,0.031,0.127,96.538,DNF,-,-,-,-,96.49,96.371,01:36.490,01:36.371,9,9,2.014,1.99,1.222,1.205,28.0,38.0,73.7,7
2021,0,1,2021011,2,5,14,11,95.778,95.699,0.602,0.681,96.49,5,-,-,-,-,96.49,96.371,01:36.490,01:36.371,4,4,2.585,2.544,0.6509999999999999,0.651,5.0,44.0,11.4,7
2021,0,1,2021011,2,19,3,14,97.787,97.601,-0.861,-0.666,97.061,DNF,-,-,-,-,96.49,96.371,01:36.490,01:36.371,16,16,1.122,1.197,2.114,1.998,5.0,19.0,26.3,7
2021,0,1,2021011,2,6,5,16,96.166,96.078,0.163,0.251,96.49,6,96.24,96.153,01:36.240,01:36.153,96.49,96.371,01:36.490,01:36.371,6,7,2.146,2.114,1.09,1.081,13.0,43.0,30.2,7
2021,0,1,2021011,2,10,4,18,96.606,96.523,-0.307,-0.223,96.49,10,95.839,95.805,01:35.839,01:35.805,96.49,96.371,01:36.490,01:36.371,12,12,1.6760000000000002,1.64,1.5599999999999998,1.5550000000000002,41.0,44.0,93.2,7
2021,0,1,2021011,2,9,2,22,96.439,96.341,-0.062,0.036,96.49,9,97.754,97.464,01:37.754,01:37.464,96.49,96.371,01:36.490,01:36.371,10,10,1.921,1.899,1.315,1.296,10.0,38.0,26.3,7
2021,0,1,2021011,2,7,9,3,96.24,96.153,0.105,0.192,96.49,7,98.435,98.315,01:38.435,01:38.315,96.49,96.371,01:36.490,01:36.371,8,8,2.088,2.055,1.148,1.14,9.0,45.0,20.0,7
2021,0,1,2021011,2,13,3,31,97.1,96.824,-0.754,-0.479,96.507,13,96.621,96.522,01:36.621,01:36.522,96.49,96.371,01:36.490,01:36.371,15,14,1.229,1.384,2.007,1.811,14.0,19.0,73.7,7
2021,0,1,2021011,2,2,14,33,95.129,95.058,1.244,1.315,96.49,2,-,-,-,-,96.49,96.371,01:36.490,01:36.371,2,2,3.2270000000000003,3.178,0.0089999999999998,0.0170000000000001,39.0,44.0,88.6,7
2021,0,1,2021011,2,4,9,4,95.839,95.805,0.496,0.530,96.49,4,-,-,-,-,96.49,96.371,01:36.490,01:36.371,5,5,2.479,2.393,0.7569999999999999,0.802,36.0,45.0,80.0,7
2021,0,1,2021011,2,1,10,44,95.063,94.984,1.253,1.332,96.49,1,96.413,96.316,01:36.413,01:36.316,96.49,96.371,01:36.490,01:36.371,1,1,3.236,3.1950000000000003,0.0,0.0,17.0,40.0,42.5,7
2021,0,1,2021011,2,16,7,47,97.882,97.652,-1.493,-1.263,96.507,16,95.778,95.699,01:35.778,01:35.699,96.49,96.371,01:36.490,01:36.371,18,18,0.49,0.6000000000000001,2.746,2.595,-,-,-,7
2021,0,1,2021011,2,15,4,5,97.754,97.464,-1.374,-1.084,96.507,15,-,-,-,-,96.49,96.371,01:36.490,01:36.371,17,17,0.609,0.7789999999999999,2.627,2.4160000000000004,3.0,44.0,6.8,7
2021,0,1,2021011,2,8,5,55,96.227,96.094,0.157,0.290,96.49,8,-,-,-,-,96.49,96.371,01:36.490,01:36.371,7,6,2.14,2.153,1.096,1.042,30.0,43.0,69.8,7
2021,0,1,2021011,2,18,18,6,98.435,98.315,-1.983,-1.863,96.545,DNF,97.787,97.601,01:37.787,01:37.601,96.49,96.371,01:36.490,01:36.371,19,19,0.0,0.0,3.236,3.1950000000000003,11.0,38.0,28.9,7
2021,0,1,2021011,2,14,18,63,97.053,96.984,-0.681,-0.612,96.507,14,-,-,-,-,96.49,96.371,01:36.490,01:36.371,14,15,1.302,1.251,1.934,1.944,27.0,38.0,71.1,7
2021,0,1,2021011,2,11,1,7,96.621,96.522,-0.303,-0.204,96.49,11,96.166,96.078,01:36.166,01:36.078,96.49,96.371,01:36.490,01:36.371,11,11,1.6800000000000002,1.659,1.5559999999999998,1.536,23.0,44.0,52.3,7
2021,0,1,2021011,2,3,10,77,95.119,95.046,1.185,1.260,96.49,3,-,-,-,-,96.49,96.371,01:36.490,01:36.371,3,3,3.168,3.123,0.0679999999999998,0.072,23.0,40.0,57.5,7
2021,0,1,2021011,2,20,7,9,-,-,-,-,-,DNF,96.606,96.523,01:36.606,01:36.523,96.49,96.371,01:36.490,01:36.371,20,20,-,-,-,-,-,-,-,7
2021,0,1,2021011,2,12,1,99,96.715,96.572,-0.395,-0.252,96.507,12,-,-,-,-,96.49,96.371,01:36.490,01:36.371,13,13,1.588,1.611,1.648,1.584,21.0,44.0,47.7,7
2021,1,2,2021021,2,17,2,10,84.906,84.771,-0.536,-0.395,85.072,7,-,-,-,-,85.072,84.932,01:25.072,01:24.932,10,9,2.833,2.355,2.554,2.463,21.0,44.0,47.7,16
2021,1,2,2021021,2,5,14,11,84.471,83.951,0.268,0.799,85.072,11,-,-,-,-,85.072,84.932,01:25.072,01:24.932,6,6,3.637000000000001,3.549,1.7499999999999998,1.269,6.0,48.0,12.5,16
2021,1,2,2021021,2,19,3,14,85.76,85.617,-1.011,-0.868,85.072,10,-,-,-,-,85.072,84.932,01:25.072,01:24.932,17,17,2.3580000000000005,1.882,3.029,2.936,22.0,48.0,45.8,16
2021,1,2,2021021,2,6,5,16,83.445,83.404,1.341,1.383,85.072,4,84.568,84.495,01:24.568,01:24.495,85.072,84.932,01:25.072,01:24.932,3,3,4.71,4.133,0.6769999999999998,0.685,25.0,48.0,52.1,16
2021,1,2,2021021,2,10,4,18,84.987,84.918,-0.206,-0.134,85.072,8,83.791,83.764,01:23.791,01:23.764,85.072,84.932,01:25.072,01:24.932,8,8,3.1630000000000003,2.616,2.224,2.202,32.0,41.0,78.0,16
2021,1,2,2021021,2,9,2,22,85.396,85.387,-0.736,-0.726,85.072,12,85.402,85.333,01:25.402,01:25.333,85.072,84.932,01:25.072,01:24.932,14,16,2.633,2.024,2.754,2.794,23.0,44.0,52.3,16
2021,1,2,2021021,2,7,9,3,84.568,84.495,0.125,0.201,85.072,6,-,-,-,-,85.072,84.932,01:25.072,01:24.932,7,7,3.494,2.951,1.893,1.867,1.0,48.0,2.1,16
2021,1,2,2021021,2,13,3,31,85.591,85.385,-0.874,-0.659,85.072,9,85.293,85.199,01:25.293,01:25.199,85.072,84.932,01:25.072,01:24.932,16,15,2.495,2.091,2.892,2.7270000000000003,26.0,48.0,54.2,16
2021,1,2,2021021,2,2,14,33,82.676,82.626,2.018,2.068,85.072,1,-,-,-,-,85.072,84.932,01:25.072,01:24.932,1,1,5.3870000000000005,4.818,0.0,0.0,42.0,48.0,87.5,16
2021,1,2,2021021,2,4,9,4,83.791,83.764,0.982,1.009,85.072,3,87.981,87.363,01:27.981,01:27.363,85.072,84.932,01:25.072,01:24.932,4,4,4.351,3.759,1.0359999999999998,1.0590000000000002,47.0,48.0,97.9,16
2021,1,2,2021021,2,1,10,44,83.023,83.002,1.728,1.750,85.072,2,84.906,84.771,01:24.906,01:24.771,85.072,84.932,01:25.072,01:24.932,2,2,5.097,4.5,0.2899999999999998,0.318,20.0,20.0,100.0,16
2021,1,2,2021021,2,16,7,47,86.209,85.992,-1.189,-0.972,85.304,16,84.471,83.951,01:24.471,01:23.951,85.072,84.932,01:25.072,01:24.932,18,18,2.18,1.778,3.207,3.04,38.0,43.0,88.4,16
2021,1,2,2021021,2,15,4,5,85.402,85.333,-0.615,-0.546,85.304,15,-,-,-,-,85.072,84.932,01:25.072,01:24.932,12,12,2.7540000000000004,2.204,2.633,2.614,9.0,41.0,22.0,16
2021,1,2,2021021,2,8,5,55,83.943,83.711,0.755,0.996,85.072,5,-,-,-,-,85.072,84.932,01:25.072,01:24.932,5,5,4.1240000000000006,3.746,1.263,1.072,23.0,48.0,47.9,16
2021,1,2,2021021,2,18,18,6,-,-,-,-,-,DNF,85.76,85.617,01:25.760,01:25.617,85.072,84.932,01:25.072,01:24.932,20,20,-,-,-,-,-,-,-,16
2021,1,2,2021021,2,14,18,63,91.542,91.42,-0.737,-0.615,90.431,DNF,-,-,-,-,85.072,84.932,01:25.072,01:24.932,15,13,2.632,2.135,2.755,2.683,-,-,-,16
2021,1,2,2021021,2,11,1,7,85.293,85.199,-0.607,-0.513,85.072,13,83.445,83.404,01:23.445,01:23.404,85.072,84.932,01:25.072,01:24.932,11,11,2.7620000000000005,2.237,2.625,2.581,23.0,44.0,52.3,16
2021,1,2,2021021,2,3,10,77,91.564,91.53,-0.452,-0.416,90.431,DNF,-,-,-,-,85.072,84.932,01:25.072,01:24.932,9,10,2.9170000000000003,2.334,2.47,2.484,0.0,20.0,0.0,16
2021,1,2,2021021,2,20,7,9,87.981,87.363,-3.369,-2.750,85.304,17,84.987,84.918,01:24.987,01:24.918,85.072,84.932,01:25.072,01:24.932,19,19,0.0,0.0,5.3870000000000005,4.818,5.0,43.0,11.6,16
2021,1,2,2021021,2,12,1,99,85.662,85.604,-0.718,-0.657,85.184,14,-,-,-,-,85.072,84.932,01:25.072,01:24.932,13,14,2.651,2.093,2.736,2.725,21.0,44.0,47.7,16
2021,2,3,2021031,2,17,2,10,83.188,83.089,0.006,0.106,83.316,10,-,-,-,-,83.316,83.207,01:23.316,01:23.207,10,10,2.052,1.889,1.203,1.198,43.0,54.0,79.6,28
2021,2,3,2021031,2,5,14,11,82.564,82.415,0.663,0.812,83.316,4,-,-,-,-,83.316,83.207,01:23.316,01:23.207,4,4,2.709,2.595,0.546,0.492,9.0,52.0,17.3,28
2021,2,3,2021031,2,19,3,14,82.949,82.897,0.265,0.318,83.316,8,-,-,-,-,83.316,83.207,01:23.316,01:23.207,7,7,2.311,2.101,0.944,0.986,30.0,55.0,54.5,28
2021,2,3,2021031,2,6,5,16,82.85,82.814,0.348,0.384,83.316,6,83.142,83.101,01:23.142,01:23.101,83.316,83.207,01:23.316,01:23.207,6,6,2.394,2.167,0.8610000000000001,0.92,42.0,55.0,76.4,28
2021,2,3,2021031,2,10,4,18,83.447,83.373,-0.212,-0.137,83.338,14,82.831,82.752,01:22.831,01:22.752,83.316,83.207,01:23.316,01:23.207,13,14,1.834,1.646,1.421,1.441,30.0,54.0,55.6,28
2021,2,3,2021031,2,9,2,22,83.68,83.447,-0.479,-0.245,83.338,15,83.452,83.337,01:23.452,01:23.337,83.316,83.207,01:23.316,01:23.207,15,15,1.5669999999999995,1.5379999999999998,1.6880000000000002,1.549,11.0,54.0,20.4,28
2021,2,3,2021031,2,7,9,3,83.142,83.101,0.07,0.111,83.316,9,84.902,84.708,01:24.902,01:24.708,83.316,83.207,01:23.316,01:23.207,9,9,2.116,1.894,1.139,1.193,17.0,55.0,30.9,28
2021,2,3,2021031,2,13,3,31,82.956,82.922,0.231,0.265,83.316,7,-,-,-,-,83.316,83.207,01:23.316,01:23.207,8,8,2.277,2.048,0.978,1.039,25.0,55.0,45.5,28
2021,2,3,2021031,2,2,14,33,82.089,82.007,1.122,1.205,83.316,2,-,-,-,-,83.316,83.207,01:23.316,01:23.207,2,2,3.168,2.988,0.0869999999999999,0.0989999999999999,43.0,52.0,82.7,28
2021,2,3,2021031,2,4,9,4,82.831,82.752,0.355,0.435,83.316,5,85.307,85.044,01:25.307,01:25.044,83.316,83.207,01:23.316,01:23.207,5,5,2.401,2.218,0.8540000000000001,0.869,38.0,55.0,69.1,28
2021,2,3,2021031,2,1,10,44,81.999,81.903,1.209,1.304,83.316,1,83.188,83.089,01:23.188,01:23.089,83.316,83.207,01:23.316,01:23.207,1,1,3.255,3.087,0.0,0.0,37.0,52.0,71.2,28
2021,2,3,2021031,2,16,7,47,84.807,84.684,-1.561,-1.438,83.351,17,82.564,82.415,01:22.564,01:22.415,83.316,83.207,01:23.316,01:23.207,17,17,0.4849999999999999,0.345,2.77,2.742,35.0,52.0,67.3,28
2021,2,3,2021031,2,15,4,5,83.452,83.337,-0.245,-0.129,83.338,13,-,-,-,-,83.316,83.207,01:23.316,01:23.207,14,13,1.8009999999999995,1.654,1.4540000000000002,1.433,24.0,54.0,44.4,28
2021,2,3,2021031,2,8,5,55,83.297,83.183,-0.115,-0.002,83.316,11,-,-,-,-,83.316,83.207,01:23.316,01:23.207,12,11,1.931,1.781,1.324,1.306,13.0,55.0,23.6,28
2021,2,3,2021031,2,18,18,6,84.902,84.708,-1.675,-1.481,83.351,18,82.949,82.897,01:22.949,01:22.897,83.316,83.207,01:23.316,01:23.207,18,18,0.3709999999999998,0.3019999999999998,2.8840000000000003,2.785,12.0,53.0,22.6,28
2021,2,3,2021031,2,14,18,63,84.443,84.289,-1.217,-1.064,83.338,16,-,-,-,-,83.316,83.207,01:23.316,01:23.207,16,16,0.8289999999999997,0.7189999999999999,2.426,2.3680000000000003,41.0,53.0,77.4,28
2021,2,3,2021031,2,11,1,7,-,-,-,-,-,DNF,82.85,82.814,01:22.850,01:22.814,83.316,83.207,01:23.316,01:23.207,20,20,-,-,-,-,-,-,-,28
2021,2,3,2021031,2,3,10,77,82.145,82.06,1.045,1.133,83.316,3,-,-,-,-,83.316,83.207,01:23.316,01:23.207,3,3,3.091,2.916,0.1640000000000001,0.171,15.0,52.0,28.8,28
2021,2,3,2021031,2,20,7,9,85.307,85.044,-2.046,-1.783,83.351,19,83.447,83.373,01:23.447,01:23.373,83.316,83.207,01:23.316,01:23.207,19,19,0.0,0.0,3.255,3.087,17.0,52.0,32.7,28
2021,2,3,2021031,2,12,1,99,83.298,83.22,-0.091,-0.013,83.338,12,-,-,-,-,83.316,83.207,01:23.316,01:23.207,11,12,1.955,1.77,1.3,1.317,-,-,-,28
2021,3,4,2021041,2,17,2,10,84.065,83.894,-0.18,-0.009,84.041,10,-,-,-,-,84.006,83.869,01:24.006,01:23.869,9,9,1.794,1.631,1.92,1.824,2.0,4.0,50.0,34
2021,3,4,2021041,2,5,14,11,83.237,83.108,0.638,0.767,84.006,5,-,-,-,-,84.006,83.869,01:24.006,01:23.869,5,5,2.612,2.407,1.102,1.048,7.0,52.0,13.5,34
2021,3,4,2021041,2,19,3,14,84.666,84.54,-0.766,-0.641,84.041,17,-,-,-,-,84.006,83.869,01:24.006,01:23.869,15,16,1.208,0.999,2.506,2.456,11.0,53.0,20.8,34
2021,3,4,2021041,2,6,5,16,83.105,83.084,0.758,0.779,84.006,4,83.396,83.321,01:23.396,01:23.321,84.006,83.869,01:24.006,01:23.869,4,4,2.732,2.419,0.982,1.036,38.0,52.0,73.1,34
2021,3,4,2021041,2,10,4,18,84.387,84.14,-0.489,-0.243,84.041,11,84.019,83.907,01:24.019,01:23.907,84.006,83.869,01:24.006,01:23.869,10,10,1.485,1.3969999999999998,2.229,2.058,27.0,53.0,50.9,34
2021,3,4,2021041,2,9,2,22,85.73,85.73,-0.564,-0.564,85.137,DNF,84.397,84.286,01:24.397,01:24.286,84.006,83.869,01:24.006,01:23.869,12,12,1.41,1.076,2.304,2.379,2.0,4.0,50.0,34
2021,3,4,2021041,2,7,9,3,83.396,83.321,0.479,0.553,84.006,6,84.803,84.71,01:24.803,01:24.710,84.006,83.869,01:24.006,01:23.869,6,7,2.453,2.193,1.261,1.262,43.0,51.0,84.3,34
2021,3,4,2021041,2,13,3,31,84.621,84.514,-0.735,-0.628,84.041,9,84.663,84.512,01:24.663,01:24.512,84.006,83.869,01:24.006,01:23.869,13,15,1.239,1.012,2.475,2.443,42.0,53.0,79.2,34
2021,3,4,2021041,2,2,14,33,82.337,82.285,1.53,1.582,84.006,2,-,-,-,-,84.006,83.869,01:24.006,01:23.869,2,2,3.504,3.222,0.2099999999999999,0.2329999999999998,45.0,52.0,86.5,34
2021,3,4,2021041,2,4,9,4,84.019,83.907,-0.107,0.005,84.041,8,85.888,85.554,01:25.888,01:25.554,84.006,83.869,01:24.006,01:23.869,8,8,1.867,1.6449999999999998,1.847,1.81,8.0,51.0,15.7,34
2021,3,4,2021041,2,1,10,44,82.143,82.068,1.74,1.815,84.006,1,84.065,83.894,01:24.065,01:23.894,84.006,83.869,01:24.006,01:23.869,1,1,3.714,3.455,0.0,0.0,38.0,52.0,73.1,34
2021,3,4,2021041,2,16,7,47,85.092,84.796,-1.162,-0.866,84.056,18,83.237,83.108,01:23.237,01:23.108,84.006,83.869,01:24.006,01:23.869,19,18,0.812,0.7739999999999999,2.902,2.681,40.0,51.0,78.4,34
2021,3,4,2021041,2,15,4,5,84.397,84.286,-0.511,-0.400,84.041,13,-,-,-,-,84.006,83.869,01:24.006,01:23.869,11,11,1.463,1.2399999999999998,2.251,2.215,26.0,53.0,49.1,34
2021,3,4,2021041,2,8,5,55,83.44,83.289,0.421,0.572,84.006,7,-,-,-,-,84.006,83.869,01:24.006,01:23.869,7,6,2.395,2.212,1.319,1.243,14.0,52.0,26.9,34
2021,3,4,2021041,2,18,18,6,84.803,84.71,-0.878,-0.785,84.041,16,84.666,84.54,01:24.666,01:24.540,84.006,83.869,01:24.006,01:23.869,17,17,1.096,0.8549999999999999,2.618,2.6,25.0,54.0,46.3,34
2021,3,4,2021041,2,14,18,63,85.051,84.935,-1.154,-1.038,84.041,14,-,-,-,-,84.006,83.869,01:24.006,01:23.869,18,19,0.8200000000000001,0.6019999999999999,2.894,2.853,29.0,54.0,53.7,34
2021,3,4,2021041,2,11,1,7,84.663,84.512,-0.751,-0.600,84.041,12,83.105,83.084,01:23.105,01:23.084,84.006,83.869,01:24.006,01:23.869,14,13,1.223,1.04,2.491,2.415,31.0,55.0,56.4,34
2021,3,4,2021041,2,3,10,77,82.623,82.516,1.259,1.367,84.006,3,-,-,-,-,84.006,83.869,01:24.006,01:23.869,3,3,3.233,3.007,0.4810000000000001,0.4479999999999999,14.0,52.0,26.9,34
2021,3,4,2021041,2,20,7,9,85.888,85.554,-1.974,-1.640,84.056,19,84.387,84.14,01:24.387,01:24.140,84.006,83.869,01:24.006,01:23.869,20,20,0.0,0.0,3.714,3.455,11.0,51.0,21.6,34
2021,3,4,2021041,2,12,1,99,84.703,84.546,-0.783,-0.626,84.041,15,-,-,-,-,84.006,83.869,01:24.006,01:23.869,16,14,1.1909999999999998,1.0139999999999998,2.523,2.441,24.0,55.0,43.6,34
2021,4,5,2021051,2,2,14,33,75.735,75.714,1.091,1.112,76.94,1,-,-,-,-,76.94,76.815,01:16.940,01:16.815,1,1,3.3390000000000004,3.045,0.0,0.0,44.0,73.0,60.3,27
2021,4,5,2021051,2,8,5,55,75.8,75.727,1.002,1.076,76.94,2,-,-,-,-,76.94,76.815,01:16.940,01:16.815,3,3,3.25,3.0090000000000003,0.0889999999999999,0.036,-,-,-,27
2021,4,5,2021051,2,4,9,4,75.935,75.876,0.845,0.904,76.94,3,-,-,-,-,76.94,76.815,01:16.940,01:16.815,5,5,3.093,2.837,0.246,0.208,58.0,71.0,81.7,27
2021,4,5,2021051,2,5,14,11,75.89,75.824,0.934,1.000,76.94,4,77.137,76.99,01:17.137,01:16.990,76.94,76.815,01:16.940,01:16.815,4,4,3.1820000000000004,2.933,0.1569999999999999,0.1120000000000001,29.0,73.0,39.7,27
2021,4,5,2021051,2,15,4,5,76.328,76.286,0.46,0.502,76.94,5,75.935,75.876,01:15.935,01:15.876,76.94,76.815,01:16.940,01:16.815,6,8,2.708,2.435,0.631,0.6100000000000001,45.0,71.0,63.4,27
2021,4,5,2021051,2,17,2,10,76.348,76.271,0.432,0.509,76.94,6,76.328,76.286,01:16.328,01:16.286,76.94,76.815,01:16.940,01:16.815,8,6,2.68,2.442,0.659,0.6030000000000001,60.0,71.0,84.5,27
2021,4,5,2021051,2,1,10,44,76.355,76.293,0.447,0.509,76.94,7,77.48,77.355,01:17.480,01:17.355,76.94,76.815,01:16.940,01:16.815,7,7,2.6950000000000003,2.442,0.6439999999999999,0.6030000000000001,8.0,26.0,30.8,27
2021,4,5,2021051,2,10,4,18,76.701,76.605,0.135,0.230,76.945,8,77.148,76.962,01:17.148,01:16.962,76.94,76.815,01:16.940,01:16.815,9,9,2.383,2.1630000000000003,0.956,0.8820000000000001,26.0,71.0,36.6,27
2021,4,5,2021051,2,13,3,31,77.19,77.111,-0.364,-0.284,76.945,9,-,-,-,-,76.94,76.815,01:16.940,01:16.815,14,14,1.8840000000000003,1.649,1.455,1.396,38.0,71.0,53.5,27
2021,4,5,2021051,2,12,1,99,77.168,77.092,-0.347,-0.271,76.945,10,79.094,78.774,01:19.094,01:18.774,76.94,76.815,01:16.940,01:16.815,13,13,1.901,1.662,1.438,1.383,39.0,71.0,54.9,27
2021,4,5,2021051,2,11,1,7,77.148,76.962,-0.323,-0.137,76.945,11,76.348,76.271,01:16.348,01:16.271,76.94,76.815,01:16.940,01:16.815,11,10,1.9250000000000005,1.796,1.414,1.249,32.0,71.0,45.1,27
2021,4,5,2021051,2,7,9,3,77.137,76.99,-0.31,-0.163,76.945,12,75.89,75.824,01:15.890,01:15.824,76.94,76.815,01:16.940,01:16.815,10,11,1.938,1.77,1.401,1.275,13.0,71.0,18.3,27
2021,4,5,2021051,2,19,3,14,77.16,77.031,-0.332,-0.203,76.945,13,-,-,-,-,76.94,76.815,01:16.940,01:16.815,12,12,1.916,1.73,1.423,1.3150000000000002,33.0,71.0,46.5,27
2021,4,5,2021051,2,14,18,63,77.46,77.228,-0.669,-0.437,76.945,14,-,-,-,-,76.94,76.815,01:16.940,01:16.815,16,15,1.5790000000000002,1.496,1.76,1.5490000000000002,36.0,71.0,50.7,27
2021,4,5,2021051,2,18,18,6,77.48,77.355,-0.655,-0.530,76.945,15,77.16,77.031,01:17.160,01:17.031,76.94,76.815,01:16.940,01:16.815,15,16,1.5930000000000002,1.403,1.746,1.642,35.0,71.0,49.3,27
2021,4,5,2021051,2,9,2,22,77.516,77.366,-0.68,-0.530,76.945,16,-,-,-,-,76.94,76.815,01:16.940,01:16.815,17,17,1.568,1.403,1.771,1.642,11.0,71.0,15.5,27
2021,4,5,2021051,2,20,7,9,79.094,78.774,-2.248,-1.928,76.964,17,-,-,-,-,76.94,76.815,01:16.940,01:16.815,19,18,0.0,0.0050000000000001,3.3390000000000004,3.04,24.0,69.0,34.8,27
