SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,1,1.0,0,0,0.242,0,1,0,0,,13
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,2,1.0,0,0,0.242,0,0,0,0,0.0,13
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,3.0,3,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,3,1.0,0,0,0.242,1,0,0,0,0.0,13
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,4.0,4,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,4,1.0,0,0,0.242,0,0,0,1,0.0,12
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,5.0,5,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,5,1.0,0,0,0.242,0,0,1,0,0.0,12
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,6.0,6,97.855,97.855,0,0,-,-,-0.148,0.203,-0.046,19,-0.148,0.203,-0.046,19,0.055,S,#CD3C3C,6,1.0,0,0,0.242,0,0,0,0,0.0,12
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,7.0,7,97.991,97.991,0,0,97.923,0.136,-0.504,0.625,-0.192,19,-0.504,0.625,-0.192,19,0.121,S,#CD3C3C,7,1.0,0,0,0.242,0,0,0,0,0.0,12
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,8.0,8,98.234,98.234,0,0,98.112,0.243,-0.592,0.228,-0.478,19,-0.592,0.228,-0.478,19,-0.364,S,#CD3C3C,8,1.0,0,0,0.242,0,0,0,0,0.0,12
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,9.0,9,97.866,97.866,0,0,98.05,0.368,-0.159,-1.196,-0.757,13,-0.159,-0.016,-0.167,13,-1.355,S,#CD3C3C,9,1.0,0,1,0.242,0,0,0,0,0.0,12
1,2021,2021011,0,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,10.0,10,98.818,97.905,1,0,97.886,0.952,-1.26,1.060,-0.730,19,-0.347,0.147,-0.273,19,-0.2,S,#CD3C3C,10,1.0,0,0,0.242,0,0,0,0,-1.0,13
