SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,1,1.0,0,0,0.197,0,1,0,0,,16
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,2,1.0,0,0,0.197,0,0,0,0,0.0,16
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,3.0,3,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,3,1.0,0,0,0.197,1,0,0,0,0.0,16
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,4.0,4,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,4,1.0,0,0,0.197,0,0,0,1,0.0,14
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,5.0,5,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,5,1.0,0,0,0.197,0,0,1,0,1.0,13
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,6.0,6,100.223,100.223,0,0,-,-,-2.516,0.986,-2.023,18,-2.516,0.986,-2.023,18,-1.53,S,#CD3C3C,6,1.0,0,0,0.197,0,0,0,0,-2.0,15
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,7.0,7,99.318,99.318,0,0,99.77,0.905,-1.831,0.928,-1.367,18,-1.831,0.928,-1.367,18,-0.903,S,#CD3C3C,7,1.0,0,0,0.197,0,0,0,0,-1.0,16
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,8.0,8,98.317,98.317,0,0,98.818,1.001,-0.675,-0.201,-0.776,14,-0.675,-0.201,-0.776,14,-0.876,S,#CD3C3C,8,1.0,0,0,0.197,0,0,0,0,0.0,16
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,9.0,9,98.415,98.415,0,0,98.366,0.098,-0.708,-0.369,-0.892,14,-0.708,-0.369,-0.892,14,-1.077,S,#CD3C3C,9,1.0,0,1,0.197,0,0,0,0,0.0,16
1,2021,2021011,0,18,14,14-18,RUS,George Russell,63,#003696,10.0,10,98.386,98.386,0,0,98.4,0.029,-0.828,0.359,-0.648,18,-0.828,0.359,-0.648,18,-0.469,S,#CD3C3C,10,1.0,0,0,0.197,0,0,0,0,0.0,16
