SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,1,1.0,0,0,0.125,0,1,0,0,,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,2,1.0,0,0,0.125,0,0,0,0,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,3.0,3,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,3,1.0,0,0,0.125,1,0,0,0,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,4.0,4,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,4,1.0,0,0,0.125,0,0,0,1,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,5.0,5,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,5,1.0,0,0,0.125,0,0,1,0,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,6.0,6,97.831,97.831,0,0,-,-,-0.124,0.021,-0.135,11,-0.124,0.021,-0.135,11,-0.145,M,#F0E628,6,1.0,0,0,0.125,0,0,0,0,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,7.0,7,98.014,98.014,0,0,97.922,0.183,-0.527,-0.021,-0.516,12,-0.527,-0.102,-0.476,12,-0.506,M,#F0E628,7,1.0,0,0,0.125,0,0,0,0,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,8.0,8,98.015,98.015,0,0,98.014,0.001,-0.373,-0.043,-0.351,12,-0.373,-0.043,-0.351,12,-0.33,M,#F0E628,8,1.0,0,0,0.125,0,0,0,0,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,9.0,9,97.993,97.993,0,0,98.004,0.022,-0.286,0.015,-0.293,11,-0.286,0.015,-0.293,11,-0.301,M,#F0E628,9,1.0,0,1,0.125,0,0,0,0,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,10.0,10,97.622,97.622,0,0,97.808,0.371,-0.064,0.224,-0.176,11,-0.064,0.224,-0.176,11,-0.288,M,#F0E628,10,1.0,0,0,0.125,0,0,0,0,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,11.0,11,98.086,97.702,1,0,97.662,0.464,-0.504,-0.321,-0.344,12,-0.120,0.063,-0.151,11,-0.183,M,#F0E628,11,1.0,0,0,0.125,0,0,0,0,0.0,11
1,2021,2021011,0,1,11,11-1,RAI,Kimi Räikkönen,7,#752020,12.0,12,97.783,97.783,0,0,97.743,0.303,0.031,-,-,-,0.031,-,-,-,,M,#F0E628,12,1.0,0,0,0.125,0,0,0,0,0.0,9
