Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes,SeasonID,SprintIndex,EventIndex,EventNumber
77,BOT,91.015,7.0,2.0,,,S,1,10,3.0,2021100,0,0,0,0,0.0930000000000035,0,90.968,91.015,90.968,90.673,92.542,92.524,-1.509,-1.509,0.046,0.046,0.046,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,91.126,8.0,2.0,,,S,1,11,3.0,2021100,0,0,0,0,0.1110000000000042,0,91.071,91.126,91.071,90.673,92.482,92.482,-1.356,-1.356,0.055,0.055,0.055,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,90.936,9.0,2.0,,,S,1,12,3.0,2021100,0,0,0,0,0.1899999999999977,0,91.031,90.936,91.031,90.673,92.665,92.466,-1.53,-1.53,0.095,-0.095,0.095,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,90.863,10.0,2.0,,,S,1,13,3.0,2021100,0,0,0,0,0.0730000000000075,0,90.9,90.863,90.9,90.673,92.389,92.383,-1.52,-1.52,0.037,-0.037,0.037,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,1,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,90.831,11.0,2.0,,,S,1,14,3.0,2021100,0,0,0,0,0.0319999999999964,0,90.847,90.831,90.847,90.673,92.268,92.213,-1.382,-1.382,0.016,-0.016,0.016,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,90.585,12.0,2.0,,,S,1,15,3.0,2021100,0,0,0,0,0.2460000000000093,0,90.708,90.585,90.708,90.673,92.233,92.146,-1.561,-1.561,0.123,-0.123,0.123,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,90.488,13.0,2.0,,,S,1,16,3.0,2021100,0,0,0,0,0.0969999999999942,0,90.536,90.488,90.536,90.673,92.147,92.107,-1.619,-1.619,0.048,-0.048,0.048,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,90.259,14.0,2.0,,,S,1,17,3.0,2021100,0,0,0,0,0.2289999999999992,0,90.374,90.259,90.374,90.673,92.061,92.033,-1.774,-1.774,0.115,-0.115,0.115,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,90.505,15.0,2.0,,,S,1,18,3.0,2021100,0,0,0,0,0.2459999999999951,0,90.382,90.245,90.252,90.673,92.067,92.016,-1.511,-1.771,0.253,0.253,,#CD3C3C,1,0.0,1,0.253,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,90.231,16.0,2.0,,,S,1,19,3.0,2021100,0,0,0,0,0.2740000000000009,0,90.368,90.231,90.238,90.673,91.921,91.888,-1.657,-1.657,0.007,-0.007,0.007,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
77,BOT,89.958,17.0,2.0,,,S,1,20,3.0,2021100,0,0,0,0,0.2729999999999961,0,90.094,89.958,90.094,90.673,91.795,91.795,-1.837,-1.837,0.136,-0.136,0.136,#CD3C3C,0,0.0,0,,0,90.673,0.081,0,0,0,1,Valtteri Bottas,Valtteri,Bottas,#00D2BE,0.0,2021,0,9,10
16,LEC,,1.0,2.0,,,M,12,1,4.0,2021100,0,0,0,0,,1,,,,90.881,,,,,-,,,#F0E628,1,1.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,-,2021,0,9,10
16,LEC,,2.0,2.0,,,M,1,2,4.0,2021100,0,0,0,0,,1,,,,90.881,,,,,-,,,#F0E628,1,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,91.618,3.0,2.0,,,M,1,3,4.0,2021100,0,0,0,0,,0,,91.618,,90.881,92.663,92.663,-1.045,-1.045,-,,,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,91.031,4.0,2.0,,,M,1,4,4.0,2021100,0,0,0,0,0.5869999999999891,0,91.324,91.031,91.324,90.881,92.536,92.499,-1.468,-1.468,0.293,-0.293,0.293,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,91.221,5.0,2.0,,,M,1,5,4.0,2021100,0,0,0,0,0.1899999999999977,0,91.126,91.077,91.054,90.881,93.492,92.535,-1.314,-1.458,0.167,0.167,,#F0E628,1,0.0,1,0.167,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,91.123,6.0,2.0,,,M,1,6,4.0,2021100,0,0,0,0,0.0979999999999989,0,91.172,91.123,91.1,90.881,92.571,92.541,-1.418,-1.418,0.023,0.023,0.023,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,91.105,7.0,2.0,,,M,1,7,4.0,2021100,0,0,0,0,0.0180000000000006,0,91.114,91.105,91.114,90.881,92.542,92.524,-1.419,-1.419,0.009,-0.009,0.009,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,91.157,8.0,2.0,,,M,1,8,4.0,2021100,0,0,0,0,0.0519999999999925,0,91.131,91.157,91.131,90.881,92.482,92.482,-1.325,-1.325,0.026,0.026,0.026,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,90.756,9.0,2.0,,,M,1,9,4.0,2021100,0,0,0,0,0.4009999999999962,0,90.956,90.756,90.956,90.881,92.665,92.466,-1.71,-1.71,0.201,-0.201,0.201,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,90.921,10.0,2.0,,,M,1,10,4.0,2021100,0,0,0,0,0.1650000000000062,0,90.839,90.8,90.778,90.881,92.389,92.383,-1.462,-1.582,0.143,0.143,,#F0E628,1,0.0,1,0.1428,0,90.881,0.117,0,1,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,90.845,11.0,2.0,,,M,1,11,4.0,2021100,0,0,0,0,0.0760000000000076,0,90.883,90.845,90.823,90.881,92.268,92.213,-1.368,-1.368,0.022,0.022,0.022,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,90.678,12.0,2.0,,,M,1,12,4.0,2021100,0,0,0,0,0.1670000000000016,0,90.762,90.678,90.762,90.881,92.233,92.146,-1.468,-1.468,0.084,-0.084,0.084,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,90.814,13.0,2.0,,,M,1,13,4.0,2021100,0,0,0,0,0.1359999999999956,0,90.746,90.814,90.746,90.881,92.147,92.107,-1.293,-1.293,0.068,0.068,0.068,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,90.544,14.0,2.0,,,M,1,14,4.0,2021100,0,0,0,0,0.269999999999996,0,90.679,90.544,90.679,90.881,92.061,92.033,-1.489,-1.489,0.135,-0.135,0.135,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,90.555,15.0,2.0,,,M,1,15,4.0,2021100,0,0,0,0,0.0110000000000098,0,90.55,90.555,90.55,90.881,92.067,92.016,-1.461,-1.461,0.006,0.006,0.006,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,90.163,16.0,2.0,,,M,1,16,4.0,2021100,0,0,0,0,0.3920000000000101,0,90.359,90.163,90.359,90.881,91.921,91.888,-1.725,-1.725,0.196,-0.196,0.196,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
16,LEC,90.686,17.0,2.0,,,M,1,17,4.0,2021100,0,0,0,0,0.5230000000000103,0,90.424,90.686,90.424,90.881,91.795,91.795,-1.109,-1.109,0.262,0.262,0.262,#F0E628,0,0.0,0,,0,90.881,0.117,0,0,0,1,Charles Leclerc,Charles,Leclerc,#CC1400,0.0,2021,0,9,10
4,NOR,,1.0,1.0,,,M,12,1,6.0,2021100,0,0,0,0,,1,,,,91.436,,,,,-,,,#F0E628,1,1.0,0,,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,-,2021,0,9,10
4,NOR,,2.0,1.0,,,M,1,2,6.0,2021100,0,0,0,0,,1,,,,91.436,,,,,-,,,#F0E628,1,0.0,0,,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
4,NOR,92.487,3.0,1.0,,,M,1,3,6.0,2021100,0,0,0,0,,0,,92.487,,91.436,92.663,92.663,-0.176,-0.176,-,,,#F0E628,0,0.0,0,,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
4,NOR,92.463,4.0,1.0,,,M,1,4,6.0,2021100,0,0,0,0,0.0240000000000009,0,92.475,92.463,92.475,91.436,92.536,92.499,-0.036,-0.036,0.012,-0.012,0.012,#F0E628,0,0.0,0,,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
4,NOR,92.985,5.0,1.0,,,M,1,5,6.0,2021100,0,0,0,0,0.5220000000000056,0,92.724,92.213,92.338,91.436,93.492,92.535,0.45,-0.322,0.647,0.647,,#F0E628,1,0.0,1,0.647,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
4,NOR,91.963,6.0,1.0,,,M,1,6,5.0,2021100,0,0,0,0,1.0220000000000056,0,92.474,91.963,92.088,91.436,92.571,92.541,-0.578,-0.578,0.125,-0.125,0.125,#F0E628,0,0.0,0,,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,1.0,2021,0,9,10
4,NOR,91.445,7.0,1.0,,,M,1,7,5.0,2021100,0,0,0,0,0.5180000000000007,0,91.704,91.445,91.704,91.436,92.542,92.524,-1.079,-1.079,0.259,-0.259,0.259,#F0E628,0,0.0,0,,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
4,NOR,91.057,8.0,1.0,,,M,1,8,5.0,2021100,0,0,0,0,0.387999999999991,0,91.251,91.057,91.251,91.436,92.482,92.482,-1.425,-1.425,0.194,-0.194,0.194,#F0E628,0,0.0,0,,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
4,NOR,91.196,9.0,1.0,,,M,1,9,5.0,2021100,0,0,0,0,0.1389999999999958,0,91.126,91.196,91.126,91.436,92.665,92.466,-1.27,-1.27,0.07,0.07,0.07,#F0E628,0,0.0,0,,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
4,NOR,91.081,10.0,1.0,,,M,1,10,5.0,2021100,0,0,0,0,0.1149999999999948,0,91.138,91.081,91.138,91.436,92.389,92.383,-1.302,-1.302,0.057,-0.057,0.057,#F0E628,0,0.0,0,,0,91.436,0.15,0,1,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
4,NOR,91.081,11.0,1.0,,,M,1,11,5.0,2021100,0,0,0,0,0.0,0,91.081,91.081,91.081,91.436,92.268,92.213,-1.132,-1.132,0.0,0.0,0.0,#F0E628,0,0.0,0,,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
4,NOR,91.401,12.0,1.0,,,M,1,12,5.0,2021100,0,0,0,0,0.3199999999999932,0,91.241,91.042,91.062,91.436,92.233,92.146,-0.745,-1.103,0.339,0.339,,#F0E628,1,0.0,1,0.3392,0,91.436,0.15,0,0,0,1,Lando Norris,Lando,Norris,#FF9800,0.0,2021,0,9,10
