Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes
1,VER,-,1.0,1.0,,,M,1,1,2,2022051,0,0,0,0,-,1,,-,-,93.143,,,-,-,-,,-,#F0E628,1,1,0,,0,93.95,0.170,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,
1,VER,-,2.0,1.0,,,M,1,2,2,2022051,0,0,0,0,-,1,,-,-,93.143,,,-,-,-,,-,#F0E628,1,0,0,,0,93.95,0.170,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,94.55,3.0,1.0,,,M,1,3,2,2022051,0,0,0,0,-,0,,94.55,-,93.143,96.158,96.158,-1.608,-1.608,-,,-,#F0E628,0,0,0,,0,93.95,0.170,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,94.287,4.0,1.0,,,M,1,4,2,2022051,0,0,0,0,0.263,0,94.418,94.287,94.418,93.143,95.725,95.709,-1.422,-1.422,0.131,-0.131,0.131,#F0E628,0,0,0,,0,93.95,0.170,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,94.32,5.0,1.0,,,M,1,5,2,2022051,0,0,0,0,0.033,0,94.304,94.32,94.304,93.143,95.836,95.836,-1.516,-1.516,0.016,0.016,0.016,#F0E628,0,0,0,,0,93.95,0.170,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,94.227,6.0,1.0,,,M,1,6,2,2022051,0,0,0,0,0.093,0,94.274,94.227,94.274,93.143,96.552,95.982,-1.755,-1.755,0.046,-0.046,0.046,#F0E628,0,0,0,,0,93.95,0.170,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,94.267,7.0,1.0,,,M,1,7,2,2022051,0,0,0,0,0.040,0,94.247,94.267,94.247,93.143,96.129,96.084,-1.817,-1.817,0.020,0.02,0.020,#F0E628,0,0,0,,0,93.95,0.170,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,94.318,8.0,1.0,,,M,1,8,2,2022051,0,0,0,0,0.051,0,94.292,94.318,94.292,93.143,96.193,96.083,-1.765,-1.765,0.026,0.026,0.026,#F0E628,0,0,0,,0,93.95,0.170,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,95.415,9.0,1.0,,,M,1,9,1,2022051,0,0,0,0,1.097,0,94.866,94.212,94.265,93.143,96.153,95.975,-0.560,-1.762,1.150,1.15,-,#F0E628,1,0,1,1.1497,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,1.0
1,VER,94.107,10.0,1.0,,,M,1,10,1,2022051,0,0,0,0,1.308,0,94.761,94.107,94.16,93.143,95.766,95.72,-1.613,-1.613,0.053,-0.053,0.053,#F0E628,0,0,0,,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,94.466,11.0,1.0,,,M,1,11,1,2022051,0,0,0,0,0.359,0,94.286,94.049,94.078,93.143,95.861,95.688,-1.222,-1.639,0.388,0.388,-,#F0E628,1,0,1,0.388,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,93.991,12.0,1.0,,,M,1,12,1,2022051,0,0,0,0,0.475,0,94.228,93.991,94.02,93.143,95.617,95.577,-1.586,-1.586,0.029,-0.029,0.029,#F0E628,0,0,0,,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,94.09,13.0,1.0,,,M,1,13,1,2022051,0,0,0,0,0.099,0,94.041,94.09,94.041,93.143,95.442,95.397,-1.307,-1.307,0.049,0.049,0.049,#F0E628,0,0,0,,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,93.866,14.0,1.0,,,M,1,14,1,2022051,0,0,0,0,0.224,0,93.978,93.866,93.978,93.143,95.322,95.271,-1.405,-1.405,0.112,-0.112,0.112,#F0E628,0,0,0,,0,93.95,0.170,0,1,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,93.51,15.0,1.0,,,M,1,15,1,2022051,0,0,0,0,0.356,0,93.688,93.51,93.688,93.143,95.318,95.318,-1.808,-1.808,0.178,-0.178,0.178,#F0E628,0,0,0,,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,94.225,16.0,1.0,,,M,1,16,1,2022051,0,0,0,0,0.715,0,93.868,93.626,93.568,93.143,95.576,95.324,-1.099,-1.698,0.657,0.657,-,#F0E628,1,0,1,0.657,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,93.742,17.0,1.0,,,M,1,17,1,2022051,0,0,0,0,0.483,0,93.983,93.742,93.684,93.143,95.187,95.187,-1.445,-1.445,0.058,0.058,0.058,#F0E628,0,0,0,,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,93.946,18.0,1.0,,,M,1,18,1,2022051,0,0,0,0,0.204,0,93.844,93.713,93.727,93.143,95.063,95.05,-1.104,-1.337,0.219,0.219,-,#F0E628,1,0,1,0.2185,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,93.684,19.0,1.0,,,M,1,19,1,2022051,0,0,0,0,0.262,0,93.815,93.684,93.698,93.143,95.344,95.02,-1.336,-1.336,0.014,-0.014,0.014,#F0E628,0,0,0,,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,93.249,20.0,1.0,,,M,12,20,1,2022051,0,0,0,0,0.435,0,93.466,93.249,93.466,93.143,95.128,95.008,-1.759,-1.759,0.218,-0.218,0.218,#F0E628,0,0,0,,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
1,VER,93.347,21.0,1.0,,,M,1,21,1,2022051,0,0,0,0,0.098,0,93.298,93.347,93.298,93.143,94.995,94.904,-1.557,-1.557,0.049,0.049,0.049,#F0E628,0,0,0,,0,93.95,0.170,0,0,1,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
