Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes
1,VER,-,1.0,2.0,0 days 00:57:08.347000,,H,12,1,18,2025211,0,0,0,0,-,1,,-,-,74.109,,,-,-,-,,-,#A5AFB9,1,1.0,0,,1,,-,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,
1,VER,-,2.0,2.0,,,H,24,2,17,2025211,1,0,0,0,-,1,,-,-,74.109,,,-,-,-,,-,#A5AFB9,1,0.0,0,,0,,-,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,3.0,2.0,,,H,4,3,16,2025211,0,0,0,0,-,1,,-,-,74.109,,,-,-,-,,-,#A5AFB9,1,0.0,0,,0,,-,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,4.0,2.0,,,H,4,4,16,2025211,0,0,0,0,-,1,,-,-,74.109,,,-,-,-,,-,#A5AFB9,1,0.0,0,,0,,-,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,5.0,2.0,,,H,41,5,16,2025211,0,1,0,0,-,1,,-,-,74.109,,,-,-,-,,-,#A5AFB9,1,0.0,0,,0,,-,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,6.0,2.0,,,H,12,6,13,2025211,0,0,0,0,-,1,,-,-,74.109,,,-,-,-,,-,#A5AFB9,1,0.0,0,,0,,-,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,7.0,2.0,,0 days 01:08:48.918000,H,26,7,17,2025211,0,0,1,0,-,1,,-,-,74.109,,,-,-,-,,-,#A5AFB9,1,0.0,0,,1,,-,1,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,8.0,3.0,0 days 01:09:12.204000,,M,671,1,18,2025211,0,0,0,1,-,1,,-,-,74.109,,,-,-,-,,-,#F0E628,1,0.0,0,,1,74.937,0.154,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,73.141,9.0,3.0,,,M,1,2,16,2025211,0,0,0,0,-,0,,73.141,-,74.109,74.89,74.89,-1.749,-1.749,-,,-,#F0E628,0,0.0,0,,0,74.937,0.154,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,1.0
1,VER,73.049,10.0,3.0,,,M,1,3,16,2025211,0,0,0,0,0.092,0,73.095,73.049,73.095,74.109,74.444,74.444,-1.395,-1.395,0.046,-0.046,0.046,#F0E628,0,0.0,0,,0,74.937,0.154,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,73.735,11.0,3.0,,,M,1,4,16,2025211,0,0,0,0,0.686,0,73.392,73.735,73.392,74.109,74.809,74.767,-1.032,-1.032,0.343,0.343,0.343,#F0E628,0,0.0,0,,0,74.937,0.154,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,74.816,12.0,3.0,,,M,1,5,16,2025211,0,0,0,0,1.081,0,74.276,74.816,74.276,74.109,75.259,75.145,-0.329,-0.329,0.541,0.541,0.541,#F0E628,0,0.0,0,,0,74.937,0.154,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
