Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes
81,PIA,-,1.0,1.0,,,M,1,6,2,2024230,0,0,0,0,-,1,,-,-,85.191,,,-,-,-,,-,#F0E628,1,1,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,
81,PIA,-,2.0,1.0,,,M,1,7,2,2024230,0,0,0,0,-,1,,-,-,85.191,,,-,-,-,,-,#F0E628,1,0,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0
81,PIA,85.89,3.0,1.0,,,M,1,8,2,2024230,0,0,0,0,-,0,,85.89,-,85.191,86.848,86.858,-0.968,-0.968,-,,-,#F0E628,0,0,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0
81,PIA,86.118,4.0,1.0,,,M,1,9,2,2024230,0,0,0,0,0.228,0,86.004,86.118,86.004,85.191,86.712,86.715,-0.597,-0.597,0.114,0.114,0.114,#F0E628,0,0,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0
81,PIA,86.157,5.0,1.0,,,M,1,10,2,2024230,0,0,0,0,0.039,0,86.137,86.157,86.137,85.191,86.565,86.565,-0.408,-0.408,0.020,0.02,0.020,#F0E628,0,0,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0
81,PIA,85.687,6.0,1.0,,,M,1,11,2,2024230,0,0,0,0,0.470,0,85.922,85.687,85.922,85.191,86.343,86.336,-0.649,-0.649,0.235,-0.235,0.235,#F0E628,0,0,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0
81,PIA,85.814,7.0,1.0,,,M,1,12,2,2024230,0,0,0,0,0.127,0,85.75,85.814,85.75,85.191,86.521,86.249,-0.435,-0.435,0.064,0.064,0.064,#F0E628,0,0,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0
81,PIA,85.595,8.0,1.0,,,M,1,13,2,2024230,0,0,0,0,0.219,0,85.704,85.595,85.704,85.191,86.203,86.164,-0.569,-0.569,0.109,-0.109,0.109,#F0E628,0,0,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0
81,PIA,85.418,9.0,1.0,,,M,1,14,2,2024230,0,0,0,0,0.177,0,85.506,85.418,85.506,85.191,86.164,86.103,-0.685,-0.685,0.088,-0.088,0.088,#F0E628,0,0,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0
81,PIA,85.154,10.0,1.0,,,M,1,15,2,2024230,0,0,0,0,0.264,0,85.286,85.154,85.286,85.191,85.688,85.688,-0.534,-0.534,0.132,-0.132,0.132,#F0E628,0,0,0,,0,85.191,0.099,0,0,0,1,Oscar Piastri,Oscar,Piastri,#FF8000,0.0
