Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes
1,VER,-,1.0,1.0,,,M,1,1,1,2024071,0,0,0,0,-,1,,-,-,80.881,,,-,-,-,,-,#F0E628,1,1,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,
1,VER,-,2.0,1.0,,,M,1,2,1,2024071,0,0,0,0,-,1,,-,-,80.881,,,-,-,-,,-,#F0E628,1,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.872,3.0,1.0,,,M,1,3,1,2024071,0,0,0,0,-,0,,80.872,-,80.881,81.917,81.917,-1.045,-1.045,-,,-,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.671,4.0,1.0,,,M,1,4,1,2024071,0,0,0,0,0.201,0,80.772,80.671,80.772,80.881,82.106,81.997,-1.326,-1.326,0.100,-0.1,0.100,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.734,5.0,1.0,,,M,1,5,1,2024071,0,0,0,0,0.063,0,80.702,80.734,80.702,80.881,81.999,81.999,-1.265,-1.265,0.031,0.031,0.031,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.868,6.0,1.0,,,M,1,6,1,2024071,0,0,0,0,0.134,0,80.801,80.868,80.801,80.881,82.001,82.001,-1.133,-1.133,0.067,0.067,0.067,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.868,7.0,1.0,,,M,1,7,1,2024071,0,0,0,0,0.000,0,80.868,80.868,80.868,80.881,82.053,81.985,-1.117,-1.117,0.000,0.0,0.000,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.762,8.0,1.0,,,M,1,8,1,2024071,0,0,0,0,0.106,0,80.815,80.762,80.815,80.881,81.912,81.898,-1.136,-1.136,0.053,-0.053,0.053,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.543,9.0,1.0,,,M,1,9,1,2024071,0,0,0,0,0.219,0,80.652,80.543,80.652,80.881,82.005,81.979,-1.436,-1.436,0.109,-0.109,0.109,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.093,10.0,1.0,,,M,1,10,1,2024071,0,0,0,0,0.550,0,80.818,80.714,80.628,80.881,82.103,81.976,-0.883,-1.262,0.465,0.465,-,#F0E628,1,0,1,0.4645,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.885,11.0,1.0,,,M,1,11,1,2024071,0,0,0,0,0.208,0,80.989,80.885,80.8,80.881,81.904,81.904,-1.019,-1.019,0.086,0.086,0.086,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.287,12.0,1.0,,,M,1,12,1,2024071,0,0,0,0,0.402,0,81.086,80.979,80.932,80.881,82.154,82.036,-0.749,-1.057,0.355,0.355,-,#F0E628,1,0,1,0.355,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.073,13.0,1.0,,,M,1,13,1,2024071,0,0,0,0,0.214,0,81.18,81.073,81.026,80.881,82.071,82.062,-0.989,-0.989,0.047,0.047,0.047,#F0E628,0,0,0,,0,81.166,0.095,0,1,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.982,14.0,1.0,,,M,1,14,1,2024071,0,0,0,0,0.091,0,81.028,80.982,81.028,80.881,81.994,81.93,-0.948,-0.948,0.046,-0.046,0.046,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.323,15.0,1.0,,,M,1,15,1,2024071,0,0,0,0,0.341,0,81.152,81.323,81.152,80.881,82.038,82.006,-0.683,-0.683,0.170,0.17,0.170,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.362,16.0,1.0,,,M,1,16,1,2024071,0,0,0,0,0.039,0,81.342,81.362,81.342,80.881,82.089,82.05,-0.688,-0.688,0.019,0.019,0.019,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.328,17.0,1.0,,,M,1,17,1,2024071,0,0,0,0,0.034,0,81.345,81.328,81.345,80.881,82.552,82.235,-0.907,-0.907,0.017,-0.017,0.017,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.411,18.0,1.0,,,M,1,18,1,2024071,0,0,0,0,0.083,0,81.37,81.411,81.37,80.881,82.322,82.299,-0.888,-0.888,0.041,0.041,0.041,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.517,19.0,1.0,,,M,1,19,1,2024071,0,0,0,0,0.106,0,81.464,81.517,81.464,80.881,82.383,82.32,-0.803,-0.803,0.053,0.053,0.053,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.55,20.0,1.0,,,M,1,20,1,2024071,0,0,0,0,0.033,0,81.534,81.55,81.534,80.881,82.333,82.333,-0.783,-0.783,0.016,0.016,0.016,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.608,21.0,1.0,,,M,1,21,1,2024071,0,0,0,0,0.058,0,81.579,81.608,81.579,80.881,82.487,82.387,-0.779,-0.779,0.029,0.029,0.029,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.763,22.0,1.0,,,M,1,22,1,2024071,0,0,0,0,0.155,0,81.686,81.763,81.686,80.881,82.524,82.496,-0.733,-0.733,0.078,0.078,0.078,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,81.988,23.0,1.0,,,M,1,23,1,2024071,0,0,0,0,0.225,0,81.876,81.988,81.876,80.881,82.449,82.414,-0.426,-0.426,0.112,0.112,0.112,#F0E628,0,0,0,,0,81.166,0.095,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,24.0,1.0,,0 days 01:28:06.696000,M,1,24,1,2024071,0,0,0,0,-,1,,-,-,80.881,82.39,82.298,-,-,-,,-,#F0E628,1,0,0,,1,81.166,0.095,1,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,25.0,2.0,0 days 01:28:36.985000,,H,1,1,4,2024071,0,0,0,0,-,1,,-,-,80.881,82.486,82.359,-,-,-,,-,#A5AFB9,1,0,0,,1,80.723,0.091,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.482,26.0,2.0,,,H,1,2,3,2024071,0,0,0,0,-,0,,80.482,-,80.881,82.574,82.419,-1.937,-1.937,-,,-,#A5AFB9,0,0,0,,0,80.723,0.091,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.943,27.0,2.0,,,H,1,3,2,2024071,0,0,0,0,0.461,0,80.712,80.596,80.539,80.881,82.236,82.092,-1.149,-1.497,0.404,0.404,-,#A5AFB9,1,0,1,0.4043,0,80.723,0.091,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.709,28.0,2.0,,,H,1,4,1,2024071,0,0,0,0,0.234,0,80.826,80.709,80.652,80.881,82.288,82.214,-1.505,-1.505,0.057,0.057,0.057,#A5AFB9,0,0,0,,0,80.723,0.091,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.615,29.0,2.0,,,H,1,5,1,2024071,0,0,0,0,0.094,0,80.662,80.615,80.662,80.881,82.173,82.173,-1.558,-1.558,0.047,-0.047,0.047,#A5AFB9,0,0,0,,0,80.723,0.091,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,80.571,30.0,2.0,,,H,1,6,1,2024071,0,0,0,0,0.044,0,80.593,80.571,80.593,80.881,82.185,82.123,-1.552,-1.552,0.022,-0.022,0.022,#A5AFB9,0,0,0,,0,80.723,0.091,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
