Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes
1,VER,-,1.0,1.0,,,M,12,1,1,2023191,0,0,0,0,-,1,,-,-,82.693,,,-,-,-,,-,#F0E628,1,1.0,0,,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,
1,VER,-,2.0,1.0,,,M,1,2,1,2023191,0,0,0,0,-,1,,-,-,82.693,,,-,-,-,,-,#F0E628,1,0.0,0,,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,83.573,3.0,1.0,,,M,1,3,1,2023191,0,0,0,0,-,0,,83.573,-,82.693,84.876,84.876,-1.303,-1.303,-,,-,#F0E628,1,0.0,0,,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,83.708,4.0,1.0,,,M,1,4,1,2023191,0,0,0,0,0.135,0,83.64,83.708,83.64,82.693,83.957,83.957,-0.249,-0.249,0.067,0.067,0.067,#F0E628,1,0.0,0,0.0675,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,5.0,1.0,,,M,167,5,1,2023191,0,0,1,0,-,1,,-,-,82.693,,,-,-,-,,-,#F0E628,1,0.0,0,,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,83.339,6.0,1.0,,,M,1,6,1,2023191,0,0,0,0,-,0,,83.339,-,82.693,83.91,83.91,-0.571,-0.571,-,,-,#F0E628,0,0.0,0,,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,83.453,7.0,1.0,,,M,1,7,1,2023191,0,0,0,0,0.114,0,83.396,83.453,83.396,82.693,84.255,84.169,-0.716,-0.716,0.057,0.057,0.057,#F0E628,0,0.0,0,,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,83.357,8.0,1.0,,,M,12,8,1,2023191,0,0,0,0,0.096,0,83.405,83.357,83.405,82.693,84.578,84.493,-1.136,-1.136,0.048,-0.048,0.048,#F0E628,0,0.0,0,,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,83.218,9.0,1.0,,,M,1,9,1,2023191,0,0,0,0,0.139,0,83.288,83.218,83.288,82.693,84.543,84.524,-1.306,-1.306,0.069,-0.069,0.069,#F0E628,0,0.0,0,,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,83.276,10.0,1.0,,,M,1,10,1,2023191,0,0,0,0,0.058,0,83.247,83.276,83.247,82.693,84.418,84.418,-1.142,-1.142,0.029,0.029,0.029,#F0E628,0,0.0,0,,0,83.57,0.063,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
