Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes
1,VER,-,1.0,1.0,,,S,12,4,1,2023011,0,0,0,0,-,1,,-,-,97.455,,,-,-,-,,-,#CD3C3C,1,1,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,
1,VER,-,2.0,1.0,,,S,12,5,1,2023011,0,0,0,0,-,1,,-,-,97.455,,,-,-,-,,-,#CD3C3C,1,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,98.006,3.0,1.0,,,S,1,6,1,2023011,0,0,0,0,-,0,,98.006,-,97.455,99.837,99.837,-1.831,-1.831,-,,-,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,97.976,4.0,1.0,,,S,1,7,1,2023011,0,0,0,0,0.030,0,97.991,97.976,97.991,97.455,99.945,99.821,-1.845,-1.845,0.015,-0.015,0.015,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,98.035,5.0,1.0,,,S,1,8,1,2023011,0,0,0,0,0.059,0,98.006,98.035,98.006,97.455,100.1,99.986,-1.951,-1.951,0.029,0.029,0.029,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,97.986,6.0,1.0,,,S,1,9,1,2023011,0,0,0,0,0.049,0,98.011,97.986,98.011,97.455,100.192,100.186,-2.200,-2.200,0.025,-0.025,0.025,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,98.021,7.0,1.0,,,S,1,10,1,2023011,0,0,0,0,0.035,0,98.004,98.021,98.004,97.455,100.306,100.274,-2.253,-2.253,0.017,0.017,0.017,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,98.154,8.0,1.0,,,S,1,11,1,2023011,0,0,0,0,0.133,0,98.088,98.154,98.088,97.455,100.395,100.375,-2.221,-2.221,0.066,0.066,0.066,#CD3C3C,0,0,0,,0,98.216,0.043,0,1,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,98.278,9.0,1.0,,,S,1,12,1,2023011,0,0,0,0,0.124,0,98.216,98.278,98.216,97.455,100.486,100.477,-2.199,-2.199,0.062,0.062,0.062,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,98.369,10.0,1.0,,,S,1,13,1,2023011,0,0,0,0,0.091,0,98.324,98.369,98.324,97.455,100.623,100.623,-2.254,-2.254,0.046,0.046,0.046,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,98.483,11.0,1.0,,,S,1,14,1,2023011,0,0,0,0,0.114,0,98.426,98.483,98.426,97.455,100.585,100.507,-2.024,-2.024,0.057,0.057,0.057,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,98.591,12.0,1.0,,,S,1,15,1,2023011,0,0,0,0,0.108,0,98.537,98.591,98.537,97.455,100.064,100.064,-1.473,-1.473,0.054,0.054,0.054,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,98.482,13.0,1.0,,,S,1,16,1,2023011,0,0,0,0,0.109,0,98.536,98.482,98.536,97.455,99.523,99.441,-0.959,-0.959,0.054,-0.054,0.054,#CD3C3C,0,0,0,,0,98.216,0.043,0,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,14.0,1.0,,0 days 01:25:33.830000,S,1,17,1,2023011,0,0,0,0,-,1,,-,-,97.455,99.019,99.019,-,-,-,,-,#CD3C3C,1,0,0,,1,98.216,0.043,1,0,1,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,15.0,2.0,0 days 01:25:58.127000,,S,1,1,2,2023011,0,0,0,0,-,1,,-,-,97.455,98.714,98.651,-,-,-,,-,#CD3C3C,1,0,0,,1,97.622,0.076,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,97.801,16.0,2.0,,,S,1,2,2,2023011,0,0,0,0,-,0,,97.801,-,97.455,98.613,98.578,-0.778,-0.778,-,,-,#CD3C3C,0,0,0,,0,97.622,0.076,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
