Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes
10,GAS,-,1.0,1.0,,,M,124,4,5,2021011,1,0,0,0,-,1,,-,-,96.413,,,-,-,-,,-,#F0E628,1,1.0,0,,0,,-,0,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,
10,GAS,-,2.0,1.0,,,M,4,5,5,2021011,0,0,0,0,-,1,,-,-,96.413,,,-,-,-,,-,#F0E628,1,0.0,0,,0,,-,0,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,0.0
10,GAS,-,3.0,1.0,,,M,41,6,5,2021011,0,1,0,0,-,1,,-,-,96.413,,,-,-,-,,-,#F0E628,1,0.0,0,,0,,-,0,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,0.0
10,GAS,-,4.0,1.0,,0 days 00:46:14.801000,M,1267,7,18,2021011,0,0,1,0,-,1,,-,-,96.413,,,-,-,-,,-,#F0E628,1,0.0,0,,1,,-,1,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,0.0
10,GAS,-,5.0,2.0,0 days 00:46:53.133000,,H,71,1,19,2021011,0,0,0,1,-,1,,-,-,96.413,,,-,-,-,,-,#A5AFB9,1,0.0,0,,1,97.761,0.205,0,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,0.0
10,GAS,96.677,6.0,2.0,,,H,1,2,19,2021011,0,0,0,0,-,0,,96.677,-,96.413,97.707,97.707,-1.030,-1.030,-,,-,#A5AFB9,0,0.0,0,,0,97.761,0.205,0,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,0.0
10,GAS,96.954,7.0,2.0,,,H,1,3,19,2021011,0,0,0,0,0.277,0,96.816,96.954,96.816,96.413,97.491,97.487,-0.533,-0.533,0.138,0.138,0.138,#A5AFB9,0,0.0,0,,0,97.761,0.205,0,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,0.0
10,GAS,97.424,8.0,2.0,,,H,1,4,19,2021011,0,0,0,0,0.470,0,97.189,96.992,96.973,96.413,97.696,97.642,-0.218,-0.650,0.451,0.451,-,#A5AFB9,1,0.0,1,0.451,0,97.761,0.205,0,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,0.0
10,GAS,97.03,9.0,2.0,,,H,1,5,19,2021011,0,0,0,0,0.394,0,97.227,97.03,97.011,96.413,97.91,97.707,-0.677,-0.677,0.019,0.019,0.019,#A5AFB9,0,0.0,0,,0,97.761,0.205,0,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,0.0
10,GAS,97.375,10.0,2.0,,,H,1,6,19,2021011,0,0,0,0,0.345,0,97.202,97.375,97.202,96.413,97.607,97.558,-0.183,-0.183,0.172,0.172,0.172,#A5AFB9,0,0.0,0,,0,97.761,0.205,0,0,0,1,Pierre Gasly,Pierre,Gasly,#2B4562,0.0
