Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes
1,VER,-,1.0,1.0,,,M,1,4,4,2024210,0,0,0,0,-,1,,-,-,72.326,,,-,-,-,,-,#F0E628,1,1,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,
1,VER,-,2.0,1.0,,,M,1,5,4,2024210,0,0,0,0,-,1,,-,-,72.326,,,-,-,-,,-,#F0E628,1,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.454,3.0,1.0,,,M,1,6,4,2024210,0,0,0,0,-,0,,72.454,-,72.326,73.459,73.459,-1.005,-1.005,-,,-,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.561,4.0,1.0,,,M,1,7,4,2024210,0,0,0,0,0.107,0,72.508,72.561,72.508,72.326,73.236,73.236,-0.675,-0.675,0.054,0.054,0.054,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.304,5.0,1.0,,,M,1,8,4,2024210,0,0,0,0,0.257,0,72.432,72.304,72.432,72.326,73.375,73.25,-0.946,-0.946,0.129,-0.129,0.129,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,71.906,6.0,1.0,,,M,1,9,4,2024210,0,0,0,0,0.398,0,72.105,71.906,72.105,72.326,73.134,73.134,-1.227,-1.227,0.199,-0.199,0.199,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.13,7.0,1.0,,,M,1,10,4,2024210,0,0,0,0,0.224,0,72.018,72.13,72.018,72.326,73.248,73.229,-1.099,-1.099,0.112,0.112,0.112,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.409,8.0,1.0,,,M,1,11,4,2024210,0,0,0,0,0.279,0,72.27,72.409,72.27,72.326,73.313,73.26,-0.851,-0.851,0.140,0.14,0.140,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.589,9.0,1.0,,,M,1,12,4,2024210,0,0,0,0,0.180,0,72.499,72.589,72.499,72.326,73.535,73.357,-0.768,-0.768,0.090,0.09,0.090,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.17,10.0,1.0,,,M,1,13,4,2024210,0,0,0,0,0.419,0,72.38,72.17,72.38,72.326,73.425,73.359,-1.189,-1.189,0.210,-0.21,0.210,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.304,11.0,1.0,,,M,1,14,4,2024210,0,0,0,0,0.134,0,72.237,72.304,72.237,72.326,73.226,73.172,-0.868,-0.868,0.067,0.067,0.067,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.328,12.0,1.0,,,M,1,15,4,2024210,0,0,0,0,0.024,0,72.316,72.328,72.316,72.326,73.106,73.075,-0.747,-0.747,0.012,0.012,0.012,#F0E628,0,0,0,,0,72.326,0.152,0,1,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.785,13.0,1.0,,,M,1,16,4,2024210,0,0,0,0,0.457,0,72.556,72.266,72.297,72.326,73.228,73.078,-0.293,-0.812,0.488,0.488,-,#F0E628,1,0,1,0.488,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.204,14.0,1.0,,,M,1,17,4,2024210,0,0,0,0,0.581,0,72.494,72.204,72.235,72.326,73.176,73.029,-0.825,-0.825,0.031,-0.031,0.031,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.256,15.0,1.0,,,M,1,18,4,2024210,0,0,0,0,0.052,0,72.23,72.256,72.23,72.326,73.012,72.909,-0.653,-0.653,0.026,0.026,0.026,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.335,16.0,1.0,,,M,1,19,4,2024210,0,0,0,0,0.079,0,72.296,72.335,72.296,72.326,73.026,72.876,-0.541,-0.541,0.039,0.039,0.039,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.046,17.0,1.0,,,M,1,20,4,2024210,0,0,0,0,0.289,0,72.19,72.046,72.19,72.326,72.904,72.904,-0.858,-0.858,0.144,-0.144,0.144,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,71.852,18.0,1.0,,,M,1,21,3,2024210,0,0,0,0,0.194,0,71.949,71.852,71.949,72.326,73.288,73.06,-1.208,-1.208,0.097,-0.097,0.097,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,1.0
1,VER,72.679,19.0,1.0,,,M,1,22,3,2024210,0,0,0,0,0.827,0,72.266,72.11,71.981,72.326,73.311,73.167,-0.488,-1.057,0.698,0.698,-,#F0E628,1,0,1,0.6983,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.367,20.0,1.0,,,M,1,23,3,2024210,0,0,0,0,0.312,0,72.523,72.367,72.238,72.326,73.677,73.332,-0.965,-0.965,0.129,0.129,0.129,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,72.523,21.0,1.0,,,M,12,24,3,2024210,0,0,0,0,0.156,0,72.445,72.523,72.445,72.326,73.807,73.807,-1.284,-1.284,0.078,0.078,0.078,#F0E628,0,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,22.0,1.0,,,M,26,25,3,2024210,0,0,1,0,-,1,,-,-,72.326,,,-,-,-,,-,#F0E628,1,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,23.0,1.0,,,M,6,26,3,2024210,0,0,0,0,-,1,,-,-,72.326,,,-,-,-,,-,#F0E628,1,0,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
1,VER,-,24.0,1.0,,,M,671,27,3,2024210,0,0,0,1,-,1,,-,-,72.326,73.93,73.93,-,-,-,,-,#F0E628,1,1,0,,0,72.326,0.152,0,0,0,1,Max Verstappen,Max,Verstappen,#3671C6,0.0
10,GAS,-,1.0,1.0,,,M,1,1,7,2024210,0,0,0,0,-,1,,-,-,73.025,,,-,-,-,,-,#F0E628,1,1,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,
10,GAS,-,2.0,1.0,,,M,1,2,7,2024210,0,0,0,0,-,1,,-,-,73.025,,,-,-,-,,-,#F0E628,1,0,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,0.0
10,GAS,73.45,3.0,1.0,,,M,1,3,7,2024210,0,0,0,0,-,0,,73.45,-,73.025,73.459,73.459,-0.009,-0.009,-,,-,#F0E628,0,0,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,0.0
10,GAS,73.173,4.0,1.0,,,M,1,4,7,2024210,0,0,0,0,0.277,0,73.312,73.173,73.312,73.025,73.236,73.236,-0.063,-0.063,0.138,-0.138,0.138,#F0E628,0,0,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,0.0
10,GAS,72.73,5.0,1.0,,,M,1,5,7,2024210,0,0,0,0,0.443,0,72.952,72.73,72.952,73.025,73.375,73.25,-0.520,-0.520,0.222,-0.222,0.222,#F0E628,0,0,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,0.0
10,GAS,73.022,6.0,1.0,,,M,1,6,7,2024210,0,0,0,0,0.292,0,72.876,73.022,72.876,73.025,73.134,73.134,-0.111,-0.111,0.146,0.146,0.146,#F0E628,0,0,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,0.0
10,GAS,73.123,7.0,1.0,,,M,1,7,7,2024210,0,0,0,0,0.101,0,73.072,73.123,73.072,73.025,73.248,73.229,-0.106,-0.106,0.050,0.05,0.050,#F0E628,0,0,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,0.0
10,GAS,72.926,8.0,1.0,,,M,1,8,7,2024210,0,0,0,0,0.197,0,73.024,72.926,73.024,73.025,73.313,73.26,-0.334,-0.334,0.099,-0.099,0.099,#F0E628,0,0,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,0.0
10,GAS,73.429,9.0,1.0,,,M,1,9,7,2024210,0,0,0,0,0.503,0,73.178,73.429,73.178,73.025,73.535,73.357,0.072,0.072,0.251,0.251,0.251,#F0E628,0,0,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,0.0
10,GAS,73.562,10.0,1.0,,,M,1,10,7,2024210,0,0,0,0,0.133,0,73.496,73.562,73.496,73.025,73.425,73.359,0.203,0.203,0.067,0.067,0.067,#F0E628,0,0,0,,0,73.025,0.161,0,0,0,1,Pierre Gasly,Pierre,Gasly,#0093CC,0.0
