Number,Abbreviation,Laptime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TrackStatus,TyreLife,Position,RaceID,SafetyCarEnter,SafetyCarLeave,VirtualSafetyCarEnter,VirtualSafetyCarLeave,LaptimeDiff,LaptimeNaN,LaptimeMovingAverage,LaptimeClear,LaptimeClearPace,Pace,PaceMarker,PaceClearMarker,PaceDiff,PaceDiffClear,Consistency,ConsistencySign,ConsistencyClear,CompoundColor,LaptimeOutlier,TheOnlyValueInGroup,LaptimeMistake,MistakesLosses,PitLap,StintMeanLaptime,StintMeanConsistency,StintVerticalLine,StintLabel,LapsLeading,LaptimeSeriesActual,FullName,FirstName,LastName,Color,Overtakes
33,VER,-,1.0,1.0,,,M,1,4,2,2021071,0,0,0,0,-,1,,-,-,97.969,,,-,-,-,,-,#F0E628,1,1,0,,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,
33,VER,-,2.0,1.0,,,M,1,5,2,2021071,0,0,0,0,-,1,,-,-,97.969,,,-,-,-,,-,#F0E628,1,0,0,,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,99.571,3.0,1.0,,,M,1,6,2,2021071,0,0,0,0,-,0,,99.571,-,97.969,101.46,101.46,-1.889,-1.889,-,,-,#F0E628,0,0,0,,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,100.024,4.0,1.0,,,M,1,7,2,2021071,0,0,0,0,0.453,0,99.798,99.489,99.53,97.969,101.63,101.253,-1.229,-1.764,0.494,0.494,-,#F0E628,1,0,1,0.4938,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,99.408,5.0,1.0,,,M,1,8,2,2021071,0,0,0,0,0.616,0,99.716,99.408,99.449,97.969,100.799,100.799,-1.391,-1.391,0.041,-0.041,0.041,#F0E628,0,0,0,,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,98.727,6.0,1.0,,,M,1,9,2,2021071,0,0,0,0,0.681,0,99.068,98.727,99.068,97.969,100.339,100.339,-1.612,-1.612,0.340,-0.34,0.340,#F0E628,0,0,0,,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,99.43,7.0,1.0,,,M,1,10,2,2021071,0,0,0,0,0.703,0,99.078,98.893,98.81,97.969,100.736,100.503,-1.073,-1.610,0.620,0.62,-,#F0E628,1,0,1,0.62,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,99.059,8.0,1.0,,,M,1,11,2,2021071,0,0,0,0,0.371,0,99.244,99.059,98.976,97.969,100.562,100.562,-1.503,-1.503,0.083,0.083,0.083,#F0E628,0,0,0,,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,99.122,9.0,1.0,,,M,1,12,2,2021071,0,0,0,0,0.063,0,99.09,99.122,99.09,97.969,100.552,100.446,-1.324,-1.324,0.032,0.032,0.032,#F0E628,0,0,0,,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,98.95,10.0,1.0,,,M,1,13,2,2021071,0,0,0,0,0.172,0,99.036,98.95,99.036,97.969,100.533,100.487,-1.537,-1.537,0.086,-0.086,0.086,#F0E628,0,0,0,,0,99.319,0.238,0,1,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,99.214,11.0,1.0,,,M,1,14,2,2021071,0,0,0,0,0.264,0,99.082,99.214,99.082,97.969,100.724,100.612,-1.398,-1.398,0.132,0.132,0.132,#F0E628,0,0,0,,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
33,VER,99.307,12.0,1.0,,,M,1,15,2,2021071,0,0,0,0,0.093,0,99.261,99.307,99.261,97.969,100.783,100.715,-1.408,-1.408,0.046,0.046,0.046,#F0E628,0,0,0,,0,99.319,0.238,0,0,0,1,Max Verstappen,Max,Verstappen,#1E5BC6,0.0
